signal_bar_ts,symbol,strategy_id,feature,live_value,training_store_value,abs_diff,diff,status
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,abs_ret_per_oi_z_24h,-1.066570520401001,-1.0540193,0.012551188468933105,-0.012551188468933105,diff
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,accel_5h,2.053748846054077,2.0537488,0.0,0.0,ok
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,adx_10,4.043042182922363,4.043042,0.0,0.0,ok
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,adx_di_minus_7,3.886875629425049,3.8868756,0.0,0.0,ok
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,adx_di_plus_14,2.482692241668701,2.4826922,0.0,0.0,ok
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,atr_change_rate,-0.36075887084007263,-2.0537488,1.6929899752140045,1.6929899752140045,diff
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,atr_compression_ratio,2.053748846054077,2.0537488,0.0,0.0,ok
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,atr_expansion,-1.107179045677185,-1.107179,0.0,0.0,ok
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,atr_pct_change,-1.0947721004486084,-1.0947721,0.0,0.0,ok
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,atr_percentile,-1.1171274185180664,-1.1171274,0.0,0.0,ok
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,bars_in_high_vol_state_log_norm,2.053748846054077,2.0537488,0.0,0.0,ok
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,body_pct,-2.053748846054077,-2.0537488,0.0,0.0,ok
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,body_ratio,-2.053748846054077,-2.0537488,0.0,0.0,ok
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,breakout_24h,-78.64521789550781,-78.64522,0.0,0.0,ok
2026-06-04T08:00:00+00:00,SOL/USD:USD,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,breakout_min,0.0,0.0,0.0,0.0,ok
