feature,symbol,finite_row_count,finite_row_pct_within_symbol
abs_ret_per_oi_z_24h,GMT/USD:USD,4680,1.0
abs_ret_per_oi_z_24h,GMX/USD:USD,4680,1.0
abs_ret_per_oi_z_24h,FIL/USD:USD,4320,1.0
abs_ret_per_oi_z_24h,FLOKI/USD:USD,4320,1.0
abs_ret_per_oi_z_24h,GOAT/USD:USD,4320,0.8
abs_ret_per_oi_z_24h,HFT/USD:USD,4320,1.0
abs_ret_per_oi_z_24h,INJ/USD:USD,4320,1.0
abs_ret_per_oi_z_24h,JTO/USD:USD,4320,1.0
abs_ret_per_oi_z_24h,GRT/USD:USD,3960,1.0
abs_ret_per_oi_z_24h,GTC/USD:USD,3960,1.0
abs_ret_per_oi_z_24h,HBAR/USD:USD,3960,0.9166666666666666
abs_ret_per_oi_z_24h,JASMY/USD:USD,3960,1.0
abs_ret_per_oi_z_24h,ETC/USD:USD,3600,1.0
abs_ret_per_oi_z_24h,FLOW/USD:USD,3600,1.0
abs_ret_per_oi_z_24h,FLR/USD:USD,3600,1.0
abs_ret_per_oi_z_24h,GALA/USD:USD,3600,1.0
abs_ret_per_oi_z_24h,GRASS/USD:USD,3600,0.7692307692307693
abs_ret_per_oi_z_24h,ICP/USD:USD,3600,1.0
abs_ret_per_oi_z_24h,ICX/USD:USD,3600,1.0
abs_ret_per_oi_z_24h,IMX/USD:USD,3600,1.0
abs_ret_per_oi_z_24h,KAVA/USD:USD,3600,1.0
abs_ret_per_oi_z_24h,ALGO/USD:USD,3240,1.0
abs_ret_per_oi_z_24h,ALICE/USD:USD,3240,1.0
abs_ret_per_oi_z_24h,EGLD/USD:USD,3240,1.0
abs_ret_per_oi_z_24h,ENA/USD:USD,3240,1.0
abs_ret_per_oi_z_24h,ENJ/USD:USD,3240,1.0
abs_ret_per_oi_z_24h,ENS/USD:USD,3240,1.0
abs_ret_per_oi_z_24h,ETH/USD:USD,3240,1.0
abs_ret_per_oi_z_24h,ETHFI/USD:USD,3240,1.0
abs_ret_per_oi_z_24h,FET/USD:USD,3240,1.0
abs_ret_per_oi_z_24h,JUP/USD:USD,3240,1.0
abs_ret_per_oi_z_24h,KAS/USD:USD,3240,1.0
abs_ret_per_oi_z_24h,EIGEN/USD:USD,3166,0.9771604938271605
abs_ret_per_oi_z_24h,GIGA/USD:USD,3043,0.7043981481481482
abs_ret_per_oi_z_24h,ANKR/USD:USD,2880,1.0
abs_ret_per_oi_z_24h,APE/USD:USD,2880,1.0
abs_ret_per_oi_z_24h,API3/USD:USD,2880,1.0
abs_ret_per_oi_z_24h,GRIFFAIN/USD:USD,2880,0.7272727272727273
abs_ret_per_oi_z_24h,HMSTR/USD:USD,2880,0.6666666666666666
abs_ret_per_oi_z_24h,KSM/USD:USD,2880,1.0
abs_ret_per_oi_z_24h,LDO/USD:USD,2880,1.0
abs_ret_per_oi_z_24h,LINK/USD:USD,2880,1.0
abs_ret_per_oi_z_24h,LPT/USD:USD,2880,1.0
abs_ret_per_oi_z_24h,AVAX/USD:USD,2520,1.0
abs_ret_per_oi_z_24h,AXS/USD:USD,2520,1.0
abs_ret_per_oi_z_24h,BAND/USD:USD,2520,1.0
abs_ret_per_oi_z_24h,FLUX/USD:USD,2520,0.7
abs_ret_per_oi_z_24h,BICO/USD:USD,2344,0.9301587301587302
abs_ret_per_oi_z_24h,APT/USD:USD,2160,1.0
abs_ret_per_oi_z_24h,ARB/USD:USD,2160,1.0
abs_ret_per_oi_z_24h,ATOM/USD:USD,2160,1.0
abs_ret_per_oi_z_24h,BAT/USD:USD,2160,1.0
abs_ret_per_oi_z_24h,CHR/USD:USD,2160,1.0
abs_ret_per_oi_z_24h,CHZ/USD:USD,2160,1.0
abs_ret_per_oi_z_24h,COMP/USD:USD,2160,1.0
abs_ret_per_oi_z_24h,INIT/USD:USD,2160,0.6
abs_ret_per_oi_z_24h,IP/USD:USD,2160,0.5454545454545454
abs_ret_per_oi_z_24h,ALT/USD:USD,1800,0.625
abs_ret_per_oi_z_24h,BCH/USD:USD,1800,1.0
abs_ret_per_oi_z_24h,BEAM/USD:USD,1800,1.0
abs_ret_per_oi_z_24h,BIGTIME/USD:USD,1800,0.7142857142857143
abs_ret_per_oi_z_24h,BLUR/USD:USD,1800,1.0
abs_ret_per_oi_z_24h,BNB/USD:USD,1800,1.0
abs_ret_per_oi_z_24h,CRV/USD:USD,1800,1.0
abs_ret_per_oi_z_24h,CTSI/USD:USD,1800,1.0
abs_ret_per_oi_z_24h,CVX/USD:USD,1800,1.0
abs_ret_per_oi_z_24h,DYM/USD:USD,1800,1.0
abs_ret_per_oi_z_24h,LQTY/USD:USD,1800,0.625
abs_ret_per_oi_z_24h,LRC/USD:USD,1800,1.0
abs_ret_per_oi_z_24h,LSK/USD:USD,1800,1.0
abs_ret_per_oi_z_24h,LTC/USD:USD,1800,1.0
abs_ret_per_oi_z_24h,AR/USD:USD,1781,0.7067460317460318
abs_ret_per_oi_z_24h,ASTR/USD:USD,1607,0.7439814814814815
abs_ret_per_oi_z_24h,AAVE/USD:USD,1440,1.0
abs_ret_per_oi_z_24h,ADA/USD:USD,1440,1.0
abs_ret_per_oi_z_24h,COOKIE/USD:USD,1440,1.0
abs_ret_per_oi_z_24h,COTI/USD:USD,1440,1.0
abs_ret_per_oi_z_24h,COW/USD:USD,1440,1.0
abs_ret_per_oi_z_24h,CRO/USD:USD,1440,0.5714285714285714
abs_ret_per_oi_z_24h,DOGE/USD:USD,1440,1.0
abs_ret_per_oi_z_24h,DOT/USD:USD,1440,1.0
abs_ret_per_oi_z_24h,DYDX/USD:USD,1440,1.0
abs_ret_per_oi_z_24h,GBP/USD:USD,1440,0.4
abs_ret_per_oi_z_24h,LAYER/USD:USD,1440,0.5
abs_ret_per_oi_z_24h,ME/USD:USD,1440,1.0
abs_ret_per_oi_z_24h,DOGS/USD:USD,1363,0.9465277777777777
abs_ret_per_oi_z_24h,ARKM/USD:USD,1289,0.5967592592592592
abs_ret_per_oi_z_24h,AEVO/USD:USD,1080,0.75
abs_ret_per_oi_z_24h,AKT/USD:USD,1080,0.42857142857142855
abs_ret_per_oi_z_24h,ALCH/USD:USD,1080,0.42857142857142855
abs_ret_per_oi_z_24h,ANIME/USD:USD,1080,0.375
abs_ret_per_oi_z_24h,ATH/USD:USD,1080,0.5
abs_ret_per_oi_z_24h,AUCTION/USD:USD,1080,0.5
abs_ret_per_oi_z_24h,BIO/USD:USD,1080,0.6
abs_ret_per_oi_z_24h,BNT/USD:USD,1080,1.0
abs_ret_per_oi_z_24h,BONK/USD:USD,1080,1.0
abs_ret_per_oi_z_24h,BTC/USD:USD,1080,1.0
abs_ret_per_oi_z_24h,C98/USD:USD,1080,1.0
abs_ret_per_oi_z_24h,CAKE/USD:USD,1080,1.0
abs_ret_per_oi_z_24h,CAT/USD:USD,1080,1.0
abs_ret_per_oi_z_24h,CELO/USD:USD,1080,1.0
abs_ret_per_oi_z_24h,CELR/USD:USD,1080,1.0
abs_ret_per_oi_z_24h,DASH/USD:USD,1080,1.0
abs_ret_per_oi_z_24h,EUR/USD:USD,1080,0.3333333333333333
abs_ret_per_oi_z_24h,FARTCOIN/USD:USD,1080,0.3333333333333333
abs_ret_per_oi_z_24h,KAITO/USD:USD,1080,0.3333333333333333
abs_ret_per_oi_z_24h,MANA/USD:USD,1080,1.0
abs_ret_per_oi_z_24h,BERA/USD:USD,858,0.3404761904761905
abs_ret_per_oi_z_24h,ARC/USD:USD,720,0.4
abs_ret_per_oi_z_24h,CYBER/USD:USD,637,0.5898148148148148
abs_ret_per_oi_z_24h,B3/USD:USD,503,0.19960317460317462
abs_ret_per_oi_z_24h,DOG/USD:USD,498,0.3458333333333333
abs_ret_per_oi_z_24h,DENT/USD:USD,360,0.25
abs_ret_per_oi_z_24h,MELANIA/USD:USD,360,1.0
abs_ret_per_oi_z_24h,METIS/USD:USD,360,1.0
abs_ret_per_oi_z_24h,DEGEN/USD:USD,137,0.12685185185185185
abs_ret_per_oi_z_24h,DEEP/USD:USD,124,0.11481481481481481
abs_ret_per_oi_z_24h,2Z/USD:USD,0,0.0
abs_ret_per_oi_z_24h,AIXBT/USD:USD,0,0.0
abs_ret_per_oi_z_24h,ALEO/USD:USD,0,0.0
abs_ret_per_oi_z_24h,ASTER/USD:USD,0,0.0
abs_ret_per_oi_z_24h,AUD/USD:USD,0,0.0
abs_ret_per_oi_z_24h,BDX/USD:USD,0,0.0
abs_ret_per_oi_z_24h,CFG/USD:USD,0,0.0
abs_ret_per_oi_z_24h,ESPORTS/USD:USD,0,0.0
abs_ret_per_oi_z_24h,LCAP/USD:USD,0,0.0
accel,GMT/USD:USD,4680,1.0
accel,GMX/USD:USD,4680,1.0
accel,FIL/USD:USD,4320,1.0
accel,FLOKI/USD:USD,4320,1.0
accel,GOAT/USD:USD,4320,0.8
accel,HFT/USD:USD,4320,1.0
accel,INJ/USD:USD,4320,1.0
accel,JTO/USD:USD,4320,1.0
accel,GRT/USD:USD,3960,1.0
accel,GTC/USD:USD,3960,1.0
accel,HBAR/USD:USD,3960,0.9166666666666666
accel,JASMY/USD:USD,3960,1.0
accel,ETC/USD:USD,3600,1.0
accel,FLOW/USD:USD,3600,1.0
accel,FLR/USD:USD,3600,1.0
accel,GALA/USD:USD,3600,1.0
accel,GRASS/USD:USD,3600,0.7692307692307693
accel,ICP/USD:USD,3600,1.0
