canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_ema50_atr<=-0.011960832&dist_weekly_vwap<=-0.070940733&loc_pivot_ladder_pos_48<=0.10945182)|(prior_range>0.017407307),4,4,location|regime,context,context,context
(*)|(dist_ema50_atr<=-0.011960832&dist_weekly_vwap>-0.070940733&loc_pivot_ladder_pos_48<=0.10945182)|(prior_range>0.017407307),4,4,location|regime,context,context,context
(*)|(loc_pivot_ladder_pos_48>0.10945182&loc_prev_week_range_pos_48<=0.72152662)|(compression_score<=0.14592202),3,3,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(loc_pivot_ladder_pos_48>0.10945182&loc_prev_week_range_pos_48<=0.72152662)|(compression_score>0.14592202),3,3,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(loc_pivot_ladder_pos_48>0.10945182&loc_prev_week_range_pos_48>0.72152662)|(ema_slope_norm>0.89852178),3,3,location|regime,trend,context,context|trend
(*)|(loc_prev_day_range_pos_48<=0.77363443&loc_session_pos_48<=0.36111033&zscore_price_200>-1.6198413)|(efficiency_ratio_20<=0.1092929&up_down_semivol_ratio_tanh<=0.25545439),5,5,location|regime,path_structure,context,context|path_structure
(*)|(dist_ema50_atr>-0.0051518716&loc_prev_day_range_pos_48<=0.77363443&loc_vwap_dev_z_48<=-0.018077567)|(up_down_semivol_ratio_tanh>0.25545439),4,4,location|regime,path_structure,context|liquidity,context|liquidity|path_structure
(*)|(loc_prev_day_range_pos_48>0.77363443&loc_prev_week_range_pos_48<=0.5886389)|(volatility_ratio_short_long<=-0.00000000000000000000000000000000001),3,3,location|regime,volatility,context,context|volatility
(*)|(loc_prev_day_range_pos_48>0.77363443&loc_prev_week_range_pos_48>0.5886389)|(volatility_ratio_short_long<=-0.00000000000000000000000000000000001),3,3,location|regime,volatility,context,context|volatility
(*)|(dist_prior_day_high>0.023996081&loc_pullback_depth_48>0.24675319&loc_vwap_dev_z_48<=0.48764926&zscore_price_200>-1.6365092)|(ema50_slope<=0.33524674),5,5,location|regime,trend,context|liquidity|path_structure,context|liquidity|path_structure|trend
(*)|(dist_prior_day_high>0.023996081&loc_vwap_dev_z_48<=0.48764926)|(ema50_slope>0.33524674),3,3,location|regime,trend,context|liquidity,context|liquidity|trend
(*)|(loc_vwap_dev_z_48>0.48764926)|(ema50_slope<=0.10785543),2,2,location|regime,trend,liquidity,liquidity|trend
(*)|(loc_vwap_dev_z_48>0.48764926)|(ema50_slope>0.10785543&up_down_return_mass_ratio_tanh>0.79769039&volume_percentile<=0.91243148),4,4,location|regime,liquidity|path_structure|trend,liquidity,liquidity|path_structure|trend
(*)|(dist_range_mid_atr<=-0.0017788842&loc_initial_balance_pos_48<=0.41286612&loc_vwap_dev_z_48<=0.18326738)|(ema50_slope>-0.83403605&volume_autocorr_48<=-0.084114082),5,5,location|regime,liquidity|trend,context|liquidity,context|liquidity|trend
(*)|(dist_range_mid_atr>-0.0017788842&loc_initial_balance_pos_48<=0.41286612&loc_vwap_dev_z_48<=0.18326738)|(ema50_slope>-0.83403605&volume_autocorr_48<=-0.084114082),5,5,location|regime,liquidity|trend,context|liquidity,context|liquidity|trend
(*)|(loc_initial_balance_pos_48<=0.41286612&loc_vwap_dev_z_48<=0.18326738)|(ema50_slope>-0.83403605&rv_24h<=-0.08967407&volume_autocorr_48>-0.084114082),5,5,location|regime,liquidity|trend|volatility,context|liquidity,context|liquidity|trend|volatility
(*)|(loc_initial_balance_pos_48<=0.41286612&loc_vwap_dev_z_48<=0.18326738)|(ema50_slope>-0.83403605&rv_24h>-0.08967407&volume_autocorr_48>-0.084114082),5,5,location|regime,liquidity|trend|volatility,context|liquidity,context|liquidity|trend|volatility
(*)|(dist_weekly_vwap<=-0.031637579&loc_vwap_dev_z_48>0.18326738)|(*),2,2,location,,context|liquidity,context|liquidity
(*)|(loc_prev_week_range_pos_48<=0.17291009&loc_vwap_dev_z_24<=0.56359017)|(volume_trend_48>-0.52134144),3,3,location|regime,liquidity,context|liquidity,context|liquidity
(*)|(loc_prev_week_range_pos_48>0.17291009&loc_vwap_dev_z_24<=0.56359017)|(bollinger_band_width<=-0.0033064801&volume_zscore_48h<=-0.4422116),4,4,location|regime,compression|liquidity,context|liquidity,compression|context|liquidity
