canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_prior_day_low<=0.030910967&loc_initial_balance_pos_24<=0.082191773)|(prior_range<=0.17609748&volume_autocorr_48>-0.6652841),4,4,location|regime,context|liquidity,context,context|liquidity
(*)|(dist_prior_day_low>0.030910967&loc_prev_week_range_pos_48<=0.69160408&loc_session_pos_24>0.56240815)|(mark_index_basis<=0.000017403792&prior_range<=0.17609748),5,5,location|regime,context|mark_index,context,context|mark_index
(*)|(dist_prior_day_low>0.030910967)|(mark_index_basis>0.000017403792&prior_range<=0.17609748),3,3,location|regime,context|mark_index,context,context|mark_index
(*)|(dist_rolling_7d_high<=0.17261882)|(prior_range>0.17609748&return_autocorr_48<=0.15715656),3,3,location|regime,context|momentum,context,context|momentum
(*)|(dist_rolling_7d_high>0.17261882&loc_ema_stack_pos_48<=-0.53590029)|(prior_range>0.17609748),3,3,location|regime,context,context|trend,context|trend
(*)|(dist_rolling_7d_high>0.17261882&loc_ema_stack_pos_48>-0.53590029)|(prior_range>0.17609748),3,3,location|regime,context,context|trend,context|trend
(*)|(dist_vwap_atr<=-0.013197242)|(mkt_ret_eq_24h<=-0.00000000000000000000000000000000001&true_range_percentile>0.83753061),3,3,location|regime,cross_asset|volatility,context,context|cross_asset|volatility
(*)|(dist_vwap_atr>-0.013197242)|(range_24h_pct<=0.030439615),2,2,location|regime,compression,context,compression|context
(*)|(dist_vwap_atr>-0.013197242)|(mkt_ret_eq_24h<=-1.0354452&range_24h_pct>0.030439615),3,3,location|regime,compression|cross_asset,context,compression|context|cross_asset
(*)|(dist_vwap_atr>-0.013197242)|(mkt_ret_eq_24h>-1.0354452&range_24h_pct>0.030439615&xasset_mkt_spread_bps<=15.302042),4,4,location|regime,compression|cross_asset|cross_asset_orderbook,context,compression|context|cross_asset|cross_asset_orderbook
(*)|(dist_vwap_atr>-0.013197242)|(mkt_ret_eq_24h>-1.0354452&perp_index_basis<=0.00023272033&premium_index_z>-0.10009991&range_24h_pct>0.030439615&xasset_mkt_spread_bps>15.302042),6,6,location|regime,compression|cross_asset|cross_asset_orderbook|mark_index,context,compression|context|cross_asset|cross_asset_orderbook|mark_index
(*)|(dist_vwap_atr>-0.013197242)|(mkt_ret_eq_24h>-1.0354452&perp_index_basis>0.00023272033&range_24h_pct>0.030439615&xasset_mkt_spread_bps>15.302042),5,5,location|regime,compression|cross_asset|cross_asset_orderbook|mark_index,context,compression|context|cross_asset|cross_asset_orderbook|mark_index
(*)|(distance_to_ema<=-0.050429024&loc_pullback_depth_24>0.17899713)|(xasset_mkt_ob_stress<=18.407774),3,3,location|regime,cross_asset_orderbook,context|path_structure,context|cross_asset_orderbook|path_structure
