fold_id,seed,feature_name,group,regime_family,source_family,gain,split
0,42,dist_ema20_atr,location,,context,10.503314,4.0
0,42,dist_ema50_atr,location,,context,51.047062,7.0
0,42,up_down_semivol_ratio_tanh,regime,path_structure,path_structure,131.63496,20.0
0,42,dist_ema200_atr,location,,context,62.503647,8.0
0,42,up_down_return_mass_ratio_tanh,regime,path_structure,path_structure,295.76096,28.0
0,42,dist_vwap_atr,location,,context,462.87927,23.0
0,42,tail_asymmetry_q90_q10_atr_norm,regime,path_structure,path_structure,214.09654,24.0
0,42,dist_weekly_vwap,location,,context,221.7449,21.0
0,42,amihud_illiq,regime,liquidity,liquidity,151.99248,23.0
0,42,dist_prior_day_high,location,,context,762.3589,27.0
0,42,amihud_z,regime,liquidity,liquidity,57.14438,7.0
0,42,dist_prior_day_low,location,,context,114.50222,13.0
0,42,atr_compression_ratio,regime,volatility_term_structure,volatility_term_structure,170.208,20.0
0,42,dist_rolling_7d_high,location,,context,386.3729,27.0
0,42,atr_percentile,regime,compression,compression,89.534676,22.0
0,42,dist_local_swing,location,,context,18.747799,3.0
0,42,dist_range_mid_atr,location,,context,35.330193,6.0
0,42,dist_ma100_atr,location,,context,36.03959,7.0
0,42,distance_to_ema,location,,context,98.88999,6.0
0,42,pullback_depth,location,,context,21.21312,4.0
0,42,basis_pct,regime,basis,basis,39.151443,21.0
0,42,zscore_price_50,location,,context,79.88766,15.0
0,42,zscore_price_200,location,,context,348.9989,26.0
0,42,basis_stretch,regime,basis,basis,6.339122,6.0
0,42,loc_ema_stack_pos_24,location,,trend,38.34867,4.0
0,42,basis_vol,regime,basis,basis,51.145092,14.0
0,42,loc_ema_stack_pos_48,location,,trend,53.340572,6.0
0,42,bollinger_band_width,regime,compression,compression,33.039307,6.0
0,42,loc_vwap_dev_z_24,location,,liquidity,64.559235,9.0
0,42,choppiness_index_20,regime,path_structure,path_structure,17.656244,6.0
0,42,loc_vwap_dev_z_48,location,,liquidity,32.32587,5.0
0,42,loc_range_pos_24,location,,context,30.05537,5.0
0,42,compression_ratio,regime,volatility_term_structure,volatility_term_structure,259.7402,30.0
0,42,loc_range_pos_48,location,,context,115.75033,13.0
0,42,compression_score,regime,volatility_term_structure,volatility_term_structure,216.06546,23.0
0,42,loc_prior_bar_pos_24,location,,context,1.126969,2.0
0,42,cs_rank_ret_24h,regime,cross_sectional,cross_sectional,19.95986,7.0
0,42,loc_prior_bar_pos_48,location,,context,11.100222,5.0
0,42,direction_entropy_20,regime,path_structure,path_structure,189.19855,24.0
0,42,loc_swing_range_pos_24,location,,context,29.4803,8.0
0,42,dist_ema_fast,regime,trend,trend,8.980364,3.0
0,42,loc_swing_range_pos_48,location,,context,31.289082,6.0
0,42,efficiency_ratio_20,regime,path_structure,path_structure,92.99925,17.0
0,42,loc_session_pos_24,location,,context,22.051899,3.0
0,42,ema20_slope_5h,regime,trend,trend,53.77959,7.0
0,42,loc_session_pos_48,location,,context,47.95671,7.0
0,42,ema50_slope,regime,trend,trend,204.46086,19.0
0,42,loc_initial_balance_pos_24,location,,context,83.20766,11.0
0,42,ema_slope_norm,regime,trend,trend,95.67696,9.0
0,42,loc_initial_balance_pos_48,location,,context,33.05163,4.0
0,42,mark_index_basis,regime,mark_index,mark_index,108.574394,17.0
0,42,loc_prev_day_range_pos_24,location,,context,29.76103,8.0
0,42,mark_index_basis_z,regime,mark_index,mark_index,58.18786,10.0
0,42,loc_prev_day_range_pos_48,location,,context,48.38242,7.0
0,42,loc_prev_week_range_pos_24,location,,context,377.7443,26.0
0,42,market_breadth_24h,regime,cross_sectional,cross_sectional,27.050499,2.0
0,42,loc_prev_week_range_pos_48,location,,context,414.41077,32.0
0,42,market_breadth_4h,regime,cross_sectional,cross_sectional,135.30551,8.0
0,42,loc_bb_channel_pos_24,location,,compression,75.34231,5.0
0,42,loc_bb_channel_pos_48,location,,compression,133.89828,9.0
0,42,market_dispersion_4h,regime,cross_sectional,cross_sectional,683.7557,48.0
0,42,loc_pullback_depth_24,location,,path_structure,55.14031,10.0
0,42,mkt_ret_eq_24h,regime,cross_asset,cross_asset,2179.3599,83.0
0,42,loc_pullback_depth_48,location,,path_structure,137.48828,20.0
0,42,ob_depth_usd_l20_z,regime,orderbook,orderbook,8.20525,4.0
0,42,loc_pivot_ladder_pos_24,location,,context,8.360924,5.0
0,42,ob_spread_z_24h,regime,orderbook,orderbook,17.1798,3.0
0,42,loc_pivot_ladder_pos_48,location,,context,30.067259,2.0
0,42,bars_in_high_vol_state_log_norm,location,,context,615.11664,59.0
0,42,path_efficiency_24,regime,path_structure,path_structure,27.4011,3.0
0,42,perp_index_basis,regime,mark_index,mark_index,139.15083,13.0
0,42,perp_index_basis_z,regime,mark_index,mark_index,88.01592,15.0
0,42,premium_index,regime,mark_index,mark_index,14.254021,2.0
0,42,premium_index_mom_8h,regime,mark_index,mark_index,1.58723,1.0
0,42,premium_index_z,regime,mark_index,mark_index,81.795616,14.0
0,42,prior_range,regime,context,context,156.15562,12.0
0,42,prior_volatility,regime,context,context,415.22272,32.0
0,42,range_24h_pct,regime,compression,compression,366.99414,25.0
0,42,range_expansion_ratio,regime,volatility_term_structure,volatility_term_structure,30.25358,6.0
0,42,realized_volatility_24h,regime,volatility,volatility,435.3443,42.0
0,42,return_autocorr_48,regime,momentum,momentum,232.54353,32.0
0,42,rolling_range_20,regime,compression,compression,100.11168,10.0
0,42,rv_24h,regime,volatility,volatility,158.87253,20.0
0,42,spectral_entropy_ret_24,regime,path_structure,path_structure,236.57568,33.0
0,42,symbol_minus_mkt_ret_24h,regime,cross_asset,cross_asset,223.13405,25.0
0,42,trend_acceleration,regime,trend,trend,37.785408,7.0
0,42,true_range_percentile,regime,volatility,volatility,57.10678,7.0
0,42,variance_ratio_10_48,regime,volatility,volatility,158.35394,18.0
0,42,volatility_ratio_short_long,regime,volatility,volatility,53.053234,10.0
0,42,volume_autocorr_48,regime,liquidity,liquidity,482.64783,46.0
0,42,volume_entropy_24,regime,liquidity,liquidity,107.21314,17.0
0,42,volume_percentile,regime,liquidity,liquidity,72.341385,11.0
0,42,volume_trend_48,regime,liquidity,liquidity,192.96202,20.0
0,42,volume_zscore_48h,regime,liquidity,liquidity,47.860706,11.0
0,42,xasset_mkt_depth_z,regime,cross_asset_orderbook,cross_asset_orderbook,77.6313,12.0
0,42,xasset_mkt_ob_stress,regime,cross_asset_orderbook,cross_asset_orderbook,534.09875,31.0
0,42,xasset_mkt_spread_bps,regime,cross_asset_orderbook,cross_asset_orderbook,430.94553,26.0
1,42,dist_ema20_atr,location,,context,8.62103,1.0
1,42,dist_ema50_atr,location,,context,42.39407,4.0
1,42,up_down_semivol_ratio_tanh,regime,path_structure,path_structure,25.84764,4.0
1,42,dist_ema200_atr,location,,context,27.14743,4.0
1,42,up_down_return_mass_ratio_tanh,regime,path_structure,path_structure,33.70609,3.0
1,42,dist_vwap_atr,location,,context,125.86131,7.0
