fold_id,seed,group,gain,split
0,42,location,7803.255,1263.0
0,42,regime,24537.705,4145.0
1,42,location,2388.8904,249.0
1,42,regime,8002.074,751.0
2,42,location,2303.9724,218.0
2,42,regime,6253.6426,625.0
3,42,location,4368.542,728.0
3,42,regime,13473.983,2227.0
4,42,location,740.63806,77.0
4,42,regime,3126.8037,225.0
