rejection_reason,count
b_sign_consistency_too_low,936
b_mask_ic_uplift_too_low,475
b_support_too_low,163
b_min_fold_support_too_low,198
b_support_instability_too_high,16
b_support_too_high,28
b_positive_ic_fraction_too_low,221
b_mean_net_ret_too_low,1
b_oos_ic_too_low,36
