fold_id,seed,group,used_feature_count,split_count
0,42,location,10,45
0,42,regime,16,295
1,42,location,1,1
1,42,regime,8,9
2,42,location,1,1
2,42,regime,8,9
3,42,location,1,1
3,42,regime,7,8
4,42,location,22,297
4,42,regime,33,1503
