fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon
0,42,34,,6,64,380,quantile,0.95,quantile,quantile,target_vame,3
1,42,1,,6,64,463,quantile,0.95,quantile,quantile,target_vame,3
2,42,1,,6,64,544,quantile,0.95,quantile,quantile,target_vame,3
3,42,1,,6,64,627,quantile,0.95,quantile,quantile,target_vame,3
4,42,200,,6,64,714,quantile,0.95,quantile,quantile,target_vame,3
