,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
ffd_rv_24h_06,0.049603883,0.0038836107,0.6335715,49.166668,5.1126204,472.82233,83.96883,8.82544,798.9135,0.040250033,0.0043620807,0.37139732,1.0,0.29772773,0.9218708,0.9697238,0.89285713,1.0,0.04151122,1.5,1.0,0.67343926,1.0
body_ratio,0.03337956,0.010700921,0.1041214,57.333332,10.842304,303.1746,54.328934,15.739937,187.5251,0.026533026,0.0075267637,0.09353309,12.0,1.0,1.0,0.620759,0.39285713,0.33333334,0.089616194,12.0,5.6666665,0.6268469,2.0
ffd_rv_24h_04,0.039911225,0.0059413747,0.26810393,47.833332,4.946941,462.51367,70.89482,12.211462,411.58676,0.034575786,0.0057126186,0.20927092,4.0,0.4360384,0.0,0.7612469,0.71428573,0.8333333,0.04250409,6.0,2.6666667,0.61055946,3.0
prior_volatility,0.051011506,0.008747142,0.29748848,67.166664,6.9621997,647.9793,85.75475,13.762222,534.3525,0.039435163,0.005839359,0.266319,2.0,0.0,0.6387929,1.0,0.8035714,1.0,0.0,2.0,1.8333334,0.55089283,4.0
ffd_rv_12_04,0.04193012,0.006024964,0.2918084,50.666668,3.036811,845.3312,72.891556,13.797713,385.0768,0.035084274,0.0063216076,0.19471411,5.0,0.08389881,0.7195307,0.8046708,0.78571427,0.8333333,0.041123137,5.5,2.0,0.5137835,5.0
ffd_z_24_04,0.021953668,0.00475922,0.10126945,42.333332,6.342099,282.5738,35.779152,8.312079,154.01051,0.017546298,0.0039614425,0.07771728,15.0,0.8398455,0.9466211,0.3750025,0.5535714,0.0,0.05226649,19.5,4.1666665,0.50995255,6.0
ffd_rv_6h_06,0.038876124,0.0073980084,0.2042919,47.833332,3.578485,639.38446,70.7451,16.450708,304.23428,0.032369882,0.007327456,0.14299767,6.0,0.044107813,0.50920856,0.7389832,0.73214287,0.8333333,0.095892675,7.0,2.5,0.4760647,7.0
regime_trend_score,0.03466748,0.009085269,0.13228385,70.166664,7.2207265,681.8374,52.003914,12.237818,220.9877,0.026069462,0.0055870144,0.121642224,7.0,0.41268876,0.26844615,0.64846057,0.39285713,0.6666667,0.0,7.0,5.6666665,0.4723475,8.0
distance_to_ema,0.034455556,0.008609997,0.13788454,59.833332,9.822027,364.4897,56.015324,16.120205,194.64494,0.0265842,0.007269898,0.097211786,8.0,0.39744172,0.9896379,0.64390236,0.5,0.5,0.0,10.0,4.6666665,0.46788508,9.0
bars_in_high_vol_state_log_norm,0.039153736,0.012631102,0.12136827,57.5,7.5221896,439.53293,66.19626,22.238443,197.04367,0.032762613,0.010470804,0.102512546,9.0,0.28096157,0.19701521,0.7449543,0.48214287,0.5,0.06703247,8.5,4.8333335,0.44621474,10.0
