end_time,specialist_prediction,specialist_probability
2024-09-26 13:30:00,1,0.5605655959515866
2024-09-26 14:00:00,1,0.5602170693851732
2024-09-26 14:15:00,1,0.5619787724621694
2024-09-26 14:45:00,1,0.5613421766025506
2024-09-26 15:00:00,1,0.5616713968687849
2024-09-26 15:15:00,1,0.5625540341314752
2024-09-26 15:30:00,1,0.5621887945213001
2024-09-26 16:15:00,1,0.5616398039424886
2024-09-26 16:30:00,1,0.5616398039424886
2024-09-26 16:45:00,1,0.5623619227632491
2024-09-26 17:00:00,1,0.5628840565690769
2024-09-26 17:15:00,1,0.5626737640801637
2024-09-26 17:30:00,1,0.562341554978927
2024-09-26 17:45:00,1,0.5626103810446645
2024-09-26 18:00:00,1,0.5626103810446645
2024-09-26 18:30:00,1,0.5627676734051613
2024-09-26 18:45:00,1,0.5627676734051613
2024-09-26 19:00:00,1,0.5629905269305224
2024-09-26 19:45:00,1,0.5629905269305224
2024-09-26 20:15:00,1,0.5625457667594853
2024-09-26 20:45:00,1,0.5633175465341256
2024-09-26 21:00:00,1,0.5619245032434165
2024-09-26 21:30:00,1,0.564258119667251
2024-09-26 22:00:00,1,0.5629334651467
2024-09-26 22:15:00,1,0.5629334651467
2024-09-26 22:45:00,1,0.5629334651467
2024-09-26 23:00:00,1,0.5629334651467
2024-09-27 00:15:00,1,0.5620728212629366
2024-09-27 00:45:00,1,0.5620728212629366
2024-09-27 01:15:00,1,0.5624535949187891
2024-09-27 01:30:00,1,0.5612627069379292
2024-09-27 02:15:00,1,0.5612627069379292
2024-09-27 02:45:00,1,0.5580921827899347
2024-09-27 03:15:00,1,0.5580921827899347
2024-09-27 03:30:00,1,0.5580921827899347
2024-09-27 04:00:00,1,0.5615209631130562
2024-09-27 05:15:00,1,0.5636547289784929
2024-09-27 05:45:00,1,0.5636547289784929
2024-09-27 06:00:00,1,0.5636547289784929
2024-09-27 06:30:00,1,0.567182260380128
2024-09-27 07:15:00,1,0.5650931697255666
2024-09-27 08:00:00,1,0.5645762739008363
2024-09-27 08:15:00,1,0.5645762739008363
2024-09-27 08:30:00,1,0.5658132490614858
2024-09-27 09:15:00,1,0.5641393234386644
2024-09-27 10:00:00,1,0.5624502407760568
2024-09-27 10:45:00,1,0.5615814663389671
2024-09-27 11:00:00,1,0.5615814663389671
2024-09-27 11:45:00,1,0.5615814663389671
2024-09-27 12:30:00,1,0.5614886865737699
2024-09-27 13:00:00,1,0.5629865025010219
2024-09-27 13:30:00,1,0.5619738234795097
