fold_id,seed,group,gain,split
0,42,location,36.912136,18.0
0,42,regime,124.77892,69.0
1,42,location,0.07710095,3.0
1,42,regime,14.233602,6.0
2,42,location,92.29654,282.0
2,42,regime,216.742,897.0
