feature_name,group,regime_family,interaction_group
loc_dist_ema50_atr_ts_bot80,location,,location
reg_atr_compression_ratio_ts_band20_80,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_ema50_atr_ts_band20_80,location,,location
reg_atr_compression_ratio_ts_band25_75,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_ema50_atr_ts_band25_75,location,,location
reg_atr_compression_ratio_ts_band30_70,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_ema50_atr_ts_band30_70,location,,location
reg_atr_percentile_ts_top20,regime,compression,regime:compression
loc_dist_ema200_atr_ts_top20,location,,location
reg_atr_percentile_ts_top30,regime,compression,regime:compression
loc_dist_ema200_atr_ts_top30,location,,location
reg_atr_percentile_ts_bot30,regime,compression,regime:compression
loc_dist_ema200_atr_ts_bot30,location,,location
reg_atr_percentile_ts_top40,regime,compression,regime:compression
loc_dist_ema200_atr_ts_top40,location,,location
reg_atr_percentile_ts_bot40,regime,compression,regime:compression
loc_dist_ema200_atr_ts_bot40,location,,location
reg_atr_percentile_ts_top50,regime,compression,regime:compression
loc_dist_ema200_atr_ts_top50,location,,location
reg_atr_percentile_ts_bot50,regime,compression,regime:compression
loc_dist_ema200_atr_ts_bot50,location,,location
reg_atr_percentile_ts_top60,regime,compression,regime:compression
loc_dist_ema200_atr_ts_top60,location,,location
reg_atr_percentile_ts_bot60,regime,compression,regime:compression
loc_dist_ema200_atr_ts_bot60,location,,location
reg_atr_percentile_ts_top70,regime,compression,regime:compression
loc_dist_ema200_atr_ts_top70,location,,location
reg_atr_percentile_ts_bot70,regime,compression,regime:compression
loc_dist_ema200_atr_ts_bot70,location,,location
reg_atr_percentile_ts_bot80,regime,compression,regime:compression
loc_dist_ema200_atr_ts_bot80,location,,location
reg_atr_percentile_ts_band20_80,regime,compression,regime:compression
loc_dist_ema200_atr_ts_band20_80,location,,location
reg_atr_percentile_ts_band25_75,regime,compression,regime:compression
loc_dist_ema200_atr_ts_band25_75,location,,location
reg_atr_percentile_ts_band30_70,regime,compression,regime:compression
loc_dist_ema200_atr_ts_band30_70,location,,location
reg_bars_in_high_vol_state_log_norm_ts_top20,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_top20,location,,location
reg_bars_in_high_vol_state_log_norm_ts_top30,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_top30,location,,location
reg_bars_in_high_vol_state_log_norm_ts_bot30,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_bot30,location,,location
reg_bars_in_high_vol_state_log_norm_ts_top40,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_top40,location,,location
reg_bars_in_high_vol_state_log_norm_ts_bot40,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_bot40,location,,location
reg_bars_in_high_vol_state_log_norm_ts_top50,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_top50,location,,location
reg_bars_in_high_vol_state_log_norm_ts_bot50,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_bot50,location,,location
reg_bars_in_high_vol_state_log_norm_ts_top60,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_top60,location,,location
reg_bars_in_high_vol_state_log_norm_ts_bot60,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_bot60,location,,location
reg_bars_in_high_vol_state_log_norm_ts_top70,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_top70,location,,location
reg_bars_in_high_vol_state_log_norm_ts_bot70,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_bot70,location,,location
reg_bars_in_high_vol_state_log_norm_ts_bot80,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_bot80,location,,location
reg_bars_in_high_vol_state_log_norm_ts_band20_80,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_band20_80,location,,location
reg_bars_in_high_vol_state_log_norm_ts_band25_75,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_band25_75,location,,location
reg_bars_in_high_vol_state_log_norm_ts_band30_70,regime,volatility,regime:volatility
loc_dist_vwap_atr_ts_band30_70,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_top20,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_top20,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_top30,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_top30,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_bot30,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_bot30,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_top40,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_top40,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_bot40,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_bot40,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_top50,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_top50,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_bot50,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_bot50,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_top60,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_top60,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_bot60,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_bot60,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_top70,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_top70,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_bot70,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_bot70,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_bot80,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_bot80,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_band20_80,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_band20_80,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_band25_75,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_band25_75,location,,location
reg_bars_outside_ema20_atr_band_log_norm_ts_band30_70,regime,volatility,regime:volatility
loc_dist_weekly_vwap_ts_band30_70,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_top20,regime,trend,regime:trend
loc_dist_prior_day_high_ts_top20,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_top30,regime,trend,regime:trend
loc_dist_prior_day_high_ts_top30,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_bot30,regime,trend,regime:trend
loc_dist_prior_day_high_ts_bot30,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_top40,regime,trend,regime:trend
loc_dist_prior_day_high_ts_top40,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_bot40,regime,trend,regime:trend
loc_dist_prior_day_high_ts_bot40,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_top50,regime,trend,regime:trend
loc_dist_prior_day_high_ts_top50,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_bot50,regime,trend,regime:trend
loc_dist_prior_day_high_ts_bot50,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_top60,regime,trend,regime:trend
loc_dist_prior_day_high_ts_top60,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_bot60,regime,trend,regime:trend
loc_dist_prior_day_high_ts_bot60,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_top70,regime,trend,regime:trend
loc_dist_prior_day_high_ts_top70,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_bot70,regime,trend,regime:trend
loc_dist_prior_day_high_ts_bot70,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_bot80,regime,trend,regime:trend
loc_dist_prior_day_high_ts_bot80,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_band20_80,regime,trend,regime:trend
loc_dist_prior_day_high_ts_band20_80,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_band25_75,regime,trend,regime:trend
loc_dist_prior_day_high_ts_band25_75,location,,location
reg_bars_since_ema20_ema50_cross_log_norm_ts_band30_70,regime,trend,regime:trend
loc_dist_prior_day_high_ts_band30_70,location,,location
reg_bollinger_band_width_ts_top20,regime,compression,regime:compression
loc_dist_prior_day_low_ts_top20,location,,location
reg_bollinger_band_width_ts_top30,regime,compression,regime:compression
loc_dist_prior_day_low_ts_top30,location,,location
reg_bollinger_band_width_ts_bot30,regime,compression,regime:compression
loc_dist_prior_day_low_ts_bot30,location,,location
reg_bollinger_band_width_ts_top40,regime,compression,regime:compression
loc_dist_prior_day_low_ts_top40,location,,location
reg_bollinger_band_width_ts_bot40,regime,compression,regime:compression
loc_dist_prior_day_low_ts_bot40,location,,location
reg_bollinger_band_width_ts_top50,regime,compression,regime:compression
loc_dist_prior_day_low_ts_top50,location,,location
reg_bollinger_band_width_ts_bot50,regime,compression,regime:compression
loc_dist_prior_day_low_ts_bot50,location,,location
reg_bollinger_band_width_ts_top60,regime,compression,regime:compression
loc_dist_prior_day_low_ts_top60,location,,location
reg_bollinger_band_width_ts_bot60,regime,compression,regime:compression
loc_dist_prior_day_low_ts_bot60,location,,location
reg_bollinger_band_width_ts_top70,regime,compression,regime:compression
loc_dist_prior_day_low_ts_top70,location,,location
reg_bollinger_band_width_ts_bot70,regime,compression,regime:compression
loc_dist_prior_day_low_ts_bot70,location,,location
reg_bollinger_band_width_ts_bot80,regime,compression,regime:compression
loc_dist_prior_day_low_ts_bot80,location,,location
reg_bollinger_band_width_ts_band20_80,regime,compression,regime:compression
loc_dist_prior_day_low_ts_band20_80,location,,location
reg_bollinger_band_width_ts_band25_75,regime,compression,regime:compression
loc_dist_prior_day_low_ts_band25_75,location,,location
reg_bollinger_band_width_ts_band30_70,regime,compression,regime:compression
loc_dist_prior_day_low_ts_band30_70,location,,location
reg_choppiness_index_20_ts_top20,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_top20,location,,location
reg_choppiness_index_20_ts_top30,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_top30,location,,location
reg_choppiness_index_20_ts_bot30,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_bot30,location,,location
reg_choppiness_index_20_ts_top40,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_top40,location,,location
reg_choppiness_index_20_ts_bot40,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_bot40,location,,location
reg_choppiness_index_20_ts_top50,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_top50,location,,location
reg_choppiness_index_20_ts_bot50,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_bot50,location,,location
reg_choppiness_index_20_ts_top60,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_top60,location,,location
reg_choppiness_index_20_ts_bot60,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_bot60,location,,location
reg_choppiness_index_20_ts_top70,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_top70,location,,location
reg_choppiness_index_20_ts_bot70,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_bot70,location,,location
reg_choppiness_index_20_ts_bot80,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_bot80,location,,location
reg_choppiness_index_20_ts_band20_80,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_band20_80,location,,location
reg_choppiness_index_20_ts_band25_75,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_band25_75,location,,location
reg_choppiness_index_20_ts_band30_70,regime,path_structure,regime:path_structure
loc_dist_rolling_7d_high_ts_band30_70,location,,location
reg_compression_ratio_ts_top20,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_top20,location,,location
reg_compression_ratio_ts_top30,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_top30,location,,location
reg_compression_ratio_ts_bot30,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_bot30,location,,location
reg_compression_ratio_ts_top40,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_top40,location,,location
reg_compression_ratio_ts_bot40,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_bot40,location,,location
reg_compression_ratio_ts_top50,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_top50,location,,location
reg_compression_ratio_ts_bot50,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_bot50,location,,location
reg_compression_ratio_ts_top60,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_top60,location,,location
reg_compression_ratio_ts_bot60,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_bot60,location,,location
reg_compression_ratio_ts_top70,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_top70,location,,location
reg_compression_ratio_ts_bot70,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_bot70,location,,location
reg_compression_ratio_ts_bot80,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_bot80,location,,location
reg_compression_ratio_ts_band20_80,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_band20_80,location,,location
reg_compression_ratio_ts_band25_75,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_band25_75,location,,location
reg_compression_ratio_ts_band30_70,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_local_swing_ts_band30_70,location,,location
reg_compression_score_ts_top20,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_top20,location,,location
reg_compression_score_ts_top30,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_top30,location,,location
reg_compression_score_ts_bot30,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_bot30,location,,location
reg_compression_score_ts_top40,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_top40,location,,location
reg_compression_score_ts_bot40,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_bot40,location,,location
reg_compression_score_ts_top50,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_top50,location,,location
reg_compression_score_ts_bot50,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_bot50,location,,location
reg_compression_score_ts_top60,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_top60,location,,location
reg_compression_score_ts_bot60,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_bot60,location,,location
reg_compression_score_ts_top70,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_top70,location,,location
reg_compression_score_ts_bot70,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_bot70,location,,location
reg_compression_score_ts_bot80,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_bot80,location,,location
reg_compression_score_ts_band20_80,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_band20_80,location,,location
reg_compression_score_ts_band25_75,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_band25_75,location,,location
reg_compression_score_ts_band30_70,regime,volatility_term_structure,regime:volatility_term_structure
loc_dist_range_mid_atr_ts_band30_70,location,,location
reg_direction_entropy_20_ts_top20,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_top20,location,,location
reg_direction_entropy_20_ts_top30,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_top30,location,,location
reg_direction_entropy_20_ts_bot30,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_bot30,location,,location
reg_direction_entropy_20_ts_top40,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_top40,location,,location
reg_direction_entropy_20_ts_bot40,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_bot40,location,,location
reg_direction_entropy_20_ts_top50,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_top50,location,,location
reg_direction_entropy_20_ts_bot50,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_bot50,location,,location
reg_direction_entropy_20_ts_top60,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_top60,location,,location
reg_direction_entropy_20_ts_bot60,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_bot60,location,,location
reg_direction_entropy_20_ts_top70,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_top70,location,,location
reg_direction_entropy_20_ts_bot70,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_bot70,location,,location
reg_direction_entropy_20_ts_bot80,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_bot80,location,,location
reg_direction_entropy_20_ts_band20_80,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_band20_80,location,,location
reg_direction_entropy_20_ts_band25_75,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_band25_75,location,,location
reg_direction_entropy_20_ts_band30_70,regime,path_structure,regime:path_structure
loc_dist_ma100_atr_ts_band30_70,location,,location
reg_efficiency_ratio_20_ts_top20,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_top20,location,,location
reg_efficiency_ratio_20_ts_top30,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_top30,location,,location
reg_efficiency_ratio_20_ts_bot30,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_bot30,location,,location
reg_efficiency_ratio_20_ts_top40,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_top40,location,,location
reg_efficiency_ratio_20_ts_bot40,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_bot40,location,,location
reg_efficiency_ratio_20_ts_top50,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_top50,location,,location
reg_efficiency_ratio_20_ts_bot50,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_bot50,location,,location
reg_efficiency_ratio_20_ts_top60,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_top60,location,,location
reg_efficiency_ratio_20_ts_bot60,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_bot60,location,,location
reg_efficiency_ratio_20_ts_top70,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_top70,location,,location
reg_efficiency_ratio_20_ts_bot70,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_bot70,location,,location
reg_efficiency_ratio_20_ts_bot80,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_bot80,location,,location
reg_efficiency_ratio_20_ts_band20_80,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_band20_80,location,,location
reg_efficiency_ratio_20_ts_band25_75,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_band25_75,location,,location
reg_efficiency_ratio_20_ts_band30_70,regime,path_structure,regime:path_structure
loc_distance_to_ema_ts_band30_70,location,,location
reg_ema20_slope_5h_ts_top20,regime,trend,regime:trend
loc_pullback_depth_ts_top20,location,,location
reg_ema20_slope_5h_ts_top30,regime,trend,regime:trend
loc_pullback_depth_ts_top30,location,,location
reg_ema20_slope_5h_ts_bot30,regime,trend,regime:trend
loc_pullback_depth_ts_bot30,location,,location
reg_ema20_slope_5h_ts_top40,regime,trend,regime:trend
loc_pullback_depth_ts_top40,location,,location
reg_ema20_slope_5h_ts_bot40,regime,trend,regime:trend
loc_pullback_depth_ts_bot40,location,,location
reg_ema20_slope_5h_ts_top50,regime,trend,regime:trend
loc_pullback_depth_ts_top50,location,,location
reg_ema20_slope_5h_ts_bot50,regime,trend,regime:trend
loc_pullback_depth_ts_bot50,location,,location
reg_ema20_slope_5h_ts_top60,regime,trend,regime:trend
loc_pullback_depth_ts_top60,location,,location
reg_ema20_slope_5h_ts_bot60,regime,trend,regime:trend
loc_pullback_depth_ts_bot60,location,,location
reg_ema20_slope_5h_ts_top70,regime,trend,regime:trend
loc_pullback_depth_ts_top70,location,,location
reg_ema20_slope_5h_ts_bot70,regime,trend,regime:trend
loc_pullback_depth_ts_bot70,location,,location
reg_ema20_slope_5h_ts_bot80,regime,trend,regime:trend
loc_pullback_depth_ts_bot80,location,,location
reg_ema20_slope_5h_ts_band20_80,regime,trend,regime:trend
loc_pullback_depth_ts_band20_80,location,,location
reg_ema20_slope_5h_ts_band25_75,regime,trend,regime:trend
loc_pullback_depth_ts_band25_75,location,,location
reg_ema20_slope_5h_ts_band30_70,regime,trend,regime:trend
loc_pullback_depth_ts_band30_70,location,,location
reg_ema50_ema200_spread_atr_ts_top20,regime,trend,regime:trend
loc_zscore_price_50_ts_top20,location,,location
reg_ema50_ema200_spread_atr_ts_top30,regime,trend,regime:trend
loc_zscore_price_50_ts_top30,location,,location
reg_ema50_ema200_spread_atr_ts_bot30,regime,trend,regime:trend
loc_zscore_price_50_ts_bot30,location,,location
reg_ema50_ema200_spread_atr_ts_top40,regime,trend,regime:trend
loc_zscore_price_50_ts_top40,location,,location
reg_ema50_ema200_spread_atr_ts_bot40,regime,trend,regime:trend
loc_zscore_price_50_ts_bot40,location,,location
reg_ema50_ema200_spread_atr_ts_top50,regime,trend,regime:trend
loc_zscore_price_50_ts_top50,location,,location
reg_ema50_ema200_spread_atr_ts_bot50,regime,trend,regime:trend
loc_zscore_price_50_ts_bot50,location,,location
reg_ema50_ema200_spread_atr_ts_top60,regime,trend,regime:trend
loc_zscore_price_50_ts_top60,location,,location
reg_ema50_ema200_spread_atr_ts_bot60,regime,trend,regime:trend
loc_zscore_price_50_ts_bot60,location,,location
reg_ema50_ema200_spread_atr_ts_top70,regime,trend,regime:trend
loc_zscore_price_50_ts_top70,location,,location
reg_ema50_ema200_spread_atr_ts_bot70,regime,trend,regime:trend
loc_zscore_price_50_ts_bot70,location,,location
reg_ema50_ema200_spread_atr_ts_bot80,regime,trend,regime:trend
loc_zscore_price_50_ts_bot80,location,,location
reg_ema50_ema200_spread_atr_ts_band20_80,regime,trend,regime:trend
loc_zscore_price_50_ts_band20_80,location,,location
reg_ema50_ema200_spread_atr_ts_band25_75,regime,trend,regime:trend
loc_zscore_price_50_ts_band25_75,location,,location
reg_ema50_ema200_spread_atr_ts_band30_70,regime,trend,regime:trend
loc_zscore_price_50_ts_band30_70,location,,location
reg_ema50_slope_ts_top20,regime,trend,regime:trend
loc_zscore_price_200_ts_top20,location,,location
reg_ema50_slope_ts_top30,regime,trend,regime:trend
loc_zscore_price_200_ts_top30,location,,location
reg_ema50_slope_ts_bot30,regime,trend,regime:trend
loc_zscore_price_200_ts_bot30,location,,location
reg_ema50_slope_ts_top40,regime,trend,regime:trend
loc_zscore_price_200_ts_top40,location,,location
reg_ema50_slope_ts_bot40,regime,trend,regime:trend
loc_zscore_price_200_ts_bot40,location,,location
reg_ema50_slope_ts_top50,regime,trend,regime:trend
loc_zscore_price_200_ts_top50,location,,location
reg_ema50_slope_ts_bot50,regime,trend,regime:trend
loc_zscore_price_200_ts_bot50,location,,location
reg_ema50_slope_ts_top60,regime,trend,regime:trend
loc_zscore_price_200_ts_top60,location,,location
reg_ema50_slope_ts_bot60,regime,trend,regime:trend
loc_zscore_price_200_ts_bot60,location,,location
reg_ema50_slope_ts_top70,regime,trend,regime:trend
loc_zscore_price_200_ts_top70,location,,location
reg_ema50_slope_ts_bot70,regime,trend,regime:trend
loc_zscore_price_200_ts_bot70,location,,location
reg_ema50_slope_ts_bot80,regime,trend,regime:trend
loc_zscore_price_200_ts_bot80,location,,location
reg_ema50_slope_ts_band20_80,regime,trend,regime:trend
loc_zscore_price_200_ts_band20_80,location,,location
reg_ema50_slope_ts_band25_75,regime,trend,regime:trend
loc_zscore_price_200_ts_band25_75,location,,location
reg_ema50_slope_ts_band30_70,regime,trend,regime:trend
loc_zscore_price_200_ts_band30_70,location,,location
reg_ema_slope_norm_ts_top20,regime,trend,regime:trend
loc_loc_ema_stack_pos_24_ts_top20,location,,location
reg_ema_slope_norm_ts_top30,regime,trend,regime:trend
loc_loc_ema_stack_pos_24_ts_top30,location,,location
reg_ema_slope_norm_ts_bot30,regime,trend,regime:trend
loc_loc_ema_stack_pos_24_ts_bot30,location,,location
reg_ema_slope_norm_ts_top40,regime,trend,regime:trend
loc_loc_ema_stack_pos_24_ts_top40,location,,location
reg_ema_slope_norm_ts_bot40,regime,trend,regime:trend
loc_loc_ema_stack_pos_24_ts_bot40,location,,location
