,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
rng_z,0.015831852,0.0027826654,0.09007463,40.666668,4.4221663,373.97458,87.98611,12.79597,604.9995,0.026239239,0.003874073,0.17771931,0.04889022,0.009080078,0.2632415,11.0,0.055239465,0.5269859,0.11154987,0.78125,0.0,0.79350406,18.5,1.1666666,0.29634014,11.0
kf_atr_mean,0.026819844,0.008350963,0.086134255,62.333332,13.211947,294.08566,152.86966,46.559933,501.91516,0.04527854,0.013628654,0.15042911,0.08757836,0.029442362,0.26050797,12.0,0.0,0.6087125,0.20605117,0.59375,0.0,0.50697297,13.0,2.1666667,0.28711432,12.0
vol_regime_switch_12h,0.018554011,0.00598533,0.057515852,41.333332,10.6092205,161.03394,100.01391,22.596857,442.66254,0.029614246,0.0066541075,0.13179883,0.056487903,0.014465928,0.22057922,13.0,0.06787464,0.6733146,0.13496156,0.71875,0.0,0.27138427,16.5,1.5,0.26748556,13.0
kf_innov_var,0.0040513542,0.0016306669,0.010065497,9.0,3.4641016,23.382687,20.700947,7.869908,54.45162,0.0062875715,0.0023508496,0.016816711,0.008450983,0.0060544657,0.009830088,24.0,0.0,0.74813306,0.010232679,0.84375,0.0,0.91993177,23.5,0.8333333,0.26256207,14.0
time_since_trough_12h,0.0028615654,0.003202192,0.0021309769,7.5,7.0415435,6.6569214,13.027236,14.896883,9.493534,0.0040688314,0.004814113,0.0028657732,0.0038692206,0.0057954816,0.0012915983,25.0,0.0,0.74813306,0.0,0.84375,0.0,1.0,24.5,0.8333333,0.2609375,15.0
impact_z,0.006791169,0.0031036374,0.014859974,13.0,5.3229065,31.74957,35.678764,17.713205,71.86583,0.01082747,0.005377901,0.02179923,0.01746241,0.012317357,0.020630494,22.0,0.0,0.74813306,0.033796225,0.8125,0.0,0.7206046,22.5,1.0,0.25774315,16.0
vol_low,0.0054077264,0.0022062585,0.013254795,13.833333,6.5680203,29.13528,29.6148,11.999455,73.089676,0.008763016,0.0035455276,0.021658398,0.013515869,0.008059663,0.0226658,23.0,0.0,0.74813306,0.021898044,0.8125,0.0,0.7715534,22.5,1.0,0.2537466,17.0
rvol_hod_base,0.026003987,0.0129993865,0.052018404,52.666668,23.242682,119.339836,142.8389,75.39338,270.61993,0.044581063,0.02464865,0.08063205,0.080572665,0.042515587,0.15269586,15.0,0.04878615,0.65784585,0.19903445,0.40625,0.0,0.41135588,15.5,3.1666667,0.23159924,18.0
base_prob_x_entropy,0.044519834,0.02812961,0.07046012,70.333336,32.159325,153.82094,220.28793,133.1208,364.53186,0.07211067,0.04749197,0.10949111,0.12581727,0.07158922,0.22112247,14.0,0.0,0.6577051,0.35827845,0.0,0.16666667,0.115340546,11.0,5.3333335,0.22782019,19.0
regime_stability_24h,0.024414409,0.01483588,0.040177144,48.0,22.21111,103.73188,131.76299,83.04251,209.06741,0.04029168,0.025740225,0.06306935,0.077295855,0.060477477,0.098791316,19.0,0.18091553,0.78701127,0.18536343,0.34375,0.0,0.6488645,15.5,3.5,0.22033061,20.0
liq_score,0.025372462,0.018357608,0.035067853,51.0,21.110819,123.20697,125.426704,67.85228,231.8545,0.038237523,0.022388719,0.06530557,0.07319647,0.046647627,0.11485522,17.0,0.048200063,0.62843525,0.19360308,0.25,0.16666667,0.33693573,14.5,4.0,0.2108285,21.0
vol_high,0.021797499,0.009350028,0.050815996,57.5,26.849892,123.1383,120.27499,55.88627,258.84842,0.03628681,0.01700002,0.07745477,0.06876216,0.033278637,0.14208017,16.0,0.0,0.74813306,0.1628569,0.375,0.0,0.44178185,14.0,3.3333333,0.20541039,22.0
vol_scale,0.018364554,0.010891101,0.030966276,43.166668,17.140757,108.70938,92.63621,37.63122,228.04117,0.027877817,0.012024018,0.064635016,0.05300319,0.025971472,0.10817015,20.0,0.0,0.5120514,0.13333216,0.34375,0.0,0.5653363,18.5,3.5,0.18753701,23.0
t_trail_proxy,0.02135187,0.01254924,0.036329083,45.166668,26.219692,77.805176,113.5577,68.97403,186.95953,0.034115978,0.020970948,0.055500593,0.06353107,0.037961576,0.088602684,21.0,0.0,0.74813306,0.15902431,0.28125,0.0,0.5097469,16.0,3.8333333,0.18326323,24.0
kf_vol_ratio_mean,0.02463976,0.014763204,0.04112371,53.0,26.564386,105.74307,128.52362,79.37589,208.1025,0.03975327,0.02499934,0.06321456,0.07672585,0.058607176,0.10044599,18.0,0.0,0.74813306,0.18730153,0.15625,0.0,0.25424534,16.0,4.5,0.15479061,25.0
