regime_families_combo,count
trend|volatility,6967
volatility,1526
trend|volatility|volatility_term_structure,505
volatility|volatility_term_structure,156
trend,108
trend|volatility_term_structure,24
compression|trend|volatility,23
compression|volatility,15
,11
volatility_term_structure,4
