asset,d,n_rows,warmup_bars,K_d,ic_overall_mean,ic_overall_std,ic_event_mean,ic_event_std,ic_nonevent_mean,ic_nonevent_std,ic_ir_event,n_folds_used
1000CAT/USDC,0.4,8670,1457,1458,0.03490742875594746,0.0551112356307616,0.018816589135905972,0.06485072745502345,0.037452753387190396,0.05170647995885743,0.2901523172396749,4
1000CAT/USDC,0.5,8670,1457,927,0.03237000843747689,0.04954283929539501,0.013542236406180581,0.06040801579663143,0.036581607612754384,0.04574017905751331,0.22417945703749284,4
1000CAT/USDC,0.6,8670,1457,590,0.02887291825981949,0.04383426926118853,0.007616025387198477,0.05609794415248093,0.03539345856051822,0.03971889568722442,0.13576300105997124,4
1000CAT/USDC,0.7,8670,1457,372,0.02686643190184152,0.03852861466846135,0.0035521477765936282,0.05227170803946511,0.035326035385668246,0.034283452072834134,0.0679554550992729,4
1000CAT/USDT,0.4,8717,1457,1458,0.03429716486198832,0.05183310575552233,0.043960922939869876,0.08940497355752076,0.031852446566951964,0.04618464395092342,0.49170555841483515,4
1000CAT/USDT,0.5,8717,1457,927,0.029052569384477298,0.0469169048871752,0.04390012165978127,0.0910347885311448,0.02515262049522566,0.04115607619212069,0.48223455984112723,4
1000CAT/USDT,0.6,8717,1457,590,0.023017289604766795,0.04205283452433485,0.03869041046160189,0.09088009001146272,0.0192792734068004,0.036208607824068206,0.4257303225711104,4
1000CAT/USDT,0.7,8717,1457,372,0.01838544843162301,0.03653784764624052,0.03553784404541481,0.08756233872279344,0.015151401317702734,0.031096998976036766,0.40585763420576937,4
1000CHEEMS/USDT,0.4,7420,1457,1458,-0.005654514898601518,0.03516431189209976,-0.01727794994276183,0.05071324139615341,9.750922691023622e-06,0.03806448535416873,-0.3406989797219584,4
1000CHEEMS/USDT,0.5,7420,1457,927,-0.00640137271968272,0.031909069254707406,-0.01884181702165174,0.0502188187800098,-0.00023655319785259414,0.03497095003171788,-0.3751943415673809,4
1000CHEEMS/USDT,0.6,7420,1457,590,-0.005950225407111875,0.03073987802593935,-0.01810217120960365,0.05178033745229351,-0.0008528101370046011,0.03383887087848792,-0.3495954594093977,4
1000CHEEMS/USDT,0.7,7420,1457,372,-0.006511491165764468,0.02909272534225898,-0.017364257198520576,0.052448935509634524,-0.002426871336372413,0.03195431414591067,-0.33106976716927095,4
1000SATS/USDT,0.4,16048,1457,1458,-0.006218898475502061,0.04327257854044984,0.00530977041332299,0.07405953499015083,-0.009971024910533095,0.03788798073216843,0.07169597192762774,4
1000SATS/USDT,0.5,16048,1457,927,-0.004565195329181437,0.03835452370658879,0.010287019930307917,0.07168295398305517,-0.009219822392343105,0.03249012263989707,0.14350719683277038,4
1000SATS/USDT,0.6,16048,1457,590,-0.002750250545491279,0.035425407096501854,0.013869264641996226,0.07151198675298857,-0.007853787648620283,0.02916795112979581,0.19394321256881317,4
1000SATS/USDT,0.7,16048,1457,372,-0.0017371284161842278,0.03388808531730974,0.015021743295649311,0.07230327502601427,-0.005792858259976127,0.028001419084771762,0.20776020287441166,4
1INCH/USDT,0.4,16048,1457,1458,-0.0048835425301310305,0.004963833915173631,-0.019040144424796568,0.018721628536695054,0.0024750356029928132,0.010241145994092855,-1.0170132032298371,4
1INCH/USDT,0.5,16048,1457,927,-0.004082806588993783,0.0033269038857983405,-0.015607048150693033,0.01709213269262061,3.7114508876455714e-05,0.011909512920728175,-0.9131129226675339,4
1INCH/USDT,0.6,16048,1457,590,-0.002041578953650385,0.004563761601619275,-0.01063053291239102,0.01695472968709491,-0.001588966100645837,0.012046022224611727,-0.6269950911389262,4
1INCH/USDT,0.7,16048,1457,372,-0.00047057877777791253,0.008191593989759825,-0.005187340474173413,0.01953264926856193,-0.0034769629257226536,0.011808393066995502,-0.2655727923681974,4
1MBABYDOGE/USDT,0.4,10924,1457,1458,-0.032071029385883576,0.01835546379170245,-0.01754913670041103,0.019196072042133423,-0.03654183122854856,0.025196099771896425,-0.9142045178663608,4
1MBABYDOGE/USDT,0.5,10924,1457,927,-0.02740978001728209,0.01854903967418851,-0.008200897154453043,0.01953034345695812,-0.03422424341620534,0.022303967416258896,-0.4199054027196787,4
1MBABYDOGE/USDT,0.6,10924,1457,590,-0.024233803937201284,0.019204925236902416,-0.00279716481352969,0.022258881071123674,-0.03224019333095342,0.020926012453037962,-0.12566510773505724,4
1MBABYDOGE/USDT,0.7,10924,1457,372,-0.022634284175705066,0.020457430774472506,0.0007477632004208694,0.026493385551025633,-0.03060404611823467,0.021106632222829283,0.028224523089213048,4
A/USDT,0.4,4830,1457,1458,-0.04666256502693757,0.08554046571987571,-0.10870539676340232,0.060342701364892865,-0.020159039818242304,0.097524389011962,-1.8014671617797262,4
A/USDT,0.5,4830,1457,927,-0.05204364788251104,0.06484526611891374,-0.12247994998991803,0.049746995871974536,-0.022447297544257522,0.07570560365927453,-2.46205716307105,4
A/USDT,0.6,4830,1457,590,-0.05452115404664851,0.04419123484444145,-0.11827643903599108,0.05997507420231591,-0.033782775406450354,0.05228850176784049,-1.972093217674263,4
A/USDT,0.7,4830,1457,372,-0.04601730545236677,0.0314320233332598,-0.10249301194924068,0.07953860724917163,-0.03571728963422436,0.05246301779473448,-1.2885944851858546,4
A2Z/USDT,0.4,3318,1457,1458,0.0003784849200999989,0.03073524363471664,0.017349271598625732,0.145077042752711,-0.004361857865473296,0.07904003298379779,0.11958660825897573,4
A2Z/USDT,0.5,3318,1457,927,0.007018092992406334,0.032837332685612335,0.004641307155834197,0.14548021102789777,0.010327230736872367,0.07945564310104022,0.03190335710360502,4
A2Z/USDT,0.6,3318,1457,590,0.00982691116288657,0.03288735376721872,-0.008646161873584413,0.1357587883437686,0.021243788222154576,0.07795645443418094,-0.06368767661658054,4
A2Z/USDT,0.7,3318,1457,372,0.014013009704758292,0.023016564002869083,-0.006778837967808045,0.14474935376396345,0.02797421502557508,0.06646925719748882,-0.04683155913794576,4
AAVE/USDC,0.4,11215,1457,1458,-0.02723539748535667,0.020413469650305185,-0.056103206855751445,0.023061705498499806,-0.024106384219387884,0.02766196472623036,-2.4327430782019985,4
AAVE/USDC,0.5,11215,1457,927,-0.02377000096126554,0.020275681287664812,-0.056531261901890534,0.02580066101697133,-0.019473464099924596,0.025475033457084007,-2.1910779601199777,4
AAVE/USDC,0.6,11215,1457,590,-0.02096442553529547,0.018498248836475207,-0.057021249551508384,0.024845707896592406,-0.013958090983309902,0.020521242909703287,-2.2950139917049763,4
AAVE/USDC,0.7,11215,1457,372,-0.015035363314835428,0.011989520592381566,-0.05624302638067832,0.020782327036272592,-0.005485723353437303,0.0133190776422788,-2.706290954628092,4
AAVE/USDT,0.4,16049,1457,1458,0.0030827636298380113,0.023845282076399098,-0.01920567043656722,0.03492441096916683,0.017278860658623735,0.028767043636047273,-0.5499210825231082,4
AAVE/USDT,0.5,16049,1457,927,9.13044529577238e-05,0.020965289194151263,-0.018716263044612696,0.03652905069252267,0.012499149922550532,0.020400581244259416,-0.5123665186316301,4
AAVE/USDT,0.6,16049,1457,590,-0.0017546337238317127,0.021163662739075967,-0.017674946108730792,0.04067038464834884,0.00894504232843572,0.014744117638313592,-0.4345900789226564,4
AAVE/USDT,0.7,16049,1457,372,-0.0022003251194965693,0.022997245966841745,-0.01605135904537255,0.04490823162482953,0.007048437933800294,0.011969595261835603,-0.35742575708708335,4
ACE/USDT,0.4,16048,1457,1458,0.0039011574030836174,0.03365622315910938,0.02768979835154426,0.04863260856612368,-0.006325521869066011,0.030253083598426624,0.569366904194101,4
ACE/USDT,0.5,16048,1457,927,-0.0007875444654151451,0.029920497677026252,0.019646585400906098,0.04351075281489394,-0.008327542747513381,0.029613345600567727,0.45153401580877645,4
ACE/USDT,0.6,16048,1457,590,-0.005956945621942393,0.028074304399361483,0.00802269352495991,0.037905057322371136,-0.011028808400322266,0.029202652184106177,0.2116523197703407,4
ACE/USDT,0.7,16048,1457,372,0.0011360991505211353,0.015837933388483577,-0.01719084758189869,0.04509780214992005,0.00825446706508079,0.011594875549242892,-0.3811903547662979,4
ACH/USDC,0.4,5632,1457,1458,0.04790423026679344,0.04195166544672112,0.02498162577981058,0.08402321264042,0.054063304665830016,0.020536781246142395,0.29731814218294766,4
ACH/USDC,0.5,5632,1457,927,0.026703093681431603,0.02076310905018766,-0.018251223136893285,0.0572134772180104,0.0406379976443782,0.010441966770842751,-0.3190021600740213,4
ACH/USDC,0.6,5632,1457,590,0.0042375226298884665,0.03483290566586714,-0.04844366460584176,0.08630865663436826,0.024017305601567788,0.015492740383646312,-0.5612839538191521,4
ACH/USDC,0.7,5632,1457,372,-0.004752286250465056,0.04149095031619432,-0.058765599098259444,0.09741197890782827,0.015030768140086382,0.02020236601489386,-0.6032687063117264,4
ACH/USDT,0.4,16048,1457,1458,0.022914295324830927,0.04857790603424786,0.04910768274303751,0.056910928069591686,0.01363927973439175,0.04565204378018115,0.8628866818003933,4
ACH/USDT,0.5,16048,1457,927,0.018052691726861213,0.03808052714496508,0.04120968691841721,0.040145374279599376,0.011658538406532073,0.03778300897773184,1.0265114382766447,4
ACH/USDT,0.6,16048,1457,590,0.01119406779967769,0.024881437403868768,0.02919347733067982,0.02562307440788516,0.008073868252211484,0.027690047330311968,1.139343223479564,4
ACH/USDT,0.7,16048,1457,372,-0.0025720996896024745,0.017769983808106314,-0.00014419721472472107,0.022509343624504533,-0.0037635063534795553,0.024382708491975436,-0.00640610453703492,4
ACM/USDT,0.4,16048,1457,1458,0.07667285055874572,0.058195993736365005,0.07744257821537115,0.07200441164367317,0.0826309742889148,0.05689688062076189,1.0755254486778432,4
ACM/USDT,0.5,16048,1457,927,0.06704932737996781,0.0621618027015332,0.06533350372311623,0.07473320128601185,0.07293194592807062,0.0641891137179806,0.8742232598715364,4
ACM/USDT,0.6,16048,1457,590,0.061218571029535596,0.06271851963004209,0.05883226688880423,0.07314815722549235,0.06696087069524465,0.06561779318006287,0.804289107422817,4
ACM/USDT,0.7,16048,1457,372,0.0575188157228353,0.05976504892517321,0.056610520154795056,0.0681812326798754,0.06195535540513117,0.0636006704060645,0.8302947468007521,4
ACT/USDC,0.4,9424,1457,1458,0.014527635577347996,0.008914657386877781,0.05599058666524801,0.05762774178940697,0.0029630906532296703,0.01665363720658787,0.9715908337735571,4
ACT/USDC,0.5,9424,1457,927,0.014196969581875288,0.007114459081203947,0.055818699752627564,0.05898027629350437,0.0034975063088018774,0.018928606672209577,0.9463960210776255,4
ACT/USDC,0.6,9424,1457,590,0.013451453644428565,0.008205354850775943,0.05596110931824544,0.06091823069352601,0.0033214990295071653,0.021313325070750816,0.9186266206770513,4
ACT/USDC,0.7,9424,1457,372,0.011683105714617933,0.009581228071531826,0.05336426608196247,0.06026683002148247,0.0031990231933657115,0.02310041402756262,0.8854666020674036,4
ACT/USDT,0.4,9580,1457,1458,0.00895832600035279,0.02279472588898759,0.04948719204887702,0.0627528076150097,0.0003757508200987053,0.022680244593470063,0.7886052137121443,4
ACT/USDT,0.5,9580,1457,927,0.008427727007204162,0.017586558185809453,0.05308659327629267,0.0640461997955534,7.493346094471307e-05,0.022281496242853187,0.8288796621325643,4
ACT/USDT,0.6,9580,1457,590,0.007166906269694245,0.01355511718219181,0.05315811706324942,0.06504527323364358,-0.0005868249570655168,0.02218812566552886,0.8172479505936847,4
ACT/USDT,0.7,9580,1457,372,0.005279637721496899,0.010431125472924574,0.052187039574112366,0.07076410355937435,-0.0014875292807097667,0.022135517845284235,0.7374789789126073,4
ACX/USDT,0.4,8977,1457,1458,0.006955226946130448,0.021478369790505186,0.007705265764724172,0.026688071300053972,0.003289739495978855,0.03235066363916312,0.2887157108274392,4
ACX/USDT,0.5,8977,1457,927,0.012837534498153013,0.02400644878836535,0.005872596278878126,0.04182764516766897,0.014803803040864358,0.02929838382855742,0.14039987465078535,4
ACX/USDT,0.6,8977,1457,590,0.018148594086054636,0.019924762953977302,0.003909440560484104,0.04646868000714052,0.024361880528887384,0.021456728092411042,0.0841306547927058,4
ACX/USDT,0.7,8977,1457,372,0.021753272920907896,0.014296948648815283,0.004635925698048594,0.04046237335449813,0.02890975580866484,0.01440841284596657,0.1145737434346392,4
ADA/USDC,0.4,16048,1457,1458,0.009375464400083645,0.01722779891449101,0.013902561629864175,0.02060683327035959,-0.0018454888137143708,0.025636006580785825,0.674657807573156,4
ADA/USDC,0.5,16048,1457,927,0.012715416549588755,0.02077463476687441,0.023064829651076618,0.032103996372117874,0.001848409976059841,0.023882149083471405,0.7184410521758976,4
ADA/USDC,0.6,16048,1457,590,0.014903741471031988,0.021858007442858964,0.027545199829335662,0.03805215575779202,0.003948194477418648,0.02196914624192764,0.7238801207685862,4
ADA/USDC,0.7,16048,1457,372,0.016997679180423705,0.020573948859805166,0.03083540663505664,0.040464899947997776,0.006376818659970516,0.01963785789411447,0.762028471901706,4
ADA/USDT,0.4,16048,1457,1458,0.010063507854183161,0.017535035561446723,0.01653434680244999,0.021798076342489005,5.5116653902882165e-05,0.02216242687937668,0.758523173519579,4
ADA/USDT,0.5,16048,1457,927,0.013287174270632985,0.02085621637562198,0.023928421822660806,0.03139447018308874,0.0026425880947181348,0.02111277008262703,0.7621858537802136,4
ADA/USDT,0.6,16048,1457,590,0.015439550461177225,0.021943615362615833,0.028707502255000128,0.03742573545737555,0.0047162639883156394,0.01919496660648154,0.7670524342973268,4
ADA/USDT,0.7,16048,1457,372,0.017662701117985558,0.020723562584869154,0.0325983199724265,0.03996296210627982,0.006912576229085986,0.017177459430980323,0.8157132864680889,4
ADX/USDT,0.4,16048,1457,1458,-0.02719616757722225,0.008194603744301343,-0.015564247155844108,0.05016511006656945,-0.019127439973771823,0.048786550216961294,-0.3102603946234714,4
ADX/USDT,0.5,16048,1457,927,-0.0286297366910222,0.013841043054634737,-0.01820142863792056,0.04928002597248103,-0.018556318058155524,0.049036102032136826,-0.36934696988060917,4
ADX/USDT,0.6,16048,1457,590,-0.027902840559865874,0.01631700196362427,-0.023111716158337303,0.047539147587235646,-0.013757771009975186,0.04728263197351013,-0.48616176025800434,4
ADX/USDT,0.7,16048,1457,372,-0.023770764232600196,0.012359869091247347,-0.023692894572891122,0.04873413720800686,-0.005511954781626704,0.04153141413063103,-0.48616627776950117,4
