canonical_key,trigger,location,regime,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,mean_ic,ic_tstat,ic_sign_consistency,decile_spread_sharpe,mask_ic_uplift,regression_beta,regression_slope_fit,learnability_step_c_score,trade_path_quality_score,quality_stability_score,path_smoothness_term,path_survivability_term,path_stability_term,path_realized_profit_consistency_term,path_trajectory_smoothness_term,full_quality_score,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,preset,preset,preset,preset,min_support_actual_pct,within_mask_ic,delta_within_mask_ic,entropy_reduction,support_objective_score,source_target,source_horizon,composite_score_step1,support_score,diversity_score,stage_b_score,stage_b_rejection_reason,top10_mean_ret,top10_net_ret,rule_type_class,production_classification,classification_diagnostics,rule_gain_score,rule_split_score,rule_model_importance_score,preset,preset,preset,preset,is_too_narrow,is_too_broad,comp_bonus,pruner_rank_score,within_leaf_mean_ic,within_leaf_positive_ic_fraction,within_leaf_mean_top_quantile_spread,within_leaf_mean_edge_uplift,within_leaf_hit_lift,within_leaf_valid_folds,within_leaf_future_edge_learnability_score,learnability_definition,leaf_reconstructability_score,stage_c_rejection_reason
(*)|(dist_local_swing>0.0075000376)|(rv_24h>0.64176947),*,dist_local_swing>0.0075000376,rv_24h>0.64176947,0.0028439147281460464,0.0028439147281460464,0.002943989166059152,0.027268845587968826,0.07628333333333333,0.007992409593552567,1.0,1.0,0.7065217391304348,1029,,,0.02704252056591984,0.010181705826419085,0.045755135931180885,0.06261595067068164,,0.75,0.16397572980608935,18.304768111012617,1.0,0.330016665160656,0.06289768971352111,1.204933688044548,0.5430715570962754,0.504538020567481,,,,,,,,0.5875387216357408,0.5875387216357408,8.701731656944444e-05,0.002756897411576602,4,1,1,2,2,stage_a_context,,short,2-way,True,,production,production,production,production,0.0686,0.16397572980608935,0.06289768971352111,0.08502253890037537,0.6205333333333332,primary_target,0,,0.4271866666666666,,0.4915815591956822,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0028439147281460464, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 1029, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.44154375810087204,production,production,production,production,False,False,0.15,0.44154375810087204,0.025114207917910355,1.0,0.0006785964286935249,0.0010494351599308954,0.023717914355884023,4,0.504538020567481,within_leaf_future_edge,0.6549434285014012,c_trade_path_quality_too_low|c_quality_stability_too_low
(*)|(dist_ma100_atr>0.0064689955&dist_rolling_7d_high>0.079940066)|(*),*,dist_ma100_atr>0.0064689955&dist_rolling_7d_high>0.079940066,*,0.002745646139374003,0.002745646139374003,0.0013151807061699953,0.031512362882494926,0.09269999999999999,0.009043168078106747,1.0,1.0,0.5493150684931507,1202,,,0.04870620482714416,0.0321266433648358,0.04484817212808827,0.06142773359039663,,1.0,0.12274951913827276,5.6520907175384325,1.0,0.3072593957185745,0.021671479045704496,0.7078475803136826,0.4892045514995069,0.6554434828082691,,,,,,,,0.561984293165827,0.561984293165827,8.588679650000001e-05,0.002659759342874003,4,1,1,2,2,stage_a_context,,short,2-way,False,b_sign_consistency_too_low,production,production,production,production,0.08013333333333333,0.12274951913827276,0.021671479045704496,0.06185317039489746,0.8831999999999998,primary_target,0,,0.5191199999999999,,0.5161430054315632,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002745646139374003, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 1202, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.49858629045065295,production,production,production,production,False,False,0.15,0.49858629045065295,0.042209541885892626,0.75,0.0019624193972064643,0.0019594458289096312,0.006368135948616294,4,0.6554434828082691,within_leaf_future_edge,0.6057275827619043,c_trade_path_quality_too_low|c_quality_stability_too_low
(*)|(zscore_price_200>-0.83594918)|(atr_compression_ratio>-0.3296138&return_autocorr_48>0.43961424),*,zscore_price_200>-0.83594918,atr_compression_ratio>-0.3296138&return_autocorr_48>0.43961424,0.0021739785588579252,0.0021739785588579252,0.004197903924267946,0.028936412651091814,0.10099999999999999,0.02960206449256913,1.0,1.0,0.5066273932253313,843,,,0.02897475385024472,0.012677250296107875,0.029774100037052435,0.04607160359118928,,0.75,0.1681992768526232,4.240826500784559,1.0,0.3398086652159691,0.06712123676005495,1.1888668835163116,0.371121085616237,0.2899983282197345,,,,,,,,0.5538955005797092,0.5538955005797092,7.04032e-05,0.002103575358857925,4,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,production,production,production,0.0562,0.1681992768526232,0.06712123676005495,0.024171188473701477,1.0,primary_target,0,,0.8655999999999999,,0.4714456389840261,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0021739785588579252, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 843, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.5770263424514701,production,production,production,production,False,False,0.3,0.5770263424514701,0.005277443564313122,0.5,0.0004916884760695077,0.000797248732491141,-0.005666256039204287,4,0.2899983282197345,within_leaf_future_edge,0.6229368980043851,c_trade_path_quality_too_low|c_quality_stability_too_low
(*)|(dist_prior_day_high>0.032189868)|(atr_percentile<=0.77044308&volume_autocorr_48>0.57277274),*,dist_prior_day_high>0.032189868,atr_percentile<=0.77044308&volume_autocorr_48>0.57277274,0.003300669457530603,0.003300669457530603,0.002940442617412324,0.03144658776000142,0.0702,0.008816524888589104,1.0,1.0,0.5815295815295816,887,,,0.04454938805429749,0.03421451397406353,0.03980708154215437,0.05014195562238833,,1.0,0.1422203044769435,3.8650811504186313,1.0,0.291509373113513,0.04114226438437524,0.771380826830864,0.4753811934993708,0.7079127166558475,,,,,,,,0.5485589306126374,0.5485589306126374,7.2102128e-05,0.003228567329530603,4,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,production,production,production,0.059133333333333336,0.1422203044769435,0.04114226438437524,0.07768811285495758,0.5231999999999999,primary_target,0,,0.39311999999999997,,0.5105727386955122,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.003300669457530603, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 887, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.6017624043589948,production,production,production,production,False,False,0.3,0.6017624043589948,0.04221501256258267,1.0,0.002111704075925206,0.0015725700146152972,0.024142101688206213,4,0.7079127166558475,within_leaf_future_edge,0.6164439692675726,c_trade_path_quality_too_low|c_quality_stability_too_low
(*)|(dist_prior_day_high>0.045918439&dist_weekly_vwap>-0.079782315)|(range_24h_pct>0.027146906&volume_autocorr_48>0.31410831),*,dist_prior_day_high>0.045918439&dist_weekly_vwap>-0.079782315,range_24h_pct>0.027146906&volume_autocorr_48>0.31410831,0.0036766926350537688,0.0036766926350537688,0.003159253132592114,0.030647894367575645,0.07696666666666667,0.014846660679537783,1.0,1.0,0.5187760778859527,895,,,0.04590132419932573,0.020331400381129617,0.042964376970203715,0.06853430078839982,,1.0,0.13101762697464703,3.452727929727714,1.0,0.2722455617040396,0.02993958688207877,0.7472145259380341,0.45002202278855696,0.13388644548871176,,,,,,,,0.5437848537497404,0.5437848537497404,9.2076481e-05,0.0035846161540537685,4,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low,production,production,production,production,0.059666666666666666,0.13101762697464703,0.02993958688207877,0.09638264775276184,0.6314666666666666,primary_target,0,,0.4310133333333333,,0.5090151646657515,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0036766926350537688, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 895, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.4767059522416334,production,production,production,production,False,False,0.1,0.4767059522416334,0.0060900674088354805,0.5,-0.00014671182865410865,-0.0002565416328368231,0.014117015486393159,4,0.13388644548871176,within_leaf_future_edge,0.6002919514564993,c_trade_path_quality_too_low|c_quality_stability_too_low
(*)|(dist_prior_day_high>0.013939769&zscore_price_50>-0.88536894)|(range_24h_pct>0.08532089),*,dist_prior_day_high>0.013939769&zscore_price_50>-0.88536894,range_24h_pct>0.08532089,0.0037728140741819516,0.0037728140741819516,0.003418638729010237,0.03908639308065176,0.07406666666666667,0.020723952861899254,1.0,1.0,0.5069832402234636,805,,,0.05886709378744416,0.04331324811727766,0.060052054589462535,0.07560590025962904,,1.0,0.15765140185960488,3.065292973387828,1.0,0.34458189830183983,0.05657336176703663,1.185989759862423,0.26890792852874446,0.10099984119312093,,,,,,,,0.5350610010461303,0.5350610010461303,7.18159431111111e-05,0.0037009981310708404,4,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,production,production,production,0.05366666666666667,0.15765140185960488,0.05657336176703663,0.09259113669395447,0.5850666666666666,primary_target,0,,0.4147733333333333,,0.5262399667373978,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0037728140741819516, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 805, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.6762125019332338,production,production,production,production,False,False,0.3,0.6762125019332338,0.020426993772377354,0.75,-0.0008464059283123134,-0.00038392933372993657,-0.0020400702136687543,4,0.10099984119312093,within_leaf_future_edge,0.59208399217791,c_trade_path_quality_too_low|c_quality_stability_too_low
(*)|(dist_ema200_atr>-0.0064145862&dist_prior_day_low>0.0071374238&loc_prev_day_range_pos_24<=0.72222292&loc_prior_bar_pos_48>-0.42647111&loc_session_pos_24<=0.82982004)|(volume_autocorr_48>-0.96586442),*,dist_ema200_atr>-0.0064145862&dist_prior_day_low>0.0071374238&loc_prev_day_range_pos_24<=0.72222292&loc_prior_bar_pos_48>-0.42647111&loc_session_pos_24<=0.82982004,volume_autocorr_48>-0.96586442,0.001983826994546689,0.001983826994546689,0.0014875111663436027,0.028323249891400337,0.10938333333333333,0.03422901222322633,1.0,1.0,0.5091164095371669,1027,,,0.03857486671256566,0.029830394598998267,0.03929800213180065,0.048042474245368054,,1.0,0.12814791057726593,2.5577086796155073,0.75,0.2745691444724798,0.027069870484697663,0.7381218848749995,0.5685485693113104,0.6335293596681107,,,,,,,,0.531418222804166,0.531418222804166,9.021949225000001e-05,0.0018936075022966891,4,1,1,6,6,stage_a_context,,short,6-way,False,b_sign_consistency_too_low,production,production,production,production,0.06846666666666666,0.12814791057726593,0.027069870484697663,0.028410866856575012,1.0,primary_target,0,,0.9125466666666666,,0.4589390241953188,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.001983826994546689, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 1027, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.6946979051428857,production,production,production,production,False,False,0.1,0.6946979051428857,0.03352591675750899,0.5,0.002662075841547418,0.0016721105161820638,0.02476158221006866,4,0.6335293596681107,within_leaf_future_edge,0.5664541250807495,c_trade_path_quality_too_low|c_quality_stability_too_low
(*)|(dist_rolling_7d_high>0.088078603&zscore_price_50>0.00000000000000000000000000000000001)|(amihud_z<=0.91134155),*,dist_rolling_7d_high>0.088078603&zscore_price_50>0.00000000000000000000000000000000001,amihud_z<=0.91134155,0.0027902787551283836,0.0027902787551283836,0.0012758744198445606,0.028495472855865955,0.09143333333333332,0.007941662294507369,1.0,1.0,0.515818431911967,1229,,,0.0446436527656283,0.04106780716743603,0.0500753698705989,0.053651215468791175,,1.0,0.11413728369342019,3.3237435613455784,1.0,0.25569020584225655,0.013059243600851924,0.661720372736454,0.4576011217709919,0.5216931983586405,,,,,,,,0.529210337698195,0.529210337698195,7.078870477777778e-05,0.002719490050350606,4,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,production,production,production,0.08193333333333333,0.11413728369342019,0.013059243600851924,0.06010368466377258,0.8629333333333331,primary_target,0,,0.5120266666666666,,0.4944142958126214,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0027902787551283836, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 1229, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.5700819010743411,production,production,production,production,False,False,0.3,0.5700819010743411,0.022448571496385378,0.75,0.0008965209146563239,0.0017016081998181402,0.022084357678839178,4,0.5216931983586405,within_leaf_future_edge,0.530647215756245,c_trade_path_quality_too_low|c_quality_stability_too_low
(*)|(loc_range_pos_24<=0.67118645&zscore_price_200>-1.9268599)|(range_24h_pct>0.096115589),*,loc_range_pos_24<=0.67118645&zscore_price_200>-1.9268599,range_24h_pct>0.096115589,0.003727018367499113,0.003727018367499113,0.003802292375076715,0.03735034307464957,0.061516666666666664,0.02215733512857537,1.0,1.0,0.5104022191400832,643,,,0.040115464074045135,0.03272626899505984,0.05128707253142279,0.05867626761040809,,0.75,0.20153011175945276,4.25205859433375,1.0,0.3772677658125758,0.10045207166688451,1.0717162378132343,0.3440267041353648,0.7675980909592832,,,,,,,,0.5250619672402577,0.5250619672402577,7.282109352777777e-05,0.0036541972739713353,4,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,production,production,production,0.042866666666666664,0.20153011175945276,0.10045207166688451,0.12892979383468628,0.3842666666666666,primary_target,0,,0.3444933333333333,,0.49970266388003004,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.003727018367499113, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 643, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.5534776995254423,production,production,production,production,False,False,0.3,0.5534776995254423,0.04708944257480326,0.75,0.00397683302533322,0.0021054352942983753,0.032047632690247685,4,0.7675980909592832,within_leaf_future_edge,0.6311039438025938,c_trade_path_quality_too_low|c_quality_stability_too_low
(*)|(dist_prior_day_high>0.036561437&loc_prev_day_range_pos_48>0.23878805)|(volume_autocorr_48>0.3928518),*,dist_prior_day_high>0.036561437&loc_prev_day_range_pos_48>0.23878805,volume_autocorr_48>0.3928518,0.002764057355307159,0.002764057355307159,0.0026383678624215326,0.0351257654838264,0.05826666666666666,0.009675513193394733,1.0,1.0,0.5680224403927069,703,,,0.03534564246370354,0.021908926195797478,0.03488755644767916,0.04832427271558522,,1.0,0.16378277352978532,8.817709556178913,1.0,0.30136382207274437,0.06270473343721705,1.0107359737157822,0.4324867777929217,0.7772497253223589,,,,,,,,0.5197990734047879,0.5197990734047879,7.311733644444445e-05,0.0026909400188627145,4,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,production,production,production,0.04686666666666667,0.16378277352978532,0.06270473343721705,0.07533097267150879,0.33226666666666654,primary_target,0,,0.32629333333333327,,0.465192228693559,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002764057355307159, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 703, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.35675023858660443,production,production,production,production,False,False,0.3,0.35675023858660443,0.0637723661708327,0.75,0.002907734857539714,0.0020356686673995627,0.024559594471031787,4,0.7772497253223589,within_leaf_future_edge,0.6283359233897892,c_trade_path_quality_too_low|c_quality_stability_too_low
