fold_id,seed,feature_index,feature_name,group,source_name,source_family,split_count
0,42,20,reg_atr_change_rate_ts_top70,regime,atr_change_rate,volatility,103
0,42,0,reg_atr_change_rate_ts_top20,regime,atr_change_rate,volatility,113
0,42,316,reg_compression_ratio_ts_band20_80,regime,compression_ratio,volatility_term_structure,113
0,42,24,reg_atr_change_rate_ts_top80,regime,atr_change_rate,volatility,191
0,42,3,loc_dist_ema20_atr_ts_bot20,location,dist_ema20_atr,context,141
0,42,16,reg_atr_change_rate_ts_top60,regime,atr_change_rate,volatility,94
0,42,7,loc_dist_ema20_atr_ts_bot30,location,dist_ema20_atr,context,108
0,42,10,reg_atr_change_rate_ts_bot40,regime,atr_change_rate,volatility,103
0,42,27,loc_dist_ema20_atr_ts_bot80,location,dist_ema20_atr,context,25
0,42,25,loc_dist_ema20_atr_ts_top80,location,dist_ema20_atr,context,15
0,42,13,loc_dist_ema20_atr_ts_top50,location,dist_ema20_atr,context,78
0,42,22,reg_atr_change_rate_ts_bot70,regime,atr_change_rate,volatility,10
1,42,0,reg_atr_change_rate_ts_top20,regime,atr_change_rate,volatility,20
1,42,307,loc_dist_local_swing_ts_bot60,location,dist_local_swing,context,20
1,42,20,reg_atr_change_rate_ts_top70,regime,atr_change_rate,volatility,20
1,42,29,loc_dist_ema20_atr_ts_band20_80,location,dist_ema20_atr,context,9
1,42,27,loc_dist_ema20_atr_ts_bot80,location,dist_ema20_atr,context,6
1,42,25,loc_dist_ema20_atr_ts_top80,location,dist_ema20_atr,context,31
1,42,3,loc_dist_ema20_atr_ts_bot20,location,dist_ema20_atr,context,28
1,42,5,loc_dist_ema20_atr_ts_top30,location,dist_ema20_atr,context,11
1,42,9,loc_dist_ema20_atr_ts_top40,location,dist_ema20_atr,context,16
1,42,16,reg_atr_change_rate_ts_top60,regime,atr_change_rate,volatility,13
1,42,13,loc_dist_ema20_atr_ts_top50,location,dist_ema20_atr,context,9
2,42,12,reg_atr_change_rate_ts_top50,regime,atr_change_rate,volatility,75
2,42,0,reg_atr_change_rate_ts_top20,regime,atr_change_rate,volatility,100
2,42,305,loc_dist_local_swing_ts_top60,location,dist_local_swing,context,101
2,42,2,reg_atr_change_rate_ts_bot20,regime,atr_change_rate,volatility,123
2,42,20,reg_atr_change_rate_ts_top70,regime,atr_change_rate,volatility,168
2,42,23,loc_dist_ema20_atr_ts_bot70,location,dist_ema20_atr,context,30
2,42,6,reg_atr_change_rate_ts_bot30,regime,atr_change_rate,volatility,92
2,42,8,reg_atr_change_rate_ts_top40,regime,atr_change_rate,volatility,96
2,42,16,reg_atr_change_rate_ts_top60,regime,atr_change_rate,volatility,95
2,42,21,loc_dist_ema20_atr_ts_top70,location,dist_ema20_atr,context,19
2,42,10,reg_atr_change_rate_ts_bot40,regime,atr_change_rate,volatility,65
2,42,18,reg_atr_change_rate_ts_bot60,regime,atr_change_rate,volatility,6
