fold_id,seed,regime_family,gain,split
0,42,compression,3.99771,1.0
0,42,context,0.100915,1.0
0,42,momentum,0.721058,1.0
0,42,trend,2.15831,1.0
0,42,volatility,10.0624,1.0
1,42,compression,53.544193,51.0
1,42,context,37.203136,45.0
1,42,liquidity,79.0977,55.0
1,42,momentum,16.246546,14.0
1,42,path_structure,105.07904,87.0
1,42,trend,136.1004,92.0
1,42,volatility,108.51927,80.0
1,42,volatility_term_structure,84.23061,58.0
2,42,compression,96.95337,81.0
2,42,context,73.06122,62.0
2,42,liquidity,75.780426,92.0
2,42,momentum,20.000875,20.0
2,42,path_structure,117.68887,133.0
2,42,trend,130.59706,159.0
2,42,volatility,111.703865,114.0
2,42,volatility_term_structure,108.42456,88.0
