regime_families_combo,count
trend|volatility,598
volatility,161
trend,15
compression|trend|volatility,11
trend|volatility|volatility_term_structure,10
volatility|volatility_term_structure,4
,3
trend|volatility_term_structure,2
compression|volatility,1
