fold_id,seed,group,used_feature_count,split_count
0,42,location,40,370
0,42,regime,58,786
1,42,location,33,109
1,42,regime,44,193
2,42,location,34,83
2,42,regime,43,138
3,42,location,39,194
3,42,regime,53,270
4,42,location,39,202
4,42,regime,56,424
