asset,d,n_rows,warmup_bars,K_d,ic_overall_mean,ic_overall_std,ic_event_mean,ic_event_std,ic_nonevent_mean,ic_nonevent_std,ic_ir_event,n_folds_used
1000CAT/USDC,0.4,8674,1457,1458,0.050272391462645866,0.024360185971647328,0.03554465040007547,0.05852323051034274,0.05779588345384154,0.016757876958391024,0.6073596669690686,4
1000CAT/USDC,0.5,8674,1457,927,0.057176602528884964,0.0228123769716272,0.035304906352319476,0.05260841161395024,0.06708794667356444,0.015144859350499194,0.6710886072802286,4
1000CAT/USDC,0.6,8674,1457,590,0.05955384311547652,0.01807050970537005,0.030893730661277007,0.04023972441853789,0.07164873430413841,0.013034989761402261,0.7677420842202042,4
1000CAT/USDC,0.7,8674,1457,372,0.058438791158678165,0.015940438855353192,0.02898928447119837,0.03352714536954411,0.07249004315675572,0.014780948809177888,0.8646511144035833,4
1000CAT/USDT,0.4,8721,1457,1458,0.019403327930634023,0.02102240315852751,0.01673718991654855,0.07076032642196245,0.02168649301490378,0.016535523713948463,0.23653352840978648,4
1000CAT/USDT,0.5,8721,1457,927,0.024652703554313878,0.01499656533685828,0.023477561729941362,0.06750001651020304,0.027192060842157792,0.02078942544284131,0.3478156391054652,4
1000CAT/USDT,0.6,8721,1457,590,0.02758669711478958,0.019096775331913833,0.021702163526282618,0.05796404787652384,0.032147611471581565,0.03731626414199819,0.3744073084423932,4
1000CAT/USDT,0.7,8721,1457,372,0.017910158519219805,0.042077251417975546,0.011818959093309283,0.03634192548444732,0.025420484930116626,0.06859382494434703,0.32521553579079676,4
1000CHEEMS/USDT,0.4,7424,1457,1458,0.04693475551208465,0.04570239529191853,0.06922507071382643,0.07667738464906985,0.02825492541510309,0.05002885183222167,0.9028094806290018,4
1000CHEEMS/USDT,0.5,7424,1457,927,0.04329018410835724,0.044292707825976815,0.061758695624442334,0.07521330057101047,0.026795678097540652,0.04695227714922222,0.821114009549689,4
1000CHEEMS/USDT,0.6,7424,1457,590,0.040122134205744994,0.043632207665559315,0.056086412971230654,0.07435798541392269,0.025436764245819577,0.04446647120728584,0.7542755751751921,4
1000CHEEMS/USDT,0.7,7424,1457,372,0.037144385946488334,0.0422901822385871,0.05649459814341572,0.07574682584596554,0.022796028817285444,0.04119818312598877,0.745834518696076,4
1000SATS/USDT,0.4,16052,1457,1458,-0.013289120740631391,0.02949559919170186,-0.002292624754405433,0.056531810951216954,-0.016963292312226076,0.0271674797360794,-0.04055459528493107,4
1000SATS/USDT,0.5,16052,1457,927,-0.019018269724177864,0.02430770642707759,-0.008419459758176158,0.05061635330499299,-0.023817697865213334,0.022552179477030917,-0.1663387233984497,4
1000SATS/USDT,0.6,16052,1457,590,-0.03275529537171241,0.019432936910235236,-0.036081812332602645,0.028224830679776998,-0.033799665472981126,0.020148175148674476,-1.2783712137583854,4
1000SATS/USDT,0.7,16052,1457,372,-0.039811980208826064,0.017701819778283556,-0.06932972428785816,0.0611302433612355,-0.03251637819344242,0.014975758658720525,-1.1341313127781671,4
1INCH/USDT,0.4,16052,1457,1458,0.026840747027510437,0.014372895968406171,0.03441266145151372,0.01655691383903999,0.022543648386137035,0.01876357621329138,2.078446485112745,4
1INCH/USDT,0.5,16052,1457,927,0.02944877828529909,0.01860294456247725,0.03663003830225182,0.019644869924514953,0.024761930647868174,0.021369230203134575,1.8646107904196496,4
1INCH/USDT,0.6,16052,1457,590,0.030053743918747145,0.021135911030751887,0.036216844082181905,0.022838257255841682,0.026265756167427653,0.022961953534506203,1.5857971162454205,4
1INCH/USDT,0.7,16052,1457,372,0.030142931424414023,0.02357965756086041,0.034596018561183786,0.026552738179392875,0.027968262821123156,0.024557818694084108,1.3029171238210016,4
1MBABYDOGE/USDT,0.4,10928,1457,1458,-0.0293327150922483,0.037788795626215406,-0.04532702218928378,0.06783307623938281,-0.028820460012362048,0.03595969227774689,-0.6682141520621981,4
1MBABYDOGE/USDT,0.5,10928,1457,927,-0.030135315665338103,0.037493879589642766,-0.045251666319246,0.06639460622758303,-0.028700852994864905,0.03651168642896789,-0.6815563523726459,4
1MBABYDOGE/USDT,0.6,10928,1457,590,-0.029648115330407593,0.03821161544017281,-0.04762623882229779,0.06709208275763515,-0.02694529418405472,0.037162104559312896,-0.7098637596999344,4
1MBABYDOGE/USDT,0.7,10928,1457,372,-0.028232850520943112,0.03927231933153497,-0.04792807124965104,0.0706923534525938,-0.024206751510234943,0.037729319919727104,-0.677980972918246,4
A/USDT,0.4,4834,1457,1458,-0.028450129602979178,0.025499419616327682,-0.039809509452517586,0.029040130762391085,-0.030192392346696285,0.042820405718391547,-1.3708446565684516,4
A/USDT,0.5,4834,1457,927,-0.017818601508344523,0.021276689545907834,-0.025899201007556247,0.036009631353556455,-0.018825881364879872,0.033966710652433604,-0.719229809215154,4
A/USDT,0.6,4834,1457,590,-0.015018528401411949,0.02145357308705231,-0.021274570446583513,0.04464248096860707,-0.013514809068705532,0.032204748790036854,-0.4765543829203751,4
A/USDT,0.7,4834,1457,372,-0.013461278271579263,0.024672529469825386,-0.020824771946116913,0.04483815976445621,-0.011520294505252838,0.03326390104173886,-0.4644430456350248,4
A2Z/USDT,0.4,3322,1457,1458,-0.05332677124394377,0.036303610409848225,-0.08749586528010886,0.11697742203428743,-0.044243231401611426,0.0577937777637214,-0.7479722412286584,4
A2Z/USDT,0.5,3322,1457,927,-0.05225660637129801,0.026694567327202722,-0.07647485340016141,0.12314945329871384,-0.04931930230116903,0.04677060016419944,-0.6209922231134085,4
A2Z/USDT,0.6,3322,1457,590,-0.05086778452775526,0.02001909986728585,-0.05383363230855803,0.13052371248695288,-0.055142837955028536,0.03971767792907608,-0.41244330911516114,4
A2Z/USDT,0.7,3322,1457,372,-0.04949217261264519,0.016786103635228374,-0.034211226141835735,0.13211372434416876,-0.0617904610546634,0.036352504958176074,-0.2589528533292983,4
AAVE/USDC,0.4,11219,1457,1458,0.0025018521275253303,0.020064995823378975,-0.004629787014352297,0.044141439844101134,0.007035933743336096,0.01917350578536835,-0.10488527165897896,4
AAVE/USDC,0.5,11219,1457,927,0.0005159630751546442,0.02222490660494283,-0.005272712180884012,0.0438699324934107,0.0051976587158426854,0.023673739768329687,-0.12018965521513676,4
AAVE/USDC,0.6,11219,1457,590,-0.0012913185505947517,0.025060503020588144,-0.006180881830306024,0.044247923990149915,0.0029300197828303273,0.02776321628824053,-0.1396874956663382,4
AAVE/USDC,0.7,11219,1457,372,-0.003247882589819227,0.027191978497686883,-0.006993190160967376,0.04511221557081198,0.0002374798679256225,0.03099977330044582,-0.15501765802153103,4
