feature_name,status,reason,support,group,regime_family
loc_dist_ema20_atr_ts_top20,retained,retained,327235,location,
loc_dist_ema20_atr_ts_bot20,retained,retained,75245,location,
loc_dist_ema20_atr_ts_top30,retained,retained,282383,location,
loc_dist_ema20_atr_ts_bot30,retained,retained,120097,location,
loc_dist_ema20_atr_ts_top40,retained,retained,237208,location,
loc_dist_ema20_atr_ts_bot40,retained,retained,165272,location,
loc_dist_ema20_atr_ts_top50,retained,retained,198662,location,
loc_dist_ema20_atr_ts_bot50,retained,retained,203866,location,
loc_dist_ema20_atr_ts_top60,retained,retained,160272,location,
loc_dist_ema20_atr_ts_bot60,retained,retained,242208,location,
loc_dist_ema20_atr_ts_top70,retained,retained,120484,location,
loc_dist_ema20_atr_ts_bot70,retained,retained,281996,location,
loc_dist_ema20_atr_ts_top80,retained,retained,80380,location,
loc_dist_ema20_atr_ts_bot80,retained,retained,322100,location,
loc_dist_ema20_atr_ts_band20_80,retained,retained,246855,location,
loc_dist_ema20_atr_ts_band25_75,retained,retained,204061,location,
loc_dist_ema20_atr_ts_band30_70,retained,retained,161899,location,
loc_dist_ema20_atr_ts_band40_60,retained,retained,76936,location,
loc_dist_ema50_atr_ts_top20,retained,retained,327235,location,
loc_dist_ema50_atr_ts_bot20,retained,retained,75245,location,
loc_dist_ema50_atr_ts_top30,retained,retained,282383,location,
loc_dist_ema50_atr_ts_bot30,retained,retained,120097,location,
loc_dist_ema50_atr_ts_top40,retained,retained,237208,location,
loc_dist_ema50_atr_ts_bot40,retained,retained,165272,location,
loc_dist_ema50_atr_ts_top50,retained,retained,198662,location,
loc_dist_ema50_atr_ts_bot50,retained,retained,203866,location,
loc_dist_ema50_atr_ts_top60,retained,retained,160272,location,
loc_dist_ema50_atr_ts_bot60,retained,retained,242208,location,
loc_dist_ema50_atr_ts_top70,retained,retained,120484,location,
loc_dist_ema50_atr_ts_bot70,retained,retained,281996,location,
loc_dist_ema50_atr_ts_top80,retained,retained,80380,location,
loc_dist_ema50_atr_ts_bot80,retained,retained,322100,location,
loc_dist_ema50_atr_ts_band20_80,retained,retained,246855,location,
loc_dist_ema50_atr_ts_band25_75,retained,retained,204061,location,
loc_dist_ema50_atr_ts_band30_70,retained,retained,161899,location,
loc_dist_ema50_atr_ts_band40_60,retained,retained,76936,location,
loc_dist_ema200_atr_ts_top20,retained,retained,327235,location,
loc_dist_ema200_atr_ts_bot20,retained,retained,75245,location,
loc_dist_ema200_atr_ts_top30,retained,retained,282383,location,
loc_dist_ema200_atr_ts_bot30,retained,retained,120097,location,
loc_dist_ema200_atr_ts_top40,retained,retained,237208,location,
loc_dist_ema200_atr_ts_bot40,retained,retained,165272,location,
loc_dist_ema200_atr_ts_top50,retained,retained,198662,location,
loc_dist_ema200_atr_ts_bot50,retained,retained,203866,location,
loc_dist_ema200_atr_ts_top60,retained,retained,160272,location,
loc_dist_ema200_atr_ts_bot60,retained,retained,242208,location,
loc_dist_ema200_atr_ts_top70,retained,retained,120484,location,
loc_dist_ema200_atr_ts_bot70,retained,retained,281996,location,
loc_dist_ema200_atr_ts_top80,retained,retained,80380,location,
loc_dist_ema200_atr_ts_bot80,retained,retained,322100,location,
loc_dist_ema200_atr_ts_band20_80,retained,retained,246855,location,
