regime_families_combo,count
trend|volatility,3452
volatility,904
trend|volatility|volatility_term_structure,396
trend,127
volatility|volatility_term_structure,123
compression|trend|volatility,34
compression|volatility,16
trend|volatility_term_structure,13
,6
volatility_term_structure,3
compression|trend,3
