canonical_key,source_tree,source_leaf,source_target,source_horizon,side,count,support_pct,mean_net_ret,shrunk_mean_net_ret,mean_uplift,shrunk_mean_uplift,tstat_net_ret,presence_freq,sign_consistency,support_score,diversity_score,cheap_score,rejection_reason,mean_baseline_ret,std_support_pct,unique_symbol_count,unique_day_count,max_single_symbol_share,max_single_day_share,discovery_count,accepted
(*)|(zscore_price_200<=1.0037938)|(adx_10_gt25>0.00000000000000000000000000000000001&dist_from_low_vol<=-0.14994745&session_progress<=0.85416669&t_pl_proxy>1.8929138&trapped_longs_96<=0.33126518),2,2,returns_target,5,short,190,0.11072261072261072,0.00590663426800778,0.002550592070276087,0.0059895621476380775,0.002586401836480079,5.169021180841412,1.0,1.0,0.92004662004662,0.5447368421052632,0.7619677201191042,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,0.0006263488104107252,0.058016750100188155,3,22,0.5105263157894737,0.12105263157894737,1,False
(*)|(*)|(kalman_gain_1h>0.9676559&kf_vol_ratio_mean<=0.67455202&vol_regime_z>0.53460228&vol_state_x_volume_state>-0.67030543),1,10,returns_target,5,short,241,0.14044289044289043,0.006202220422103692,0.0030442670503604678,0.0007140801548384615,0.00035049555461521225,5.010313119452834,1.0,0.5,0.9135198135198135,0.3970954356846473,0.7495459319494836,a1_sign_consistency_too_low|a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,0.0006263488104107252,0.11133246843224225,2,14,0.6058091286307054,0.14937759336099585,1,False
(*)|(*)|(adx_14_gt25>0.00000000000000000000000000000000001&t_pl_proxy>1.9133751&vov_fast_slow_ratio>1.1586102),2,3,returns_target,5,short,203,0.1182983682983683,0.004052507172664398,0.0018160241855427655,0.0035794472107717958,0.0016040348427961912,3.295877449402122,1.0,0.5,0.9624708624708624,0.7571428571428571,0.7248872837697913,a1_sign_consistency_too_low|a1_symbol_diversity_too_low,0.0006263488104107252,0.005044728065587575,4,18,0.2857142857142857,0.15763546798029557,1,False
(*)|(*)|(ffd_rv_24_05<=0.0048415428&range_12h_pct>0.040232301&vol_z<=1.1351641&volume_capitulation>-0.61370927&vp_profile_entropy>-1.8580903),7,8,returns_target,5,short,182,0.10606060606060606,0.004489600985914797,0.0018914522672141042,0.0035684479289163976,0.0015033738959786675,2.875735170830565,1.0,1.0,0.8939393939393938,0.6664835164835166,0.7244587925271079,a1_symbol_diversity_too_low,0.0006263488104107252,0.02827411477826154,4,23,0.46703296703296704,0.15384615384615385,1,False
(*)|(*)|(press_24<=1.9695266&ret72h>-0.23491658&zr_3h_minus_zr_12h<=-0.067703441),8,5,returns_target,5,short,200,0.11655011655011654,0.0036008703708648683,0.0016003868314954969,0.0026506882898355002,0.0011780836843713334,2.554616231881754,1.0,1.0,0.9526806526806526,0.6475,0.7007115614433237,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,0.0006263488104107252,0.03051968782051718,4,14,0.505,0.17,1,False
(*)|(*)|(downside_semivariance_24>0.0000085245374&variance_ratio_10_48<=-0.17847268),13,1,returns_target,5,short,97,0.05652680652680653,0.00843858534527808,0.0023589129063169272,0.01549724312227714,0.00433208237135701,3.659950033731764,1.0,1.0,0.31655011655011656,0.5443298969072166,0.6931484304814926,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,0.0006263488104107252,0.046744734178762834,4,11,0.711340206185567,0.23711340206185566,1,False
(*)|(dist_rolling_7d_high<=0.17529036)|(adx_14_slope>0.51935285&be_vol_units>-0.023067152&vol_z<=1.1583149),11,4,returns_target,5,short,90,0.05244755244755245,0.008888238668441772,0.0023527690592934102,0.008401817869569,0.0022240106125329707,3.840541759343647,1.0,1.0,0.2937062937062937,0.7055555555555556,0.6887839233155255,a1_symbol_diversity_too_low,0.0006263488104107252,0.0027590797633521916,4,19,0.3888888888888889,0.17777777777777778,1,False
(*)|(*)|(ker_24<=0.17140992&vov_mad_60>0.00088602735),5,1,returns_target,5,short,97,0.05652680652680653,0.007392774537666557,0.0020665680984255216,0.010847792523045487,0.0030323800424651654,3.2203273879351104,1.0,1.0,0.31655011655011656,0.6938144329896907,0.6877285863983899,a1_symbol_diversity_too_low,0.0006263488104107252,0.022267580473159763,4,10,0.41237113402061853,0.24742268041237114,1,False
(*)|(*)|(entropy_jump_24h>-0.80811882&is_low_vol_regime<=0.00000000000000000000000000000000001&vol_price_div>-0.14253107&vov_interaction<=0.20909281&vp_in_hvn_above_zone<=0.00000000000000000000000000000000001),1,8,returns_target,5,short,262,0.15268065268065267,0.0036261509393007703,0.001855569425970316,0.0029072843926166263,0.0014877119352842893,2.7782938146153704,1.0,1.0,0.544988344988345,0.7091603053435115,0.6668884378019138,a1_symbol_diversity_too_low,0.0006263488104107252,0.02323142443775769,4,30,0.3816793893129771,0.08396946564885496,1,False
(*)|(tail_asymmetry_q90_q10_atr_norm<=0.082621522)|(ret48h<=0.8647095&volume_capitulation<=-0.31984156&vp_lvn_depth_ratio>-0.0077546202),9,7,returns_target,5,short,177,0.10314685314685315,0.003615813403479797,0.0014988266332925622,0.0028711919364032778,0.0011901662125137708,2.129296074655379,1.0,1.0,0.8776223776223775,0.6598870056497175,0.6441022226732265,a1_symbol_diversity_too_low,0.0006263488104107252,0.021887205124199338,4,19,0.480225988700565,0.11299435028248588,1,False
(*)|(*)|(dist_ema_slow_base<=0.0018397219&entropy_jump_24h>-0.78238285&time_since_trough_12h>1.5&trail_act_pct<=0.56707102&vp_lvn_depth_ratio<=-0.32654631&zr_6h_minus_zr_24h<=0.16315058),4,12,returns_target,5,short,110,0.0641025641025641,0.00580847751010548,0.00177481257253223,0.005905975917584846,0.0018046037525953696,3.741537404721312,1.0,1.0,0.3589743589743589,0.7454545454545455,0.6421120448043961,a1_symbol_diversity_too_low,0.0006263488104107252,0.026165748558309502,4,18,0.3090909090909091,0.16363636363636364,1,False
(*)|(*)|(adx_14_slope>-0.029776666&trail_act_pct<=-0.014085529&volume_percentile<=1.1478964&vov_mad_60<=0.00088602735),5,4,returns_target,5,short,204,0.11888111888111888,0.0029356576064053703,0.0013191060610279637,0.002192051109669085,0.0009849745074283994,1.9768274620874442,1.0,1.0,0.9657342657342656,0.721078431372549,0.6346750573500174,a1_symbol_diversity_too_low,0.0006263488104107252,0.02816951155729744,4,25,0.35784313725490197,0.09803921568627451,1,False
