canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(*)|(adx_14_slope>-0.50834197&adx_7_slope<=0.72953492&ffd_range_24_05<=0.00000000000000000000000000000000001&vp_lvn_depth_ratio<=-0.70775843),4,4,regime,unknown,,unknown
(*)|(*)|(adx_7_slope>0.72953492&ffd_range_24_05<=0.00000000000000000000000000000000001&vp_lvn_depth_ratio<=-0.70775843),3,3,regime,unknown,,unknown
(*)|(*)|(ffd_range_24_05>0.00000000000000000000000000000000001&vp_lvn_depth_ratio<=-0.70775843),2,2,regime,unknown,,unknown
(*)|(*)|(impact_12<=1.6740165&kf_innov_var<=0.0001406036&liquidity_ratio<=-0.19963643&vol_asym<=-0.02869813&vp_lvn_depth_ratio>-0.70775843),5,5,regime,unknown,,unknown
(*)|(*)|(impact_12<=1.6740165&kf_innov_var<=0.0001406036&liquidity_ratio>-0.19963643&vol_asym<=-0.02869813&vp_lvn_depth_ratio>-0.70775843&zr_1h_minus_zr_6h<=0.64604485),6,6,regime,unknown,,unknown
(*)|(*)|(impact_12<=1.6740165&kf_innov_var<=0.0001406036&liquidity_ratio>-0.19963643&vol_asym<=-0.02869813&vp_lvn_depth_ratio>-0.70775843&zr_1h_minus_zr_6h>0.64604485),6,6,regime,unknown,,unknown
(*)|(loc_range_pos_48<=0.53894174)|(impact_12<=1.6740165&kf_innov_var<=0.0001406036&vol_asym>-0.02869813&vp_lvn_depth_ratio>-0.70775843),5,5,location|regime,unknown,context,context|unknown
(*)|(loc_range_pos_48>0.53894174)|(impact_12<=1.6740165&kf_innov_var<=0.0001406036&vol_asym>-0.02869813&vp_lvn_depth_ratio>-0.70775843),5,5,location|regime,unknown,context,context|unknown
(*)|(*)|(impact_12>1.6740165&kf_innov_var<=0.0001406036&vp_lvn_depth_ratio>-0.70775843),3,3,regime,unknown,,unknown
(*)|(*)|(kf_innov_var>0.0001406036&range_norm_12<=-0.066947646&vp_lvn_depth_ratio>-0.70775843),3,3,regime,unknown,,unknown
