fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon,total_splits,total_gain,is_healthy_fold,health_reason
0,42,1,0.24256405446269846,6,64,43,quantile,0.65,quantile,quantile,atr_norm_returns_target,3,9,6.232079,False,low_iterations_or_gain
1,42,1,0.24798198211540426,6,64,54,quantile,0.65,quantile,quantile,atr_norm_returns_target,3,8,7.353467,False,low_iterations_or_gain
2,42,77,0.24599018279889076,6,64,55,quantile,0.65,quantile,quantile,atr_norm_returns_target,3,644,109.09517,True,healthy
