fold_id,seed,group,gain,split
0,42,location,4.26173,3.0
0,42,regime,1.9703493,6.0
1,42,location,1.1794081,3.0
1,42,regime,6.174059,5.0
2,42,location,27.210405,154.0
2,42,regime,81.884766,490.0
