generated_boolean,group,source_feature,support,support_pct,usable_support,nan_rate_before,nan_rate_ts
loc_dist_ema20_atr_ts_top20,location,dist_ema20_atr,97632,0.8,24408,0.0,0.0
loc_dist_ema20_atr_ts_top30,location,dist_ema20_atr,85428,0.7,36612,0.0,0.0
loc_dist_ema20_atr_ts_bot30,location,dist_ema20_atr,36612,0.3,36612,0.0,0.0
loc_dist_ema20_atr_ts_top40,location,dist_ema20_atr,73224,0.6,48816,0.0,0.0
loc_dist_ema20_atr_ts_bot40,location,dist_ema20_atr,48816,0.4,48816,0.0,0.0
loc_dist_ema20_atr_ts_top50,location,dist_ema20_atr,61020,0.5,61020,0.0,0.0
loc_dist_ema20_atr_ts_bot50,location,dist_ema20_atr,61020,0.5,61020,0.0,0.0
loc_dist_ema20_atr_ts_top60,location,dist_ema20_atr,48816,0.4,48816,0.0,0.0
loc_dist_ema20_atr_ts_bot60,location,dist_ema20_atr,73224,0.6,48816,0.0,0.0
loc_dist_ema20_atr_ts_top70,location,dist_ema20_atr,36612,0.3,36612,0.0,0.0
loc_dist_ema20_atr_ts_bot70,location,dist_ema20_atr,85428,0.7,36612,0.0,0.0
loc_dist_ema20_atr_ts_bot80,location,dist_ema20_atr,97632,0.8,24408,0.0,0.0
loc_dist_ema20_atr_ts_band20_80,location,dist_ema20_atr,73224,0.6,48816,0.0,0.0
loc_dist_ema20_atr_ts_band25_75,location,dist_ema20_atr,61020,0.5,61020,0.0,0.0
loc_dist_ema20_atr_ts_band30_70,location,dist_ema20_atr,48816,0.4,48816,0.0,0.0
loc_dist_ema50_atr_ts_top20,location,dist_ema50_atr,97632,0.8,24408,0.0,0.0
loc_dist_ema50_atr_ts_top30,location,dist_ema50_atr,85428,0.7,36612,0.0,0.0
loc_dist_ema50_atr_ts_bot30,location,dist_ema50_atr,36612,0.3,36612,0.0,0.0
loc_dist_ema50_atr_ts_top40,location,dist_ema50_atr,73224,0.6,48816,0.0,0.0
loc_dist_ema50_atr_ts_bot40,location,dist_ema50_atr,48816,0.4,48816,0.0,0.0
loc_dist_ema50_atr_ts_top50,location,dist_ema50_atr,61020,0.5,61020,0.0,0.0
loc_dist_ema50_atr_ts_bot50,location,dist_ema50_atr,61020,0.5,61020,0.0,0.0
loc_dist_ema50_atr_ts_top60,location,dist_ema50_atr,48816,0.4,48816,0.0,0.0
loc_dist_ema50_atr_ts_bot60,location,dist_ema50_atr,73224,0.6,48816,0.0,0.0
loc_dist_ema50_atr_ts_top70,location,dist_ema50_atr,36612,0.3,36612,0.0,0.0
loc_dist_ema50_atr_ts_bot70,location,dist_ema50_atr,85428,0.7,36612,0.0,0.0
loc_dist_ema50_atr_ts_bot80,location,dist_ema50_atr,97632,0.8,24408,0.0,0.0
