regime_families_combo,count
trend|volatility,1753
volatility,863
trend|volatility|volatility_term_structure,133
volatility|volatility_term_structure,61
trend,54
,22
compression|trend|volatility,14
compression|volatility,8
trend|volatility_term_structure,7
compression|trend,4
volatility_term_structure,3
