,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
tf_tape,0.03539599,0.008771794,0.14283012,53.5,7.3200636,391.01434,1883.9795,485.5698,7309.719,0.32618782,0.08469985,1.2561828,0.3636038,0.07465463,1.7709247,2.0,0.07961485,0.5205414,1.0,0.97910446,1.0,0.0,1.0,1.1666666,0.9447762,1.0
reversion_target_distance,0.028382763,0.0013002763,0.61954623,47.666668,2.2110832,1027.601,1720.3805,110.96683,26672.016,0.27771837,0.019420046,3.9715395,0.3390781,0.040947687,2.8078256,1.0,1.0,0.5860141,0.7961401,0.9940299,1.0,0.0,2.0,0.33333334,0.83638453,2.0
vp_in_lvn_below_zone,0.025287144,0.0077032517,0.08300906,50.833332,11.006311,234.77692,1527.9446,438.89218,5319.335,0.23507148,0.06979311,0.79174864,0.29513434,0.07685151,1.1334101,6.0,0.7845688,0.90019435,0.70615685,0.9641791,1.0,0.0,2.5,2.0,0.7794311,3.0
G_EXH_GIVEBACK,0.021779351,0.007359268,0.064454794,33.5,6.9940453,160.45793,1211.2057,421.15503,3483.3235,0.20224915,0.07375488,0.55460364,0.23682633,0.091553114,0.6126139,9.0,0.14627032,0.0,0.6041926,0.9074627,1.0,0.0,4.5,5.1666665,0.70917165,4.0
ffd_z_24_06,0.018808216,0.003029843,0.11675489,31.0,6.5574384,146.55113,1016.5809,158.23177,6531.1577,0.17812276,0.027196057,1.1666293,0.197651,0.031334806,1.246726,3.0,0.66802055,0.98334247,0.5178279,0.94925374,1.0,0.0,7.5,2.8333333,0.6721188,5.0
dir_path_risk_skew_2h,0.016240783,0.0060772784,0.04340151,41.0,8.144527,206.39626,999.47656,356.1602,2804.7869,0.15044212,0.05785549,0.39119595,0.1975091,0.07674896,0.5082785,13.0,0.37445438,0.8013667,0.443198,0.9074627,1.0,0.0,9.0,5.1666665,0.62062454,6.0
ffd_mr_z_04,0.015282992,0.0025762352,0.09066325,29.666666,3.2489314,270.8925,840.8879,137.69157,5135.3354,0.13821815,0.023346964,0.8182758,0.16465487,0.03643103,0.7441795,5.0,0.07248196,0.70284784,0.41535702,0.9343284,1.0,0.0,12.0,3.6666667,0.6120285,7.0
gap_pct,0.012816402,0.0021890257,0.07503802,24.666666,4.6785564,130.04962,706.7109,110.65154,4513.631,0.114130706,0.02049747,0.63548416,0.13707477,0.025532693,0.7358993,7.0,0.21098061,0.95959705,0.3436584,0.9104478,1.0,0.0,15.5,5.0,0.56662405,8.0
rsi_slope_base,0.012572734,0.0047212834,0.033481073,27.666666,6.1282587,124.90407,700.8462,238.53366,2059.1865,0.11455604,0.04238601,0.30960888,0.13755475,0.057116795,0.33127403,20.0,0.29795712,0.90019435,0.33657545,0.8716418,1.0,0.0,18.5,7.1666665,0.5530269,9.0
bb_pos_12,0.011370513,0.0012972916,0.09966036,23.833334,2.2669117,250.5734,646.1924,81.55398,5120.1006,0.10176684,0.012462789,0.83099294,0.12415099,0.012123659,1.2713544,4.0,0.20255224,0.9103432,0.3016294,0.9223881,1.0,0.0,20.0,4.3333335,0.5464932,10.0
pct_breakout_t,0.014784748,0.008752025,0.024975795,29.166666,9.081422,93.67415,782.13446,432.968,1412.8857,0.1270709,0.074766956,0.21596457,0.14875874,0.075199574,0.29427245,37.0,0.07916874,0.02567655,0.40087408,0.70149255,0.8333333,0.0,26.5,16.666666,0.5208539,11.0
dip_velocity,0.010578557,0.0024879507,0.044979133,31.5,5.4390564,182.43054,704.86255,160.57544,3094.0674,0.09759131,0.020999612,0.45353526,0.1383943,0.039050084,0.4904723,11.0,0.9547379,0.4824686,0.2786089,0.86567163,1.0,0.0,13.5,7.5,0.51965284,12.0
signed_max_bar_ret_5h,0.009307746,0.0015917713,0.05442624,20.166666,2.2669117,179.40462,525.1301,72.20798,3818.9912,0.08561003,0.013255864,0.5528933,0.10048575,0.013628344,0.7409107,8.0,0.27972746,0.8595602,0.24166904,0.9343284,1.0,0.0,29.0,3.6666667,0.5165001,13.0
breakout_min,0.00962628,0.0021713763,0.042675823,21.333334,3.3499587,135.85574,550.80566,124.894966,2429.1362,0.09069258,0.019344341,0.42519638,0.104677625,0.018097518,0.6054645,15.0,0.5226778,0.9390878,0.25092816,0.9074627,1.0,0.0,28.5,5.1666665,0.5148761,14.0
