canonical_key,trigger,location,regime,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,mean_ic,ic_tstat,ic_sign_consistency,decile_spread_sharpe,mask_ic_uplift,regression_beta,regression_slope_fit,learnability_step_c_score,trade_path_quality_score,quality_stability_score,path_smoothness_term,path_survivability_term,path_stability_term,path_realized_profit_consistency_term,path_trajectory_smoothness_term,full_quality_score,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,preset,min_support_actual_pct,within_mask_ic,delta_within_mask_ic,entropy_reduction,support_objective_score,source_target,source_horizon,composite_score_step1,support_score,diversity_score,stage_b_score,stage_b_rejection_reason,top10_mean_ret,top10_net_ret,rule_type_class,production_classification,classification_diagnostics
(*)|(dist_range_mid_atr>-0.00037619297&loc_initial_balance_pos_24<=0.78158915&oiw_pos_delta_entry_dist_14d_atr<=0.62541038)|(price_rv_7d_robust_z>-0.46027112&price_trend_7d_vol_norm>-0.15386668),*,dist_range_mid_atr>-0.00037619297&loc_initial_balance_pos_24<=0.78158915&oiw_pos_delta_entry_dist_14d_atr<=0.62541038,price_rv_7d_robust_z>-0.46027112&price_trend_7d_vol_norm>-0.15386668,0.0010985593951772898,0.0010985593951772898,0.0008307868298706431,0.020094842091202735,0.12887338091660408,0.024314428388121655,1.0,1.0,0.6096096096096096,609,,,0.020808596113866228,-0.0027036134701502175,0.030371453269515607,0.046579616969459545,,0.6,0.12746033401736537,6.028019160195539,1.0,0.2646594926714897,0.0019099389242003856,0.7558960616588593,0.56895450666924,,,,,,,,,,,9.000675138587631e-05,0.0010085526437914134,5,1,1,5,5,stage_a_context,,short,5-way,True,,production,0.0972,0.12746033401736537,0.0019099389242003856,0.0327113151550293,1.0,primary_target,0,,0.9783090668670171,,0.39600225081209117,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0010985593951772898, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 609, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_range_mid_atr>-0.00050453463)|(fund_abs_z_mkt_resid<=0.42875731&grind_score_surprise>-0.34505334&up_down_return_mass_ratio_tanh<=0.71812874),*,dist_range_mid_atr>-0.00050453463,fund_abs_z_mkt_resid<=0.42875731&grind_score_surprise>-0.34505334&up_down_return_mass_ratio_tanh<=0.71812874,0.0009609897562768311,0.0009609897562768311,0.00047738321040375497,0.019471159018576146,0.13355697470573505,0.024587364995074336,1.0,1.0,0.607035175879397,650,,,0.013445778094061906,2.7022398631551603e-05,0.018409176414418128,0.027683283570216148,,0.8,0.17353464209229327,6.222206776788112,1.0,0.3618661969900131,0.04798424699912826,0.9419690847396851,0.46066551201798134,,,,,,,,,,,9.003294981725156e-05,0.0008709568064595796,5,1,1,4,4,stage_a_context,,short,4-way,True,,production,0.0992,0.17353464209229327,0.04798424699912826,-0.02659134864807129,1.0,primary_target,0,,0.9520809416478837,,0.3788195495983618,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0009609897562768311, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 650, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_local_swing<=0.002600044)|(dist_oiw_z_delta_96h_atr<=-0.79981458&price_trend_10d_vol_norm>-0.12598996&prior_volatility>-0.72700602),*,dist_local_swing<=0.002600044,dist_oiw_z_delta_96h_atr<=-0.79981458&price_trend_10d_vol_norm>-0.12598996&prior_volatility>-0.72700602,0.00026156990497838706,0.00026156990497838706,0.0021492852961359113,0.020786550641059876,0.13073496619083397,0.0086961516098791,1.0,1.0,0.7007007007007007,513,,,0.004915395234941393,-0.009485155523634393,0.0021560628436272542,0.04517230224216583,,0.6,0.12375634619885034,4.603076652193851,1.0,0.18456542119383812,-0.0017940488943146537,0.914855220913887,0.3745699813629268,,,,,,,,,,,9.001480042674451e-05,0.00017155510455164256,5,1,1,4,4,stage_a_context,,short,4-way,True,,production,0.11725,0.12375634619885034,-0.0017940488943146537,0.007158899307250976,1.0,primary_target,0,,0.9678841893313297,,0.31724754072999667,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.00026156990497838706, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 513, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_local_swing<=0.037599951)|(dist_funding_pressure_price_96h_atr<=0.088170595&price_trend_10d_vol_norm<=0.00000000000000000000000000000000001&price_trend_7d_vol_norm>-0.12582047&range_24h_pct>0.035613652),*,dist_local_swing<=0.037599951,dist_funding_pressure_price_96h_atr<=0.088170595&price_trend_10d_vol_norm<=0.00000000000000000000000000000000001&price_trend_7d_vol_norm>-0.12582047&range_24h_pct>0.035613652,0.0002801015943987295,0.0002801015943987295,0.0008215808033108867,0.019907648488879204,0.1294798021537691,0.03804388441265434,1.0,1.0,0.6158475426278837,340,,,0.011834710519861607,-0.0035211918331945675,0.0011683530290983117,0.020181762784560534,,0.6,0.15036851125584377,2.0212307275630748,1.0,0.34835545234382154,0.02481811616267877,1.1463207237422466,0.3259885778597711,,,,,,,,,,,9.000903088230162e-05,0.00019009256351642788,5,1,1,5,5,stage_a_context,,short,5-way,True,,production,0.08514901076884548,0.15036851125584377,0.02481811616267877,0.0889776587486267,1.0,primary_target,0,,0.9749131079388929,,0.31635429121864794,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0002801015943987295, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 340, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_local_swing<=0.0032000057)|(asset_funding_rate_mean_3d>-0.0000021271803&price_trend_15d_vol_norm>-0.048601788),*,dist_local_swing<=0.0032000057,asset_funding_rate_mean_3d>-0.0000021271803&price_trend_15d_vol_norm>-0.048601788,0.0007417802233248949,0.0007417802233248949,0.002931831759087635,0.022457150369882585,0.15912655146506388,0.09112859474034585,1.0,1.0,0.61,417,,,0.01947234917792886,0.006526243541946247,0.023663836914048976,0.03503069413109042,,0.8,0.1219599667914544,3.211719898933805,1.0,0.19996460080146788,-0.0035904283017105993,0.9608165740966796,0.3196530359805436,,,,,,,,,,,7.040761753021417e-05,0.0006713726057946806,5,1,1,3,3,stage_a_context,,short,3-way,True,,production,0.0761,0.1219599667914544,-0.0035904283017105993,-0.02243427038192749,0.853975176558978,primary_target,0,,0.5088913117956423,,0.3344182867123824,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0007417802233248949, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 417, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_local_swing<=0.0025299974&loc_session_pos_24>0.0091396458&zscore_price_50>-0.5053643)|(asset_atr_level_pct<=0.41660875),*,dist_local_swing<=0.0025299974&loc_session_pos_24>0.0091396458&zscore_price_50>-0.5053643,asset_atr_level_pct<=0.41660875,0.0004768769722431898,0.0004768769722431898,0.0021510569738673914,0.017425495199859142,0.11854243175557225,0.03888619944595009,1.0,1.0,0.641,370,,,0.01618803343558085,0.02140191980523764,0.023827506051936616,0.03415702245703763,,0.8,0.1562107873643795,2.328079070139475,1.0,0.3464581616222858,0.030660392271214476,1.285171926021576,0.3735854327687302,,,,,,,,,,,9.00375301688683e-05,0.0003868394420743215,5,1,1,4,4,stage_a_context,,short,4-way,True,,production,0.07235,0.1562107873643795,0.030660392271214476,-0.153844153881073,1.0,primary_target,0,,0.9638376178312045,,0.35214633168855025,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0004768769722431898, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 370, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_funding_pressure_price_12h_atr<=2.0215449&dist_range_mid_atr<=0.058811571&oiw_z_delta_entry_dist_7d_atr>-0.99822003)|(blowoff_risk_surprise<=0.040484216&bollinger_band_width<=0.013186844&funding_per_hour<=-0.0000047116891),*,dist_funding_pressure_price_12h_atr<=2.0215449&dist_range_mid_atr<=0.058811571&oiw_z_delta_entry_dist_7d_atr>-0.99822003,blowoff_risk_surprise<=0.040484216&bollinger_band_width<=0.013186844&funding_per_hour<=-0.0000047116891,0.00010368430812377483,0.00010368430812377483,0.0013615018079960802,0.02101275194436312,0.19650030553468573,0.056073560726019676,1.0,1.0,0.645,688,,,0.0007003932521736457,-0.021969433934295814,0.0002496499206862401,0.01732582037714193,,0.6,0.13903074627916473,4.845533837841221,1.0,0.257396000623703,0.013480351185999708,0.9742138624191284,0.3259273595821363,,,,,,,,,,,9.230053216119904e-05,1.1383775962575793e-05,5,1,1,6,6,stage_a_context,,short,6-way,True,,production,0.1328,0.13903074627916473,0.013480351185999708,-0.015532135963439941,0.25599511144502857,primary_target,0,,0.2995982890057599,,0.20568243579140777,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.00010368430812377483, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 688, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_local_swing<=0.017699972&loc_swing_range_pos_48>0.18564938)|(asset_funding_rate_mean_3d<=-0.000011088162),*,dist_local_swing<=0.017699972&loc_swing_range_pos_48>0.18564938,asset_funding_rate_mean_3d<=-0.000011088162,-0.00013325606705620884,0.00013325606705620884,0.0014248852293174625,0.02156290113925934,0.1573714450288004,0.04911196544223837,1.0,1.0,0.6428571428571429,701,,,-0.0030581036406339968,-0.015372131003597462,0.003924416006183135,0.006461624996198945,,0.6,0.1472903520847993,3.9608370862175377,1.0,0.281539235659875,0.021739956991634272,1.0957319676876067,0.25537528140483373,,,,,,,,,,,7.036676865863842e-05,6.288929839757042e-05,5,1,1,3,3,stage_a_context,,short,3-way,True,,production,0.07575,0.1472903520847993,0.021739956991634272,-0.05504922866821289,0.8820568795391934,primary_target,0,,0.5187199078387177,,0.24782021058996376,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.00013325606705620884, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 701, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(loc_session_pos_24>0.027754132&zscore_price_200>0.241981)|(asset_funding_rate_mean_15d>-0.000013689651&price_rv_15d_robust_z>0.10190318),*,loc_session_pos_24>0.027754132&zscore_price_200>0.241981,asset_funding_rate_mean_15d>-0.000013689651&price_rv_15d_robust_z>0.10190318,0.0025236289598979055,0.0025236289598979055,0.0018393031730321227,0.023754213005304337,0.10396645629852241,0.05097978692358601,1.0,1.0,0.5075075075075075,530,,,0.046595625292970545,0.037783690026767146,0.03896247429976594,0.06496606366118544,,1.0,0.04954822857869545,2.715833456916352,0.8,0.13772242031991483,-0.07600216651446955,0.4768869526684284,0.3202602024362922,,,,,,,,,,,9.039816896457779e-05,0.0024332307909333277,5,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.05245,0.04954822857869545,-0.07600216651446955,0.07810996770858765,1.0,primary_target,0,,0.8822121552717255,,0.511760630156027,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0025236289598979055, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 530, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_rolling_7d_high>0.0601473)|(choppiness_index_20<=-0.48922703&price_trend_7d_vol_norm>-0.11493707),*,dist_rolling_7d_high>0.0601473,choppiness_index_20<=-0.48922703&price_trend_7d_vol_norm>-0.11493707,0.0019373523129615933,0.0019373523129615933,0.0011744788308052142,0.02135513722896576,0.11140200100175306,0.03029088507696348,1.0,1.0,0.5190763052208835,251,,,0.04469739200004606,0.030531222761441486,0.06188653717519281,0.06486813335347252,,0.8,0.07128855002455697,1.4489026926877822,0.8,0.13507766798138618,-0.054261845068608025,0.45030202008783815,0.3629088386136787,,,,,,,,,,,7.012943390372941e-05,0.0018672228790578638,5,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.06286000500876535,0.07128855002455697,-0.054261845068608025,0.0023667216300964355,1.0,primary_target,0,,0.9238512056098171,,0.49272454528356635,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0019373523129615933, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 251, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
