rejection_reason,count
b_sign_consistency_too_low,1160
b_mask_ic_uplift_too_low,979
b_support_too_low,258
b_min_fold_support_too_low,290
b_positive_ic_fraction_too_low,231
low_support,6
b_support_too_high,16
b_decile_spread_too_low,5
b_oos_ic_too_low,12
b_support_instability_too_high,4
