canonical_key,trigger,location,regime,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,mean_ic,ic_tstat,ic_sign_consistency,decile_spread_sharpe,mask_ic_uplift,regression_beta,regression_slope_fit,learnability_step_c_score,trade_path_quality_score,quality_stability_score,path_smoothness_term,path_survivability_term,path_stability_term,path_realized_profit_consistency_term,path_trajectory_smoothness_term,full_quality_score,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,preset,min_support_actual_pct,within_mask_ic,delta_within_mask_ic,entropy_reduction,support_objective_score,source_target,source_horizon,composite_score_step1,support_score,diversity_score,stage_b_score,stage_b_rejection_reason,top10_mean_ret,top10_net_ret,rule_type_class,production_classification,classification_diagnostics,rule_gain_score,rule_split_score,rule_model_importance_score,is_too_narrow,is_too_broad,comp_bonus,pruner_rank_score,within_leaf_mean_ic,within_leaf_positive_ic_fraction,within_leaf_mean_top_quantile_spread,within_leaf_mean_edge_uplift,within_leaf_hit_lift,within_leaf_valid_folds,within_leaf_future_edge_learnability_score,learnability_definition,leaf_reconstructability_score,stage_c_rejection_reason,cheap_rank,step1_bucket_side,step1_bucket_horizon
(*)|(loc_ema_stack_pos_24<=0.82704198)|(oi_value_log_1d_robust_z>-0.75701135&price_trend_7d_vol_norm>-0.087766461&up_down_semivol_ratio_tanh<=-0.73366904),*,loc_ema_stack_pos_24<=0.82704198,oi_value_log_1d_robust_z>-0.75701135&price_trend_7d_vol_norm>-0.087766461&up_down_semivol_ratio_tanh<=-0.73366904,0.0024617597460746764,0.0024617597460746764,0.0025492712068576197,0.021788405999541283,0.13556016779363886,0.0547440285027661,1.0,1.0,0.526,116,,,0.026725276283227684,0.02295485467551567,0.027954441960271966,0.03221989251404167,,1.0,0.16571863191430408,1.529237700119748,0.8,0.34489361438900235,0.04016823682113907,1.040350604057312,0.3245041077578771,0.45157825410141483,3.1250000000000013e-07,0.0049852443410837635,0.020490149837090306,0.01,0.01,0.01,0.027063103392720222,0.005988312801409509,0.005988312801409509,9.005018271472343e-05,0.002371709563359953,5,1,1,4,4,stage_a_context,,short,4-way,False,b_min_fold_support_too_low|b_sign_consistency_too_low,production,0.02905083896819434,0.16571863191430408,0.04016823682113907,0.038592636585235596,1.0,primary_target,0,,0.9408630603556223,,0.48307311904896544,b_min_fold_support_too_low|b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0024617597460746764, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 116, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_min_fold_support_too_low|b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.7086375599702976,False,False,0.1,0.7086375599702976,0.042443181352623593,0.6,0.002459719371845634,-0.0004493234134485821,-0.03184972407271921,5,0.45157825410141483,within_leaf_future_edge,0.5418039155268828,,0.7086375599702976,short,0
(*)|(bars_in_high_vol_state_log_norm>-0.66854066)|(oiw_entry_zone_1d_atr<=0.63449079&price_rv_7d_robust_z<=-0.1442153&price_rv_7d_robust_z>-0.98145229),*,bars_in_high_vol_state_log_norm>-0.66854066,oiw_entry_zone_1d_atr<=0.63449079&price_rv_7d_robust_z<=-0.1442153&price_rv_7d_robust_z>-0.98145229,0.00208231087308377,0.00208231087308377,0.0010429550062456174,0.018675236403942107,0.13951127723516155,0.03316625185746615,1.0,1.0,0.529,585,,,0.04393090278395697,0.0352288726478812,0.03733464910618459,0.03882606473167391,,1.0,0.14466706103771593,2.6272318951677196,1.0,0.28773704431951047,0.01911666594455092,0.7753044962882996,0.3686166455208335,0.0,3.1250000000000013e-07,0.0017472249284356306,0.019759279542962138,0.01,0.01,0.01,0.0241815485060215,0.005918367566822815,0.005918367566822815,9.009475972514808e-05,0.001992216113358622,5,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low,production,0.0852,0.14466706103771593,0.01911666594455092,0.011958909034729005,1.0,primary_target,0,,0.9187368474830953,,0.49559852628351,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.00208231087308377, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 585, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.7367885197552535,False,False,0.1,0.7367885197552535,-0.02034047101404987,0.4,-0.0005721431376685168,-0.000571383175119102,0.007285174806594652,5,0.0,within_leaf_future_edge,0.5460514292311015,,0.7367885197552535,short,0
(*)|(*)|(asset_atr_level_pct>0.70291871&price_rv_15d_robust_z>0.40412158&price_trend_7d_vol_norm>-0.15842688&volume_entropy_24>-0.80566514),*,*,asset_atr_level_pct>0.70291871&price_rv_15d_robust_z>0.40412158&price_trend_7d_vol_norm>-0.15842688&volume_entropy_24>-0.80566514,0.0019828461372526363,0.0019828461372526363,0.0024678606562350994,0.03190014883875847,0.1039023441021788,0.04203999414401895,1.0,1.0,0.56312625250501,369,,,0.03604946433532087,0.018829325929374235,0.03833285424131578,0.05596681356556744,,0.8,0.12544196773216468,3.0694564152868375,1.0,0.2688227447681129,-0.00010842736100034333,0.8946427658200264,0.3371774065732603,0.8082843597100766,3.1250000000000013e-07,0.006641125004847799,0.014191074604394439,0.01,0.01,0.01,0.026570860296487808,0.005508780508737748,0.005508780508737748,9.040059997594459e-05,0.0018924455372766916,5,1,1,4,4,stage_a_context,,short,4-way,False,b_min_fold_support_too_low|b_sign_consistency_too_low,production,0.044,0.12544196773216468,-0.00010842736100034333,0.15833063125610353,1.0,primary_target,0,,0.8818531269722012,,0.47538902220676027,b_min_fold_support_too_low|b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0019828461372526363, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 369, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_min_fold_support_too_low|b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.8078580959384273,False,False,0.1,0.8078580959384273,0.08239431918091522,0.8,0.002797601505134461,0.001624551334827462,0.055228385469942076,5,0.8082843597100766,within_leaf_future_edge,0.4361794559254966,,0.8078580959384273,short,0
(*)|(*)|(asset_atr_level_pct>0.71751219&asset_funding_rate_mean_3d>-0.00000095808502&price_trend_7d_vol_norm>-0.12290443),*,*,asset_atr_level_pct>0.71751219&asset_funding_rate_mean_3d>-0.00000095808502&price_trend_7d_vol_norm>-0.12290443,0.003339040363789536,0.003339040363789536,0.004184282199007931,0.025316639244556426,0.10483102930127726,0.07196944696222499,1.0,1.0,0.556,354,,,0.04210167908005659,0.039920549393840474,0.044668214561160595,0.04922618318975255,,1.0,0.12624153474490546,2.456898940849351,0.8,0.21527775563299656,0.0006911396517404828,0.8842083275318146,0.2202449310065278,0.49336458654666826,3.1250000000000013e-07,0.006100173453754765,0.019356678814414545,0.01,0.01,0.01,0.02799546718597412,0.005479836727001522,0.005479836727001522,7.028475116533215e-05,0.003268755612624204,5,1,1,3,3,stage_a_context,,short,3-way,False,b_min_fold_support_too_low|b_sign_consistency_too_low,production,0.03635,0.12624153474490546,0.0006911396517404828,0.1933459997177124,1.0,primary_target,0,,0.8870537640871525,,0.550471933565835,b_min_fold_support_too_low|b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.003339040363789536, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 354, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_min_fold_support_too_low|b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.6312712406250799,False,False,0.3,0.6312712406250799,0.04441194608667242,0.6,0.00241244925914875,-6.811231451554504e-05,-0.0015287435876325307,5,0.49336458654666826,within_leaf_future_edge,0.385084226064416,,0.6312712406250799,short,0
(*)|(dist_prior_day_low<=0.052578382)|(dist_oiw_intensity_96h_atr<=-0.81297219&efficiency_ratio_20>-0.53693074&price_rv_7d_robust_z<=0.23418519&price_trend_15d_vol_norm>-0.062897772),*,dist_prior_day_low<=0.052578382,dist_oiw_intensity_96h_atr<=-0.81297219&efficiency_ratio_20>-0.53693074&price_rv_7d_robust_z<=0.23418519&price_trend_15d_vol_norm>-0.062897772,0.002638816641410813,0.002638816641410813,0.0029668436190033445,0.017448067665100098,0.10454332331580263,0.038919680235611834,1.0,1.0,0.525,152,,,0.039369119199310784,0.022260725850048124,0.03479785014051296,0.04053867234667059,,1.0,0.10394981515706317,10.635105653829156,1.0,0.30523557364940646,-0.021600579936101823,0.8567574381828308,0.48492321973779207,0.2904430606830169,3.1250000000000013e-07,0.005599468349273629,0.019053511068590892,0.01,0.01,0.01,0.02088530734181404,0.002422474414283217,0.002422474414283217,9.03766280588656e-05,0.0025484400133519475,5,1,1,5,5,stage_a_context,,short,5-way,False,b_min_fold_support_too_low|b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.03806661657901327,0.10394981515706317,-0.021600579936101823,0.041720104217529294,1.0,primary_target,0,,0.8854426105684947,,0.5010521360274691,b_min_fold_support_too_low|b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002638816641410813, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 152, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_min_fold_support_too_low|b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.8590854345340536,False,False,0.1,0.8590854345340536,0.005289415545319929,0.6,0.00019916525236713103,0.00045558498150231294,0.034542289148967495,5,0.2904430606830169,within_leaf_future_edge,0.040226282354673494,,0.8590854345340536,short,0
(*)|(*)|(log_oi_to_volume_7d<=0.29770151&oi_value_log_1d_robust_z>-0.037171252),*,*,log_oi_to_volume_7d<=0.29770151&oi_value_log_1d_robust_z>-0.037171252,0.0035450708630378356,0.0035450708630378356,0.005038384600035856,0.023650866374373435,0.1788261933383421,0.0378554908816881,1.0,1.0,0.5715715715715716,527,,,0.03605998419397438,0.020314398802745222,0.03612337655825234,0.045870965085795155,,1.0,0.09539947128430867,2.9998766507202417,1.0,0.2068316951394081,-0.030150923808856332,0.5659425318241119,0.3337345815696492,0.0,4.4341306202113645e-07,0.009285210365107138,0.020351752194319592,0.01,0.01,0.01,0.0709460899233818,0.00230630417780424,0.00230630417780424,8.623133511295104e-05,0.0034588395279248844,5,1,1,2,2,stage_a_context,,short,2-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.1319809666917105,0.09539947128430867,-0.030150923808856332,0.09038470685482025,0.5387809065865266,primary_target,0,,0.3985733173052842,,0.5057131250852194,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0035450708630378356, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 527, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.44693488682220645,False,False,0.15,0.44693488682220645,-0.013776525138946307,0.25,-0.0015351147027769262,-0.0006241221431342264,-0.0034615217895038186,4,0.0,within_leaf_future_edge,0.03445140493511679,,0.44693488682220645,short,0
(*)|(dist_prior_day_high>0.050703723&oiw_intensity_entry_dist_7d_atr<=1.1806041)|(asset_funding_rate_abs_mean_7d>0.0000062662198&fund_rate_z_14d<=0.83070028&funding_mean_15d_robust_z<=1.1926495&price_trend_15d_vol_norm>-0.077737674),*,dist_prior_day_high>0.050703723&oiw_intensity_entry_dist_7d_atr<=1.1806041,asset_funding_rate_abs_mean_7d>0.0000062662198&fund_rate_z_14d<=0.83070028&funding_mean_15d_robust_z<=1.1926495&price_trend_15d_vol_norm>-0.077737674,0.0020674185594543814,0.0020674185594543814,0.002993109946908511,0.025022607669234274,0.12706567493112947,0.018991049636208575,1.0,1.0,0.5645645645645646,407,,,0.03441694823470218,-0.02212422485057032,0.06561569668079224,0.07291593649358312,,0.6,0.09736154360288926,5.282961492232175,1.0,0.14245257526636124,-0.028188851490275724,0.5414126798510551,0.3337415998262666,0.0,3.1250000000000013e-07,0.006050660730274465,0.01661559620070701,0.01,0.01,0.01,0.020905012264847755,0.00224353508498855,0.00224353508498855,9.00019201558145e-05,0.001977416639298567,5,1,1,6,6,stage_a_context,,short,6-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.10192837465564739,0.09736154360288926,-0.028188851490275724,0.16702985763549805,1.0,primary_target,0,,0.988432220385675,,0.46778034969951304,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0020674185594543814, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 407, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.7036083265656677,False,False,0.1,0.7036083265656677,0.00243120269016929,0.4,-0.0007100485401744875,-0.0010534769143050577,-0.05011307516096938,5,0.0,within_leaf_future_edge,0.03302736938217621,,0.7036083265656677,short,0
(*)|(dist_prior_day_low<=0.054770425&loc_initial_balance_pos_48<=0.56678325&zscore_price_200>0.38676029)|(funding_mean_10d_robust_z>-0.54175413),*,dist_prior_day_low<=0.054770425&loc_initial_balance_pos_48<=0.56678325&zscore_price_200>0.38676029,funding_mean_10d_robust_z>-0.54175413,0.002440861985087395,0.002440861985087395,0.0036676690277909537,0.0202862523496151,0.11986446280991736,0.05641056889424599,1.0,1.0,0.5245245245245245,165,,,0.028531997532258834,0.008205719088622374,0.03271986965336564,0.05267633049162878,,0.8,0.09686362652150375,2.321946416100212,0.8,0.16245710542425512,-0.028686768571661247,0.7818826556205749,0.29301732325157875,0.0,3.1250000000000013e-07,0.0063649145275879475,0.016796159043064026,0.01,0.01,0.01,0.027035119011998177,0.002186887693869617,0.002186887693869617,9.002373636800764e-05,0.002350838248719387,5,1,1,4,4,stage_a_context,,short,4-way,False,b_min_fold_support_too_low|b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.04132231404958678,0.09686362652150375,-0.028686768571661247,0.0893089771270752,1.0,primary_target,0,,0.9712409917355371,,0.4839905558121631,b_min_fold_support_too_low|b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002440861985087395, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 165, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_min_fold_support_too_low|b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.6737629783996358,False,False,0.1,0.6737629783996358,-0.09005053772791143,0.4,-0.004084303738648017,-0.0023615539152376367,-0.09359309077124531,5,0.0,within_leaf_future_edge,0.030603141624074754,,0.6737629783996358,short,0
(*)|(dist_funding_pressure_price_12h_atr<=0.80824393&loc_prev_week_range_pos_24>0.54274291&oiw_z_delta_entry_dist_7d_atr>-0.93228304)|(leverage_build_score>0.43012202),*,dist_funding_pressure_price_12h_atr<=0.80824393&loc_prev_week_range_pos_24>0.54274291&oiw_z_delta_entry_dist_7d_atr>-0.93228304,leverage_build_score>0.43012202,0.002494949265383184,0.002494949265383184,0.0041882312367197035,0.022539141401648522,0.1259389331329827,0.03969565079458786,1.0,1.0,0.5465465465465466,216,,,0.02552808866763917,-0.0061929148033773125,0.025408693972826094,0.05715177159634918,,0.6,0.058965010350821544,1.4036302905647289,0.8,0.13587734401226043,-0.06658538474234346,0.7130405247211457,0.5216749091888023,0.6065027093574985,3.1250000000000013e-07,0.003612442521295229,0.017747036840203095,0.01,0.01,0.01,0.02252063248306513,0.00218001559046244,0.00218001559046244,9.00003967179427e-05,0.0024049488686652414,5,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.054094665664913597,0.058965010350821544,-0.06658538474234346,-0.011268126964569091,1.0,primary_target,0,,0.9947419744552968,,0.4854161700170174,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002494949265383184, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 216, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.39093397986337336,False,False,0.1,0.39093397986337336,0.04610508342379725,0.6,0.0020272895197283444,0.0012814830940701398,0.003351428877355589,5,0.6065027093574985,within_leaf_future_edge,0.02947746075192077,,0.39093397986337336,short,0
(*)|(loc_session_pos_24>0.027754132&zscore_price_200>0.241981)|(asset_funding_rate_mean_15d>-0.000013689651&price_rv_15d_robust_z>0.10190318),*,loc_session_pos_24>0.027754132&zscore_price_200>0.241981,asset_funding_rate_mean_15d>-0.000013689651&price_rv_15d_robust_z>0.10190318,0.0025236289598979055,0.0025236289598979055,0.0018393031730321227,0.023754213005304337,0.10396645629852241,0.05097978692358601,1.0,1.0,0.5075075075075075,530,,,0.046595625292970545,0.037783690026767146,0.03896247429976594,0.06496606366118544,,1.0,0.04954822857869545,2.715833456916352,0.8,0.13772242031991483,-0.07600216651446955,0.4768869526684284,0.3202602024362922,0.0,3.1250000000000013e-07,0.010167954607951314,0.020785073991313113,0.01,0.01,0.01,0.04162053391337395,0.0021717252417918285,0.0021717252417918285,9.039816896457779e-05,0.0024332307909333277,5,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.05245,0.04954822857869545,-0.07600216651446955,0.07810996770858765,1.0,primary_target,0,,0.8822121552717255,,0.511760630156027,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0025236289598979055, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 530, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.8885084901587231,False,False,0.1,0.8885084901587231,-0.03459839139999045,0.6,-0.002889780180214507,-0.001355018684344014,-0.025049623922479246,5,0.0,within_leaf_future_edge,0.03029753671115363,,0.8885084901587231,short,0
