canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(loc_bb_channel_pos_48<=0.29922387)|(oi_value_z_90d>-0.54472995&price_trend_15d_vol_norm<=-0.016449157),3,3,location|regime,open_interest,compression,compression|open_interest
(*)|(loc_bb_channel_pos_48<=0.29922387)|(price_trend_15d_vol_norm>-0.016449157),2,2,location|regime,open_interest,compression,compression|open_interest
(*)|(loc_bb_channel_pos_48>0.29922387)|(asset_atr_level_pct<=0.33530229&asset_funding_rate_mean_3d<=-0.0000029891153),3,3,location|regime,asset_state|perp_tradeability,compression,asset_state|compression|perp_tradeability
(*)|(loc_bb_channel_pos_48>0.29922387)|(asset_atr_level_pct>0.33530229&oi_z>0.036145043&volume_trend_48<=0.12612724&volume_trend_48>-0.13613497),5,5,location|regime,asset_state|liquidity|open_interest,compression,asset_state|compression|liquidity|open_interest
(*)|(loc_bb_channel_pos_48>0.29922387)|(asset_atr_level_pct>0.33530229&volume_trend_48>0.12612724),3,3,location|regime,asset_state|liquidity,compression,asset_state|compression|liquidity
(*)|(distance_to_ema>-0.76473248)|(log_oi_to_volume_1d<=40.975201&oi_value_z_90d<=-0.12758473&prior_range>-0.43124193),4,4,location|regime,context|open_interest,context,context|open_interest
(*)|(dist_prior_day_low<=0.026149228&zscore_price_200<=-0.81417233)|(asset_vol_level_pct>0.37821406&log_oi_to_volume_1d<=41.700108),4,4,location|regime,asset_state|open_interest,context,asset_state|context|open_interest
(*)|(dist_prior_day_low<=0.026149228&zscore_price_200>-0.81417233)|(asset_vol_level_pct>0.37821406&log_oi_to_volume_1d<=41.700108),4,4,location|regime,asset_state|open_interest,context,asset_state|context|open_interest
(*)|(dist_prior_day_low>0.026149228)|(asset_minus_mkt_oi_1d_peer_resid<=0.99605006&volume_trend_48<=-0.00064870709),3,3,location|regime,liquidity|residual,context,context|liquidity|residual
(*)|(dist_prior_day_low>0.026149228)|(asset_minus_mkt_oi_1d_peer_resid<=0.99605006&volume_trend_48<=0.11098052&volume_trend_48>-0.00064870709),4,4,location|regime,liquidity|residual,context,context|liquidity|residual
(*)|(dist_prior_day_low>0.026149228)|(asset_minus_mkt_oi_1d_peer_resid<=0.99605006&volume_trend_48>0.11098052),3,3,location|regime,liquidity|residual,context,context|liquidity|residual
(*)|(dist_prior_day_low>0.026149228)|(asset_minus_mkt_oi_1d_peer_resid>0.99605006),2,2,location|regime,residual,context,context|residual
(*)|(loc_initial_balance_pos_24<=0.091838203)|(log_oi_to_volume_1d<=40.183464&prior_range>-0.29480663),3,3,location|regime,context|open_interest,context,context|open_interest
(*)|(loc_initial_balance_pos_24>0.091838203&loc_session_pos_48<=0.85184997)|(asset_minus_mkt_oi_1d<=-0.00065986998&log_oi_to_volume_1d<=40.183464&price_trend_15d_vol_norm<=-0.00089286867),5,5,location|regime,open_interest,context,context|open_interest
(*)|(loc_initial_balance_pos_24>0.091838203)|(funding_vol_7d_robust_z<=0.16968569&log_oi_to_volume_1d<=40.183464&price_trend_15d_vol_norm>-0.00089286867),4,4,location|regime,open_interest,context,context|open_interest
(*)|(loc_initial_balance_pos_24>0.091838203)|(funding_vol_7d_robust_z>0.16968569&log_oi_to_volume_1d<=40.183464&price_trend_15d_vol_norm>-0.00089286867),4,4,location|regime,open_interest,context,context|open_interest
(*)|(dist_range_mid_atr>0.0011487522)|(log_oi_to_volume_1d>40.183464),2,2,location|regime,open_interest,context,context|open_interest
(*)|(dist_local_swing<=0.00037999637&oiw_pos_delta_entry_dist_14d_atr>-0.46922529)|(*),2,2,location,,context|open_interest_location,context|open_interest_location
(*)|(dist_local_swing>0.00037999637&loc_bb_channel_pos_48<=0.29473627)|(oi_rank>0.20089287),3,3,location|regime,open_interest,compression|context,compression|context|open_interest
(*)|(dist_local_swing>0.00037999637&dist_rolling_7d_high<=0.082380027&loc_bb_channel_pos_48>0.29473627)|(price_trend_15d_vol_norm<=0.019678267),4,4,location|regime,open_interest,compression|context,compression|context|open_interest
(*)|(dist_local_swing>0.00037999637&loc_bb_channel_pos_48>0.29473627)|(price_trend_15d_vol_norm>0.019678267&range_expansion_ratio<=0.00000000000000000000000000000000001),4,4,location|regime,open_interest|volatility_term_structure,compression|context,compression|context|open_interest|volatility_term_structure
(*)|(loc_session_pos_24>0.0091396458&zscore_price_50<=-0.5053643)|(funding_persistence>0.52083337&funding_vol_7d_robust_z>-0.25455764),4,4,location|regime,funding|open_interest,context,context|funding|open_interest
(*)|(dist_local_swing<=0.0025299974&loc_session_pos_24>0.0091396458&zscore_price_50>-0.5053643)|(asset_atr_level_pct<=0.41660875),4,4,location|regime,asset_state,context,asset_state|context
(*)|(dist_local_swing>0.0025299974&loc_session_pos_24>0.0091396458&zscore_price_50>-0.5053643)|(asset_minus_mkt_oi_1d_peer_resid<=0.27265626&oi_value_log_7d_robust_z>-0.85044438),5,5,location|regime,open_interest|residual,context,context|open_interest|residual
(*)|(dist_local_swing>0.0025299974&loc_session_pos_24>0.0091396458&zscore_price_50>-0.5053643)|(asset_minus_mkt_oi_1d_peer_resid>0.27265626&oi_value_log_7d_robust_z>-0.85044438),5,5,location|regime,open_interest|residual,context,context|open_interest|residual
(*)|(dist_prior_day_low<=0.042223942)|(asset_vol_level_pct<=0.33026409&log_oi_to_volume_1d<=41.455032&price_trend_15d_vol_norm>-0.032665718),4,4,location|regime,asset_state|open_interest,context,asset_state|context|open_interest
(*)|(dist_prior_day_low>0.042223942)|(log_oi_to_volume_1d<=41.455032&oi_value_log_7d_robust_z<=-0.20414427),3,3,location|regime,open_interest,context,context|open_interest
(*)|(dist_prior_day_low>0.042223942)|(log_oi_to_volume_1d<=41.455032&oi_value_log_7d_robust_z>-0.20414427),3,3,location|regime,open_interest,context,context|open_interest
(*)|(*)|(log_oi_to_volume_1d>41.455032&oi_rank>0.56398809),2,2,regime,open_interest,,open_interest
(*)|(loc_initial_balance_pos_48<=0.028582301)|(range_expansion_ratio>0.14717115),2,2,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_prior_day_low<=0.070840061&loc_initial_balance_pos_48>0.028582301&loc_prior_bar_pos_24<=-0.28378177)|(log_oi_to_volume_1d<=41.543777),4,4,location|regime,open_interest,context,context|open_interest
(*)|(dist_prior_day_low<=0.070840061&loc_initial_balance_pos_48>0.028582301&loc_prior_bar_pos_24>-0.28378177)|(dist_funding_pressure_price_96h_atr>-0.56602108&funding_persistence<=0.55059522&log_oi_to_volume_1d<=41.543777),6,6,location|regime,funding|open_interest|perp_tradeability,context,context|funding|open_interest|perp_tradeability
