fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon,total_splits,total_gain,is_healthy_fold,health_reason
0,42,183,0.20344073642142643,6,64,3897,quantile,0.35,quantile,quantile,atr_norm_returns_target,5,1556,9308.904,True,healthy
1,42,205,0.20048358200479066,6,64,3781,quantile,0.35,quantile,quantile,atr_norm_returns_target,5,1755,9570.292,True,healthy
2,42,85,0.1908605724770077,6,64,3662,quantile,0.35,quantile,quantile,atr_norm_returns_target,5,725,6552.1235,True,healthy
3,42,129,0.2086740319168688,6,64,3745,quantile,0.35,quantile,quantile,atr_norm_returns_target,5,1106,8088.48,True,healthy
4,42,284,0.20132092808601199,6,64,3561,quantile,0.35,quantile,quantile,atr_norm_returns_target,5,2444,10639.213,True,healthy
