fold_id,seed,regime_family,gain,split
0,42,asset_relative_funding,52.723125,18.0
0,42,asset_state,469.38763,47.0
0,42,compression,250.56322,43.0
0,42,context,323.03235,43.0
0,42,crowding,30.011446,11.0
0,42,funding,208.7648,60.0
0,42,liquidity,280.94623,55.0
0,42,momentum,62.93494,16.0
0,42,open_interest,3018.353,401.0
0,42,path_structure,297.83838,68.0
0,42,perp_tradeability,663.6063,169.0
0,42,residual,200.55206,61.0
0,42,trend,135.03815,29.0
0,42,volatility,44.75127,12.0
0,42,volatility_term_structure,114.20743,28.0
1,42,asset_relative_funding,45.45851,13.0
1,42,asset_state,313.7156,44.0
1,42,compression,266.96442,56.0
1,42,context,198.94661,33.0
1,42,crowding,40.126694,13.0
1,42,funding,155.41476,53.0
1,42,liquidity,165.51852,55.0
1,42,momentum,77.90788,23.0
1,42,open_interest,3062.3223,427.0
1,42,path_structure,430.5138,90.0
1,42,perp_tradeability,866.5498,201.0
1,42,residual,296.37604,93.0
1,42,trend,182.2744,39.0
1,42,volatility,100.68591,23.0
1,42,volatility_term_structure,126.35097,35.0
2,42,asset_relative_funding,13.649292,4.0
2,42,asset_state,445.70502,31.0
2,42,compression,198.8623,24.0
2,42,context,121.88907,12.0
2,42,crowding,7.23128,3.0
2,42,funding,46.615387,14.0
2,42,liquidity,77.59655,19.0
2,42,momentum,34.85273,7.0
2,42,open_interest,1915.1194,194.0
2,42,path_structure,196.58932,31.0
2,42,perp_tradeability,526.77954,92.0
2,42,residual,82.69446,20.0
2,42,trend,111.53999,14.0
2,42,volatility,89.78035,11.0
2,42,volatility_term_structure,289.29968,25.0
3,42,asset_relative_funding,37.38287,8.0
3,42,asset_state,427.85068,28.0
3,42,compression,468.33502,54.0
3,42,context,289.03732,34.0
3,42,crowding,6.947901,4.0
3,42,funding,40.531902,19.0
3,42,liquidity,179.60367,31.0
3,42,momentum,14.068649,5.0
3,42,open_interest,2405.1226,285.0
3,42,path_structure,369.47708,57.0
3,42,perp_tradeability,663.6417,138.0
3,42,residual,221.85794,53.0
3,42,trend,178.42235,30.0
3,42,volatility,62.408394,17.0
3,42,volatility_term_structure,256.38535,39.0
4,42,asset_relative_funding,44.68918,19.0
4,42,asset_state,564.2103,52.0
4,42,compression,532.056,90.0
4,42,context,496.00266,69.0
4,42,crowding,50.874115,25.0
4,42,funding,123.33734,58.0
4,42,liquidity,233.4689,76.0
4,42,momentum,42.11637,18.0
4,42,open_interest,2972.9585,606.0
4,42,path_structure,259.55844,85.0
4,42,perp_tradeability,653.81177,242.0
4,42,residual,291.9167,132.0
4,42,trend,207.63841,61.0
4,42,volatility,130.04414,37.0
4,42,volatility_term_structure,389.63568,85.0
