feature_name,group,usage_count
log_oi_to_volume_1d,regime,537
price_trend_15d_vol_norm,regime,469
dist_prior_day_low,location,467
price_trend_7d_vol_norm,regime,422
log_oi_to_volume_7d,regime,365
dist_local_swing,location,326
range_24h_pct,regime,304
asset_funding_rate_abs_mean_7d,regime,290
asset_atr_level_pct,regime,281
up_down_semivol_ratio_tanh,regime,281
loc_bb_channel_pos_48,location,226
prior_volatility,regime,213
trend_acceleration,regime,207
loc_session_pos_48,location,188
dist_rolling_7d_high,location,184
pullback_depth,location,181
asset_vol_level_pct,regime,169
price_rv_15d_robust_z,regime,165
price_rv_7d_robust_z,regime,163
dist_funding_pressure_price_96h_atr,regime,160
price_trend_10d_vol_norm,regime,151
dist_funding_pressure_price_12h_atr,location,148
asset_funding_rate_mean_7d,regime,142
bars_in_high_vol_state_log_norm,location,141
loc_pullback_depth_24,location,139
loc_swing_range_pos_48,location,136
zscore_price_200,location,128
oi_value_log_7d_robust_z,regime,121
volume_trend_48,regime,117
funding_mean_10d_robust_z,regime,111
return_autocorr_48,regime,110
loc_session_pos_24,location,105
asset_minus_mkt_oi_1d_peer_resid,regime,103
asset_funding_rate_mean_3d,regime,102
oi_value_log_1d_robust_z,regime,101
oiw_z_delta_entry_dist_7d_atr,location,101
dist_oiw_signed_delta_12h_atr,location,101
funding_mean_15d_robust_z,regime,99
prior_range,regime,97
loc_prior_bar_pos_48,location,94
oi_value_z_90d,regime,92
atr_compression_ratio,regime,92
loc_swing_range_pos_24,location,90
ema50_slope,regime,89
variance_ratio_10_48,regime,88
oiw_intensity_entry_dist_7d_atr,location,85
asset_funding_rate_mean_15d,regime,85
oi_vol_15d_robust_z,regime,85
range_expansion_ratio,regime,83
dist_oiw_z_delta_96h_atr,regime,83
oiw_entry_zone_1d_atr,regime,82
dist_oiw_intensity_96h_atr,regime,81
amihud_illiq,regime,80
loc_prev_week_range_pos_48,location,77
oi_expansion_compression_balance_24h,regime,74
up_down_return_mass_ratio_tanh,regime,74
oi_value_z_30d,regime,72
zscore_price_50,location,72
compression_ratio,regime,72
oi_expansion_compression_balance_96h,regime,68
atr_percentile,regime,68
compression_score,regime,68
dist_range_mid_atr,location,67
price_rv_10d_robust_z,regime,66
loc_pullback_depth_48,location,65
loc_prior_bar_pos_24,location,65
funding_vol_15d_robust_z,regime,63
oiw_pos_delta_entry_dist_14d_atr,location,62
loc_initial_balance_pos_24,location,60
funding_persistence,regime,59
oiw_pos_delta_entry_dist_7d_atr,location,59
bollinger_band_width,regime,58
loc_initial_balance_pos_48,location,57
loc_range_pos_48,location,56
grind_score_surprise,regime,56
loc_ema_stack_pos_24,location,55
oiw_z_delta_entry_dist_14d_atr,location,52
volume_percentile,regime,52
loc_range_pos_24,location,51
loc_prev_week_range_pos_24,location,51
funding_vol_7d_robust_z,regime,48
rolling_range_20,regime,47
volume_autocorr_48,regime,46
exh_qual_surprise,regime,46
loc_prev_day_range_pos_24,location,44
funding_z,regime,44
dist_ema20_atr,location,41
oi_to_volume_1d_z_90d,regime,40
choppiness_index_20,regime,39
fund_abs_z_mkt_resid,regime,39
distance_to_ema,location,39
oi_rank,regime,39
oi_vol_7d_robust_z,regime,37
asset_funding_z,regime,37
xasset_asset_minus_basket_fund_z,regime,36
volume_zscore_48h,regime,36
leverage_build_score,regime,36
cs_rank_oi_value_z_30d,regime,36
loc_prev_day_range_pos_48,location,36
volume_price_corr_ts_resid,regime,35
leverage_build,regime,35
funding_mean_7d_robust_z,regime,34
dist_prior_day_high,location,32
asset_minus_mkt_oi_7d,regime,32
loc_ema_stack_pos_48,location,32
donchian_zone_1d_atr,regime,32
asset_minus_mkt_oi_1d,regime,31
asset_minus_mkt_oi_1d_z_90d,regime,31
dist_ema200_atr,location,31
dist_oiw_abs_delta_12h_atr,location,31
oi_vol_10d_robust_z,regime,31
true_range_percentile,regime,30
spectral_entropy_ret_24,regime,30
dist_ma100_atr,location,29
xasset_asset_minus_mkt_funding,regime,29
funding_per_hour_mkt_resid,regime,28
efficiency_ratio_20,regime,27
volume_entropy_24,regime,27
spike_score_surprise,regime,27
rvol_z_peer_resid,regime,27
range_per_funding_abs_z_24h,regime,25
oi_trend_7d_robust_z,regime,25
ema_slope_norm,regime,25
funding_vol_10d_robust_z,regime,24
direction_entropy_20,regime,24
oi_trend_10d_robust_z,regime,23
xasset_funding_peer_resid,regime,23
loc_pivot_ladder_pos_48,location,21
vol_z_peer_resid,regime,20
funding_per_hour,regime,18
funding_rate,regime,18
oiw_intensity_entry_dist_1d_atr,location,17
dist_ema50_atr,location,17
funding_abs_z,regime,17
oi_z,regime,16
loc_pivot_ladder_pos_24,location,16
fund_rate_z_14d,regime,15
funding_per_hour_z,regime,15
xasset_funding_ts_resid,regime,14
funding_rank_30d,regime,14
overext_surprise,regime,13
funding_mom_w,regime,9
loc_bb_channel_pos_24,location,9
oiw_pos_delta_entry_dist_1d_atr,location,9
funding_1d_chg_peer_resid,regime,3
oiw_z_delta_entry_dist_1d_atr,location,3
blowoff_risk_surprise,regime,2
