fold_id,seed,group,used_feature_count,split_count
0,42,location,38,353
0,42,regime,56,803
1,42,location,37,197
1,42,regime,52,349
2,42,location,24,44
2,42,regime,32,77
3,42,location,27,63
3,42,regime,37,102
4,42,location,40,831
4,42,regime,61,1705
