fold_id,seed,group,gain,split
0,42,location,12.269207025761716,72
0,42,regime,73.30388679560417,447
1,42,location,0.12251199781894684,1
1,42,regime,3.3822048073634505,11
2,42,location,20.319527754825685,380
2,42,regime,129.84237449032133,2381
