feature_name,group,usage_count
symbol_minus_mkt_ret_1h,regime,747
mark_vs_perp_bps,regime,616
mark_perp_dislocation,regime,588
range_24h_pct,regime,513
asset_atr_level_pct,regime,473
dist_rolling_7d_high,location,461
up_down_semivol_ratio_tanh,regime,395
asset_funding_rate_mean_15d,regime,259
pullback_depth,location,211
ob_pressure_mkt_resid,regime,206
oi_1d_chg_z,regime,200
abs_ret_per_oi_z_24h,regime,200
ob_imbalance_mkt_resid,regime,197
oi_value_1d_chg_z_90d,regime,187
asset_vol_level_pct,regime,186
dist_prior_day_high,location,171
prior_range,regime,166
price_rv_15d_robust_z,regime,129
path_efficiency_24_ts_resid,regime,127
loc_prior_bar_pos_48,location,126
dist_ema200_atr,location,122
loc_prior_bar_pos_24,location,112
price_trend_7d_vol_norm,regime,112
atr_percentile,regime,111
ret24h_bench_resid,regime,109
loc_swing_range_pos_24,location,108
price_x_oi_7d,regime,108
funding_mean_10d_robust_z,regime,108
entry_quality_composite_ts_resid,regime,107
zscore_price_200,location,104
ob_spread_z_24h,regime,100
loc_swing_range_pos_48,location,96
price_trend_15d_vol_norm,regime,94
dist_local_swing,location,93
prior_volatility,regime,93
bars_in_high_vol_state_log_norm,location,92
trend_pct_resid,regime,89
oi_trend_10d_robust_z,regime,89
loc_session_pos_24,location,87
asset_ret_vs_universe_4h,regime,87
coherence_24_ts_resid,regime,76
funding_per_hour,regime,74
asset_ret_vs_universe_24h,regime,73
asset_minus_universe_median_ret_4h,regime,71
rv_24h_peer_resid,regime,69
realized_volatility_24h,regime,68
loc_session_pos_48,location,67
log_oi_to_volume_1d,regime,64
funding_mom_4h,regime,62
asset_minus_universe_median_ret_48h,regime,61
funding_rate,regime,60
asset_minus_universe_median_ret_24h,regime,60
rv_24h,regime,60
trend_pct_mkt_resid,regime,59
asset_funding_rate_abs_mean_7d,regime,59
carry_adj_ret_self_z_10h,regime,58
direction_entropy_20,regime,57
return_autocorr_48,regime,56
asset_minus_mkt_oi_7d_z_180d,regime,55
price_trend_10d_vol_norm,regime,55
oi_3d_chg_z,regime,54
range_expansion_ratio,regime,53
spike_score_surprise,regime,53
dist_funding_pressure_price_96h_atr,regime,51
log_oi_to_volume_7d,regime,51
oi_chg_z_2h,regime,50
spectral_entropy_ret_24,regime,50
distance_to_ema,location,49
trend_acceleration,regime,49
carry_adj_short_ret_self_z_10h,regime,48
dist_oiw_z_delta_96h_atr,regime,47
dist_ema_fast,regime,47
dist_prior_day_low,location,45
asset_funding_rate_mean_3d,regime,45
volume_trend_48,regime,45
oi_value_3d_chg_z_90d,regime,45
impact_per_oi_intensity_z_24h,regime,44
funding_persistence,regime,43
oiw_z_delta_entry_dist_14d_atr,location,42
funding_1d_chg_ts_resid,regime,42
compression_score,regime,42
oi_1d_x_funding_1d_chg,regime,41
oiw_z_delta_entry_dist_7d_atr,location,40
loc_pullback_depth_48,location,40
xasset_ob_liquidity_peer_resid,regime,39
oiw_entry_zone_1d_atr,regime,38
ob_spread_mkt_resid,regime,38
funding_vol_7d_robust_z,regime,37
funding_mean_7d_robust_z,regime,37
zscore_price_50,location,37
ema20_slope_5h,regime,36
bollinger_band_width,regime,36
oi_value_z_30d,regime,36
funding_mean_15d_robust_z,regime,35
dist_ema20_atr,location,35
oi_to_volume_1d_z_90d,regime,35
rolling_range_20,regime,34
ret48h_bench_resid,regime,34
atr_expansion_ts_resid,regime,34
oi_vol_7d_robust_z,regime,34
loc_range_pos_48,location,34
oi_vel_2h,regime,33
dist_oiw_abs_delta_12h_atr,regime,33
asset_funding_rate_mean_7d,regime,32
excess_6h_ts_resid,regime,32
oi_chg_8h_mkt_resid,regime,31
dist_funding_pressure_price_12h_atr,regime,31
tail_asymmetry_q90_q10_atr_norm,regime,31
asset_ret_vs_universe_48h,regime,31
ema_slope_norm,regime,30
choppiness_index_20,regime,29
loc_initial_balance_pos_48,location,29
loc_pullback_depth_24,location,29
