canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_prior_day_high>0.033657067)|(mark_vs_perp_bps>0.32001621&prior_range<=0.1788338&volume_trend_48<=-0.116089),4,4,location|regime,context|liquidity|perp_tradeability,context,context|liquidity|perp_tradeability
(*)|(dist_prior_day_high>0.033657067)|(mark_vs_perp_bps>0.32001621&prior_range<=0.1788338&volume_trend_48>-0.116089),4,4,location|regime,context|liquidity|perp_tradeability,context,context|liquidity|perp_tradeability
(*)|(*)|(asset_funding_rate_mean_7d>-0.0000038158564&mark_vs_perp_bps<=1.8240614&prior_range>0.1788338),3,3,regime,context|perp_tradeability,,context|perp_tradeability
(*)|(*)|(mark_vs_perp_bps>1.8240614&prior_range>0.1788338&trend_pct_mkt_resid<=-0.0087561132),3,3,regime,context|perp_tradeability|residual,,context|perp_tradeability|residual
(*)|(*)|(mark_vs_perp_bps>1.8240614&prior_range>0.1788338&trend_pct_mkt_resid>-0.0087561132),3,3,regime,context|perp_tradeability|residual,,context|perp_tradeability|residual
(*)|(*)|(range_24h_pct<=0.055619359&up_down_semivol_ratio_tanh>0.6883142),2,2,regime,compression|path_structure,,compression|path_structure
(*)|(*)|(dist_oiw_abs_delta_12h_atr<=0.44176611&mark_vs_perp_bps<=-1.7087995&prior_volatility<=0.39207774&range_24h_pct>0.055619359),4,4,regime,compression|context|perp_tradeability,,compression|context|perp_tradeability
(*)|(zscore_price_200<=-0.62056619)|(asset_atr_level_pct<=0.75503826&mark_vs_perp_bps>-1.7087995&range_24h_pct>0.055619359),4,4,location|regime,asset_state|compression|perp_tradeability,context,asset_state|compression|context|perp_tradeability
(*)|(*)|(asset_atr_level_pct>0.75503826&funding_persistence<=0.5625&mark_vs_perp_bps>-1.7087995&range_24h_pct>0.055619359),4,4,regime,asset_state|compression|funding|perp_tradeability,,asset_state|compression|funding|perp_tradeability
(*)|(*)|(asset_atr_level_pct>0.75503826&funding_persistence>0.5625&mark_vs_perp_bps>-1.7087995&range_24h_pct>0.055619359),4,4,regime,asset_state|compression|funding|perp_tradeability,,asset_state|compression|funding|perp_tradeability
(*)|(dist_local_swing<=0.0040004253&loc_swing_range_pos_24>0.58091807)|(asset_atr_level_pct<=0.43259209&mark_perp_dislocation<=0.0031030288),4,4,location|regime,asset_state|perp_tradeability,context,asset_state|context|perp_tradeability
(*)|(dist_rolling_7d_high<=0.2313963)|(asset_atr_level_pct>0.43259209&ob_depth_z_25bps>-0.12000474&price_rv_15d_robust_z>0.63046783&return_autocorr_48<=0.75471759),5,5,location|regime,asset_state|momentum|open_interest|orderbook,context,asset_state|context|momentum|open_interest|orderbook
(*)|(dist_rolling_7d_high>0.2313963)|(asset_atr_level_pct>0.43259209&crowded_short_7d<=-0.030787356),3,3,location|regime,asset_state|open_interest,context,asset_state|context|open_interest
