symbol,feature,rows,nan_count,nan_pct,leading_nan_count,interior_nan_count,trailing_nan_count,is_all_nan,is_constant_non_nan
0G/USDT,ATR_ratio_short_long,3679,0,0.0,0,0,0,False,False
0G/USDT,ATR_spike_ratio,3679,0,0.0,0,0,0,False,False
0G/USDT,G_EXH_EFFORT,3679,0,0.0,0,0,0,False,False
0G/USDT,G_EXH_GIVEBACK,3679,0,0.0,0,0,0,False,False
0G/USDT,G_EXH_TAIL_FAIL,3679,0,0.0,0,0,0,False,False
0G/USDT,G_LIQ_EXCEL,3679,0,0.0,0,0,0,False,False
0G/USDT,G_LIQ_GOOD,3679,0,0.0,0,0,0,False,False
0G/USDT,G_LIQ_GREAT,3679,0,0.0,0,0,0,False,False
0G/USDT,G_META_EXH,3679,0,0.0,0,0,0,False,False
0G/USDT,G_MR_SPIKE,3679,0,0.0,0,0,0,False,False
0G/USDT,G_TF_TREND,3679,0,0.0,0,0,0,False,False
0G/USDT,G_VOL_LIQ_GT1,3679,0,0.0,0,0,0,False,False
0G/USDT,G_VOL_LIQ_GT2,3679,0,0.0,0,0,0,False,False
0G/USDT,G_VOL_LIQ_GT3,3679,0,0.0,0,0,0,False,False
0G/USDT,S,3679,0,0.0,0,0,0,False,False
0G/USDT,a_funding_proxy,3679,0,0.0,0,0,0,False,False
0G/USDT,abs_mkt_ret24h_z,3679,0,0.0,0,0,0,False,False
0G/USDT,accel,3679,0,0.0,0,0,0,False,False
0G/USDT,accel_5h,3679,0,0.0,0,0,0,False,False
0G/USDT,accept_gt66,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_10,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_10_gt25,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_10_slope,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_14,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_14_gt25,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_14_slope,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_7,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_7_gt25,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_7_slope,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_di_minus_10,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_di_minus_14,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_di_minus_7,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_di_plus_10,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_di_plus_14,3679,0,0.0,0,0,0,False,False
0G/USDT,adx_di_plus_7,3679,0,0.0,0,0,0,False,False
0G/USDT,align,3679,0,0.0,0,0,0,False,False
0G/USDT,ambig,3679,0,0.0,0,0,0,False,False
0G/USDT,amihud_illiq,3679,0,0.0,0,0,0,False,False
0G/USDT,amihud_z,3679,0,0.0,0,0,0,False,False
0G/USDT,asset_atr_level,3679,0,0.0,0,0,0,False,False
0G/USDT,asset_vol_level,3679,0,0.0,0,0,0,False,False
0G/USDT,asym_ft,3679,0,0.0,0,0,0,False,False
0G/USDT,asym_ratio,3679,0,0.0,0,0,0,False,False
0G/USDT,atr_change_rate,3679,0,0.0,0,0,0,False,False
0G/USDT,atr_compression_ratio,3679,0,0.0,0,0,0,False,False
0G/USDT,atr_expansion,3679,0,0.0,0,0,0,False,False
0G/USDT,atr_expansion_z,3679,0,0.0,0,0,0,False,False
0G/USDT,atr_pct_base,3679,0,0.0,0,0,0,False,False
0G/USDT,atr_pct_change,3679,0,0.0,0,0,0,False,False
0G/USDT,atr_percentile,3679,0,0.0,0,0,0,False,False
0G/USDT,atr_slope,3679,0,0.0,0,0,0,False,False
0G/USDT,autocorr_24h,3679,0,0.0,0,0,0,False,False
0G/USDT,autocorr_6h,3679,0,0.0,0,0,0,False,False
0G/USDT,bar_direction_entropy,3679,0,0.0,0,0,0,False,False
0G/USDT,bars_in_high_vol_state_log_norm,3679,0,0.0,0,0,0,False,False
0G/USDT,bars_outside_ema20_atr_band_log_norm,3679,0,0.0,0,0,0,False,False
0G/USDT,bars_since_ema20_ema50_cross_log_norm,3679,0,0.0,0,0,0,False,False
0G/USDT,bb_pos_12,3679,0,0.0,0,0,0,False,False
0G/USDT,bb_pos_24,3679,0,0.0,0,0,0,False,False
0G/USDT,be_vol_units,3679,0,0.0,0,0,0,False,False
0G/USDT,bidirectional_range_ratio,3679,0,0.0,0,0,0,False,False
0G/USDT,blowoff_risk,3679,0,0.0,0,0,0,False,False
0G/USDT,blowoff_risk_surprise,3679,0,0.0,0,0,0,False,False
0G/USDT,body_pct,3679,0,0.0,0,0,0,False,False
0G/USDT,body_ratio,3679,0,0.0,0,0,0,False,False
0G/USDT,body_ratio_15m,3679,0,0.0,0,0,0,False,False
0G/USDT,bollinger_band_width,3679,0,0.0,0,0,0,False,False
0G/USDT,bounce_signal,3679,0,0.0,0,0,0,False,False
0G/USDT,breakout_24h,3679,0,0.0,0,0,0,False,False
0G/USDT,breakout_confirmed,3679,0,0.0,0,0,0,False,False
0G/USDT,breakout_min,3679,0,0.0,0,0,0,False,False
0G/USDT,breakout_soft,3679,0,0.0,0,0,0,False,False
0G/USDT,breakout_t,3679,0,0.0,0,0,0,False,False
0G/USDT,chop_score,3679,0,0.0,0,0,0,False,False
0G/USDT,choppiness_index_20,3679,0,0.0,0,0,0,False,False
0G/USDT,churn,3679,0,0.0,0,0,0,False,False
0G/USDT,climax,3679,0,0.0,0,0,0,False,False
0G/USDT,climax_decay,3679,0,0.0,0,0,0,False,False
0G/USDT,climax_range_12,3679,0,0.0,0,0,0,False,False
0G/USDT,climax_range_24,3679,0,0.0,0,0,0,False,False
0G/USDT,climax_vol_12,3679,0,0.0,0,0,0,False,False
0G/USDT,climax_vol_24,3679,0,0.0,0,0,0,False,False
0G/USDT,close_location_in_bar,3679,0,0.0,0,0,0,False,False
0G/USDT,close_position_in_range,3679,0,0.0,0,0,0,False,False
0G/USDT,clv,3679,0,0.0,0,0,0,False,False
0G/USDT,clv_collapse,3679,0,0.0,0,0,0,False,False
0G/USDT,clv_mean_2,3679,0,0.0,0,0,0,False,False
0G/USDT,clv_mean_24,3679,0,0.0,0,0,0,False,False
0G/USDT,clv_mean_4,3679,0,0.0,0,0,0,False,False
0G/USDT,clv_pullback,3679,0,0.0,0,0,0,False,False
0G/USDT,clv_t,3679,0,0.0,0,0,0,False,False
0G/USDT,coh,3679,0,0.0,0,0,0,False,False
0G/USDT,coherence_24,3679,0,0.0,0,0,0,False,False
0G/USDT,coherence_24_z,3679,0,0.0,0,0,0,False,False
0G/USDT,comp_to_exp,3679,0,0.0,0,0,0,False,False
0G/USDT,complexity_regime_24h,3679,0,0.0,0,0,0,False,False
0G/USDT,compression_ratio,3679,0,0.0,0,0,0,False,False
0G/USDT,compression_score,3679,0,0.0,0,0,0,False,False
0G/USDT,convexity_bis_t,3679,0,0.0,0,0,0,False,False
0G/USDT,convexity_t,3679,0,0.0,0,0,0,False,False
0G/USDT,cos_hod,3679,0,0.0,0,0,0,False,False
