,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
range_expansion_ratio,0.013102533,0.0023748348,0.07228982,26.0,3.4156504,197.91254,140.40027,24.398878,807.9158,0.019280877,0.0030209902,0.12305642,0.17716363,0.058941834,0.5325072,6.0,0.8366273,0.8123985,0.49999672,0.92746115,1.0,0.0,13.0,4.6666665,0.65686345,11.0
ffd_strength_06,0.012576886,0.0023633845,0.06692863,16.833334,2.477678,114.365585,126.2831,23.223942,686.6802,0.017998632,0.0033550644,0.09655574,0.15109439,0.019528132,1.1690578,8.0,0.31265804,0.23659112,0.47824898,0.9222798,1.0,0.0,14.5,5.0,0.6436069,12.0
ffd_strength_05,0.013879844,0.006994892,0.027541537,19.5,6.8980675,55.124134,127.248985,68.404495,236.71404,0.020334644,0.010918917,0.03786985,0.15505935,0.0815165,0.29495138,37.0,0.014017853,0.47100624,0.53215665,0.80569947,0.8333333,0.0,25.0,12.5,0.61911106,13.0
loc_initial_balance_pos_48,0.0146331815,0.0071530105,0.029935645,19.5,5.7373047,66.276764,145.54584,71.83706,294.88388,0.021464301,0.010551645,0.043662976,0.18440749,0.10375048,0.32776833,30.0,0.2873479,0.6319933,0.5633247,0.6761658,0.6666667,0.0,13.0,20.833334,0.57887006,14.0
dist_from_high_event_12h,0.011534657,0.0034189532,0.03891493,19.333334,3.8586123,96.86845,111.60583,33.783863,368.6926,0.016343744,0.005266218,0.05072293,0.13555238,0.043473274,0.42266077,17.0,0.13063353,0.47100624,0.4351285,0.82901555,0.8333333,0.0,21.5,11.0,0.57157457,15.0
ffd_strength_04,0.0120412465,0.0033280677,0.04356631,17.666666,2.924988,106.705086,107.52504,32.90796,351.33246,0.016496465,0.0052189943,0.052142866,0.13143486,0.043926056,0.39327732,13.5,0.1851133,0.19999377,0.45608777,0.7901554,0.6666667,0.0,18.0,13.5,0.5483871,16.0
G_VOL,0.00833903,0.0021005764,0.033104915,27.166666,6.3617783,116.00967,107.75164,29.65312,391.54117,0.012920961,0.0034386863,0.048550878,0.12724717,0.022668516,0.7142877,20.0,0.26977658,0.47100624,0.30291486,0.87564766,1.0,0.0,22.0,8.0,0.53551507,17.0
press_12,0.009379609,0.0026189517,0.03359247,26.666666,4.887626,145.49213,112.991,32.456963,393.35065,0.0147096645,0.0043466357,0.049779706,0.13535027,0.041686878,0.4394596,18.5,0.63899,0.8290012,0.34596702,0.81865287,0.8333333,0.0,24.0,11.666667,0.5199451,18.0
funding_proxy,0.0087323645,0.0021755605,0.035050362,28.5,4.462809,182.0042,104.84648,27.457602,400.35486,0.013320478,0.0034608697,0.051268946,0.12359349,0.025643092,0.59569067,13.5,0.0,0.26567328,0.31918842,0.81865287,0.8333333,0.0,21.5,11.666667,0.50521684,19.0
vp_in_lvn_below_zone,0.00925094,0.0035345983,0.024212057,28.833334,7.6467133,108.72137,108.29791,38.691853,303.12424,0.014372254,0.005377431,0.03841271,0.13267048,0.052587118,0.3347104,35.0,0.0,0.47100624,0.34064358,0.74093264,0.8333333,0.0,22.5,16.666666,0.49758714,20.0
dist_vwap_96_atr,0.007919311,0.0032590947,0.019243222,23.833334,8.454124,67.18942,92.25738,36.27262,234.65147,0.01182298,0.0048213187,0.028992662,0.105136506,0.029912272,0.3695368,54.0,0.32289004,0.47100624,0.28554967,0.73056996,0.8333333,0.0,31.5,17.333334,0.4646948,21.0
up_down_semivol_ratio_tanh,0.007316059,0.0017567702,0.030467685,22.0,3.91578,123.60245,90.396576,21.5582,379.04562,0.011200527,0.002502578,0.05012903,0.11206269,0.039553158,0.31749797,23.0,0.0,0.47100624,0.26059118,0.8238342,0.6666667,0.0,32.0,11.333333,0.44928372,22.0
evr_slope,0.0072779083,0.0016964192,0.031223383,22.833334,4.913134,106.11578,90.82959,20.463331,403.16092,0.01131144,0.002838959,0.045068868,0.10762426,0.019071179,0.6073553,21.0,0.1678632,0.09403666,0.25901276,0.81865287,0.6666667,0.0,30.0,11.666667,0.44712025,23.0
adx_14_slope,0.00802675,0.0027028038,0.02383773,21.166666,3.7601714,119.150894,91.71604,28.26543,297.6014,0.011989262,0.003938191,0.036499597,0.11112017,0.03830655,0.32233894,38.0,0.38374382,0.6859992,0.2899948,0.70207256,0.6666667,0.0,22.5,19.166666,0.43501532,24.0
ft_drop_8,0.008477257,0.0027402495,0.026225308,28.0,8.640987,90.73037,97.765175,28.865429,331.12375,0.0126620745,0.0038530428,0.04161078,0.12403999,0.057346877,0.2682957,32.0,0.028646085,0.48705524,0.30863374,0.73056996,0.5,0.0,34.5,17.333334,0.42739105,25.0
dir_path_risk_skew_2h,0.0064782994,0.0015825327,0.026519746,20.5,6.970175,60.292606,81.16649,15.647525,421.02493,0.009709724,0.0017708673,0.053238735,0.09744159,0.02264118,0.41936255,24.0,0.0,0.47100624,0.22593029,0.78756475,0.6666667,0.0,33.0,13.666667,0.4211529,26.0
vp_dist_poc_atr,0.0076099355,0.002508971,0.023081621,16.5,4.3493295,62.595856,84.72656,26.1456,274.56207,0.011267212,0.0036983232,0.034326386,0.10270072,0.034507163,0.30565938,42.0,0.14378223,0.5515604,0.2727498,0.626943,0.6666667,0.0,31.0,24.0,0.40674818,27.0
rsi_slope_G_VOL_1,0.005877792,0.0015749269,0.021936534,17.166666,4.219663,69.83839,73.19973,21.192905,252.82991,0.009103555,0.002721091,0.03045643,0.08562993,0.025338538,0.2893808,50.0,0.0,0.47100624,0.20108531,0.69948184,0.6666667,0.31516603,38.0,19.333334,0.40122572,28.0
decel_8,0.0074209324,0.0020770188,0.026514078,24.0,6.8068595,84.62052,87.869705,28.444786,271.44113,0.011271782,0.0035593787,0.035695296,0.10483558,0.03284438,0.3346234,33.0,0.0,0.47100624,0.26493013,0.7202073,0.5,0.0,37.5,18.0,0.4007634,29.0
rsi_slope_G_VOL_0,0.007173384,0.0020345065,0.025292346,15.166667,3.3870668,67.91356,79.46672,23.13021,273.01785,0.01012689,0.002913389,0.035200898,0.09679731,0.03302566,0.2837103,36.0,0.25357342,0.6130711,0.25468823,0.634715,0.6666667,0.0,30.0,23.5,0.39875728,30.0
dir_path_risk_short_2h,0.0055333087,0.0010067937,0.030410903,17.5,3.2015622,95.656425,70.56663,11.325939,439.66763,0.0085798465,0.00140542,0.05237848,0.08597135,0.023455374,0.3151121,16.0,0.0,0.47100624,0.1868329,0.78238344,0.6666667,0.0,39.0,14.0,0.398354,31.0
vp_in_lvn_above_zone,0.0063147712,0.0011141185,0.03579183,24.0,4.9665546,115.97577,79.93031,15.5378065,411.18124,0.00937812,0.0018418261,0.047751058,0.09547539,0.020725308,0.43982702,15.0,0.062512636,0.47100624,0.2191646,0.80569947,0.5,0.0,42.5,12.5,0.39696538,32.0
bars_in_high_vol_state_log_norm_G_VOL_1,0.008416983,0.0038860827,0.018230598,20.0,8.5440035,46.81646,93.71665,39.878582,220.23878,0.012121227,0.0056448192,0.02602814,0.11073703,0.044271875,0.276986,64.0,0.0,0.47100624,0.30614004,0.50259066,0.6666667,0.0,26.5,32.0,0.39402473,33.0
ffd_range_24_05,0.0066062342,0.0017025245,0.025633892,18.5,2.8722813,119.15616,80.98522,25.127243,261.01572,0.009971998,0.0029386107,0.03383937,0.09303506,0.019516066,0.4435075,39.0,0.0,0.0,0.23122337,0.7098446,0.5,0.0,41.0,18.666666,0.37963402,34.0
body_ratio,0.0069102542,0.002105513,0.022679329,17.166666,2.9674156,99.310135,80.9159,27.471027,238.33777,0.010240598,0.0033529568,0.031276822,0.09734355,0.037698966,0.2513535,49.0,0.8776978,0.96273756,0.2438017,0.65284973,0.5,0.0,47.5,22.333334,0.37230337,35.0
ker_10,0.0059852395,0.00119959,0.029862778,16.5,3.730505,72.9794,75.51606,15.261765,373.65765,0.009273281,0.0020886087,0.041172747,0.09041215,0.020432634,0.40006375,28.0,0.0,0.47100624,0.20553078,0.8316062,0.33333334,0.0,45.0,10.833333,0.3709435,36.0
ffd_range_24_04,0.0076374225,0.0031373962,0.01859192,20.166666,6.0392237,67.34217,90.09844,35.946545,225.8278,0.01148743,0.004866742,0.027114866,0.10325109,0.035084344,0.30386168,60.0,0.2344551,0.47100624,0.27388704,0.5803109,0.5,0.0,32.5,27.0,0.37071562,37.0
flow_ratio,0.0064703436,0.0019063337,0.021961182,18.5,5.315073,64.39234,73.77912,24.242502,224.53783,0.009196203,0.0031432244,0.02690554,0.08728372,0.028394604,0.2683062,56.0,0.07075516,0.47100624,0.22560114,0.738342,0.33333334,0.0,60.5,16.833334,0.35866612,38.0
dist_from_low_event_12h,0.007433394,0.0025100221,0.022013888,9.166667,1.462494,57.455124,71.52797,23.462868,218.05734,0.01065149,0.0036736294,0.030883422,0.085752174,0.032083064,0.22919992,53.0,0.0,0.47100624,0.2654457,0.5492228,0.5,0.0,46.5,29.0,0.35830086,39.0
dist_from_low_vol,0.007403547,0.002238566,0.024485542,16.166666,3.6247606,72.10438,74.45369,27.782911,199.5238,0.010513925,0.0037698667,0.029322684,0.08851862,0.034450106,0.22744623,52.0,0.0,0.47100624,0.26421085,0.5414508,0.5,0.0,43.0,29.5,0.35567868,40.0
vol_price_spread,0.0073556043,0.0023301889,0.023219112,20.666666,5.0881124,83.94294,71.483055,22.129742,230.90317,0.010182301,0.0031316804,0.033106584,0.08386454,0.022171384,0.31722248,47.0,0.0,0.47100624,0.2622273,0.634715,0.33333334,0.0,50.5,23.5,0.35290378,41.0
press_24,0.0057338276,0.001300118,0.025287535,20.666666,4.9888763,85.612686,70.04795,11.21537,437.49918,0.008807704,0.0015403412,0.05036264,0.086354785,0.028728152,0.25957635,27.0,0.0,0.47100624,0.19512904,0.7746114,0.33333334,0.0,60.5,14.5,0.35097384,42.0
decel_4,0.0055851275,0.0011094875,0.028115368,19.0,1.8257419,197.72784,70.73907,15.334382,326.3265,0.008509208,0.001818898,0.039807968,0.08513381,0.02340316,0.3096918,31.0,0.0,0.47100624,0.18897682,0.738342,0.33333334,0.0,44.5,16.833334,0.33852276,43.0
align,0.00578273,0.0016851951,0.019843379,21.166666,6.148622,72.86637,70.70995,18.199228,274.7313,0.008676244,0.0023421596,0.032140084,0.08587174,0.02876954,0.25631124,44.0,0.0,0.47100624,0.19715229,0.66062176,0.33333334,0.1429554,45.5,21.833334,0.33073696,44.0
asym_ft,0.0051545226,0.0013926789,0.019077694,20.0,4.932883,81.088486,68.1191,13.480731,344.21072,0.008025301,0.0016790865,0.03835743,0.08392251,0.031034263,0.22694235,41.0,0.0,0.47100624,0.17116128,0.7150259,0.33333334,0.0,55.5,18.333334,0.3228952,45.0
trend_age_hours,0.0054416517,0.0019258079,0.015376182,15.333333,4.189935,56.113308,68.19236,17.562521,264.77966,0.008268425,0.002312577,0.029563062,0.081761844,0.025839293,0.25871447,58.0,0.0,0.47100624,0.18304075,0.68134713,0.33333334,0.0,58.0,20.5,0.32100922,46.0
signed_vol,0.005442206,0.00096622395,0.030652942,15.333333,2.4944382,94.25413,63.91165,13.226167,308.8347,0.008074837,0.0017187783,0.03793566,0.075764544,0.018091133,0.31729722,29.0,0.07203624,0.51136464,0.18306369,0.7720207,0.16666667,0.0,63.0,14.666667,0.3186902,47.0
tf_tape,0.0056968792,0.0019214853,0.016890286,20.0,4.830459,82.80787,70.56024,21.63257,230.15054,0.008580043,0.0026222207,0.028074346,0.08977495,0.045389645,0.17756346,61.0,0.0,0.47100624,0.19360036,0.6165803,0.33333334,0.11646009,57.5,24.666666,0.3164483,48.0
mr_potential,0.005858772,0.0016891861,0.020320563,14.5,2.5658007,81.94323,62.161263,17.059465,226.50314,0.008241905,0.0023763254,0.028585734,0.076802365,0.032035805,0.18412533,57.0,0.0,0.47100624,0.2002984,0.5181347,0.5,0.0,59.5,31.0,0.3146978,49.0
compression_ratio_G_VOL_1,0.005007342,0.00054948236,0.045631077,15.166667,1.0671874,215.54582,63.160103,7.848878,508.2508,0.007671881,0.0009596771,0.061330795,0.07477456,0.012406575,0.45066714,10.0,0.0,0.47100624,0.16507193,0.8626943,0.0,0.0,61.0,8.833333,0.30646315,50.0
dn_vol,0.005771941,0.002543901,0.013096147,16.0,4.1231055,62.08912,69.67731,30.10971,161.24124,0.008435858,0.0036036542,0.01974765,0.081309035,0.038176436,0.17317383,83.0,0.48867276,0.47100624,0.19670592,0.5880829,0.33333334,0.0,64.0,26.5,0.30520898,51.0
dist_ma100_atr,0.011002269,0.007495795,0.016149042,14.5,9.1606045,22.951544,102.63226,70.26126,149.91734,0.015544282,0.010650392,0.022686932,0.12971504,0.098662674,0.17054062,76.0,0.0,0.47100624,0.41310182,0.0,0.5,0.0,65.0,64.333336,0.302206,52.0
dip_velocity,0.0058387653,0.0013971645,0.02440026,14.166667,1.9507834,102.8789,60.41015,15.03552,242.71767,0.008350026,0.002418404,0.028830146,0.071602516,0.020132814,0.25465494,46.0,0.0,0.47100624,0.19947065,0.6450777,0.16666667,0.0,63.5,22.833334,0.29597828,53.0
exh_qual,0.005216325,0.0027520573,0.009887167,17.333334,5.3748384,55.89832,56.105156,22.94349,137.19745,0.007349706,0.0037001406,0.014598952,0.063472085,0.019142678,0.21045674,115.0,0.0,0.47100624,0.17371826,0.69430053,0.16666667,0.0,88.0,19.666666,0.2941202,54.0
stall_x_flow,0.005873535,0.0024867167,0.013873077,18.166666,4.9805174,66.26375,73.05992,32.29605,165.27568,0.009010799,0.0040711053,0.019944092,0.08220922,0.03369296,0.2005866,81.0,0.0,0.47100624,0.20090918,0.5284974,0.33333334,0.0,49.0,30.333334,0.2926244,55.0
true_range_percentile,0.0049150353,0.0009209588,0.026230892,15.0,3.2659864,68.8919,58.542107,13.246054,258.73203,0.0073217372,0.0017901929,0.029945284,0.06950488,0.019332401,0.24988766,43.0,0.0,0.47100624,0.1612529,0.7150259,0.16666667,0.0,76.5,18.333334,0.29244557,56.0
rolling_range_20,0.0048042047,0.0015636195,0.01476087,16.0,2.309401,110.85125,63.32074,21.163843,189.45122,0.00759537,0.002451991,0.023527676,0.073273055,0.024867462,0.21590222,72.0,0.0,0.47100624,0.15666747,0.5932642,0.33333334,0.1260376,77.5,26.166666,0.29078504,57.0
vp_in_hvn_above_zone,0.00297431,0.00036028543,0.024554197,12.5,2.5,62.5,38.113274,5.4469676,266.68445,0.0046008597,0.0006042613,0.035031054,0.042708457,0.003853251,0.47336975,40.0,0.0,0.47100624,0.08095869,0.82901555,0.0,0.5195208,119.5,11.0,0.2777572,58.0
v_power,0.0041100727,0.00046600506,0.03625003,14.5,1.7078252,123.109795,51.879494,4.8857036,550.88934,0.006312041,0.0005358975,0.07434605,0.06112672,0.011567131,0.32302532,12.0,0.0,0.47100624,0.12794894,0.8212435,0.0,0.0,79.5,11.5,0.2756828,59.0
volume_capitulation,0.005875374,0.0024942935,0.013839599,14.166667,4.913134,40.848557,62.277843,26.415403,146.82834,0.00829054,0.0036784979,0.018685088,0.07211173,0.027348192,0.19014427,85.0,0.0,0.47100624,0.20098528,0.5595855,0.16666667,0.0,82.5,28.333334,0.27543828,60.0
ffd_rv_6h_04,0.005471339,0.0007672164,0.039018393,9.166667,1.462494,57.455124,55.080128,9.968788,304.3319,0.008225714,0.0014944156,0.04527681,0.06489181,0.014340195,0.29364643,22.0,0.0,0.47100624,0.18426901,0.68393785,0.0,0.0,77.0,20.333334,0.27233243,61.0
atr_percentile,0.002290942,0.00035074874,0.01496346,10.166667,1.5723302,65.73753,29.614664,3.536983,247.95944,0.0035216098,0.00037001786,0.033516586,0.032794166,0.005871662,0.18316065,63.0,0.0,0.47100624,0.052685495,0.81606215,0.0,0.47392774,148.0,11.833333,0.25668895,62.0
loc_prev_week_range_pos_24,0.0032941722,0.00040064697,0.027085118,10.333333,1.5986105,66.79412,41.567467,6.210899,278.19717,0.004842139,0.00073792035,0.031773493,0.04737803,0.008431206,0.26623446,34.0,0.0,0.47100624,0.09419244,0.81606215,0.0,0.0,111.0,11.833333,0.25582138,63.0
dist_ema200_atr,0.006575029,0.0017476227,0.024737036,9.333333,2.8674417,30.379383,55.55653,19.439297,158.77776,0.008970809,0.0031450395,0.025588045,0.06598082,0.026602102,0.16365129,62.0,0.0,0.22184259,0.22993231,0.40673575,0.16666667,0.0,71.0,38.166668,0.2531467,64.0
trend_strength_vs_reversion,0.0032024698,0.00067226397,0.015255632,12.0,2.8867514,49.883064,40.10116,4.2513723,378.25504,0.004842448,0.0006994374,0.03352595,0.046366893,0.009525932,0.22568803,48.0,0.0,0.47100624,0.09039841,0.79792744,0.0,0.0,114.0,13.0,0.24920098,65.0
vp_profile_concentration,0.00401437,0.00075867877,0.021241095,13.333333,2.9814239,59.62848,48.610516,8.745165,270.20444,0.0058323885,0.0010401965,0.03270224,0.057546496,0.016758725,0.19760449,45.0,0.0,0.47100624,0.1239894,0.72279793,0.0,0.0,97.0,17.833334,0.24889365,66.0
loc_vwap_dev_z_24,0.005201754,0.001609869,0.016807735,14.833333,2.9674156,74.14795,61.086475,21.589745,172.83934,0.007710413,0.002717325,0.021878308,0.073653325,0.030617867,0.17717801,68.0,0.11734075,0.53674656,0.1731154,0.40932643,0.33333334,0.0,55.0,38.0,0.2475451,67.0
climax_vol_24,0.0058126277,0.0021948325,0.015393723,15.166667,4.0585985,56.67665,58.80339,24.26474,142.50467,0.008089749,0.0032097953,0.02038885,0.06788053,0.02938601,0.15680136,79.0,0.0767162,0.5139866,0.19838926,0.43523315,0.16666667,0.0,68.5,36.333332,0.2429224,68.0
up_vol,0.0045347475,0.00091060787,0.022582646,12.5,2.8722813,54.39927,53.826828,13.063242,221.79236,0.0066494704,0.0016848717,0.026242625,0.06200247,0.013298819,0.28907126,55.0,0.0,0.47100624,0.14551914,0.6502591,0.0,0.0,81.0,22.5,0.24260029,69.0
rsi_slope_base,0.0023729934,0.00012516096,0.04499084,10.166667,1.771691,58.340374,31.540754,3.321202,299.5359,0.0036987215,0.00037132538,0.03684246,0.03490311,0.0037693179,0.32319564,25.5,0.0,0.47100624,0.056080233,0.8238342,0.0,0.0,143.5,11.333333,0.23680267,70.0
ret24h_G_VOL_1,0.0012286379,0.00033516609,0.00450389,5.0,1.1547005,21.650635,18.174065,6.75168,48.920662,0.0020422621,0.000736915,0.005659858,0.018793415,0.00879318,0.04016663,182.0,0.0,0.47100624,0.0087344665,0.7927461,0.0,0.6682434,178.0,13.333333,0.23640266,71.0
ll_count_12,0.0010175243,0.0006165716,0.0016792141,4.1666665,1.5723302,11.041645,11.554169,7.2598386,18.388676,0.0014042392,0.0008126172,0.0024265887,0.010859883,0.00841839,0.014009457,200.0,0.0,0.47100624,0.0,0.88082904,0.0,0.3114748,194.0,7.6666665,0.235781,72.0
ffd_rv_2h_04,0.0038313267,0.001207603,0.0121555375,10.666667,1.4907119,76.324455,42.421204,14.365838,125.26653,0.005646691,0.0020173108,0.015805755,0.04812589,0.019353947,0.11967075,105.0,0.0,0.47100624,0.1164163,0.6865285,0.0,0.0,117.0,20.166666,0.23566109,73.0
ffd_z_24_06,0.002091695,0.0006013919,0.007275104,9.0,1.4142135,57.27565,25.526293,6.8425255,95.226776,0.0030708688,0.0008392495,0.011236509,0.028232377,0.010154596,0.078493245,147.0,0.0,0.47100624,0.044441994,0.8264249,0.0,0.0,148.5,11.166667,0.23104933,74.0
rsi_slope,0.0032664128,0.00075978733,0.014042682,12.5,2.7537854,56.74008,44.123783,9.070014,214.65329,0.0051967483,0.0010645791,0.025367951,0.050203275,0.011679802,0.21578865,71.0,0.0,0.47100624,0.09304394,0.6865285,0.0,0.16075738,94.0,20.166666,0.23084415,75.0
lr_12h,0.0012559671,0.00050955126,0.0030957696,4.3333335,2.0548046,9.1384735,13.308376,5.101484,34.717915,0.0016912746,0.0006384595,0.004480174,0.012013847,0.008085158,0.01785154,197.0,0.0,0.47100624,0.009865166,0.89896375,0.0,0.0,193.5,6.5,0.23016678,76.0
gap_pct,0.004301375,0.0014252438,0.012981517,13.5,3.1490738,57.874157,49.1617,11.868112,203.64426,0.0061577545,0.0016561638,0.022895042,0.059510082,0.02269232,0.15606381,77.0,0.0,0.47100624,0.13586374,0.53108805,0.0,0.44276047,83.0,30.166666,0.22963509,77.0
clv_pullback,0.0011244309,0.00055387,0.001902289,3.5,2.43242,4.1967807,12.755319,6.6752176,20.311216,0.0015095436,0.00080396957,0.0023619488,0.011624842,0.0059049386,0.019071175,199.0,0.0,0.47100624,0.0044230805,0.9067358,0.0,0.0,191.5,6.0,0.22911663,78.0
dir_path_risk_long_2h,0.0038236396,0.00083121017,0.017589075,11.666667,2.4267032,56.088898,47.813457,10.025411,228.03322,0.0059259445,0.0012172733,0.028848754,0.05509862,0.013274861,0.22869225,59.0,0.0,0.47100624,0.116098255,0.6580311,0.0,0.0,90.0,22.0,0.22836182,79.0
atr_expansion,0.0022525028,0.0003694336,0.013733914,10.0,2.309401,43.30127,30.306868,3.6210692,253.65607,0.003531582,0.00038967573,0.032006282,0.034005698,0.0074106404,0.1560442,66.0,0.0,0.47100624,0.05109514,0.80051816,0.0,0.0,143.0,12.833333,0.22823186,80.0
retrace_12,0.0027806817,0.0007327006,0.010553002,11.166667,3.1841621,39.16083,35.587593,8.290543,152.76163,0.004229741,0.0011217782,0.015948527,0.039298717,0.007814895,0.19762124,101.0,0.0,0.47100624,0.07294764,0.68393785,0.0,0.3038862,127.5,20.333334,0.22629999,81.0
trend_pct_base,0.0024929922,0.00037198333,0.016707765,9.0,2.081666,38.91114,31.989838,3.8220615,267.74808,0.0038317686,0.00043951333,0.033406157,0.036305115,0.008425854,0.1564306,51.0,0.0,0.47100624,0.06104498,0.7668394,0.0,0.0,138.0,15.0,0.22528459,82.0
zscore_price_50,0.0042290837,0.0011378642,0.015718175,13.833333,4.0994577,46.67961,52.027687,15.627005,173.21811,0.006655126,0.002051208,0.021592496,0.05813741,0.018057423,0.18717834,69.0,0.0,0.47100624,0.13287282,0.5751295,0.0,0.16657443,74.0,27.333334,0.22519116,83.0
excess_12h,0.003258163,0.0009236075,0.011493656,11.0,2.8867514,41.91563,37.964962,10.89202,132.32974,0.004535061,0.0012550404,0.016387342,0.040957037,0.014255392,0.11767328,102.0,0.0,0.47100624,0.09270263,0.61139894,0.0,0.38148782,118.5,25.0,0.22291057,84.0
ret6h,0.0025168424,0.00054036,0.011722732,8.333333,0.74535596,93.1695,31.207829,6.1671033,157.92317,0.0037469156,0.000763129,0.01839712,0.034531504,0.008003836,0.14898165,89.0,0.0,0.47100624,0.062031742,0.7512953,0.0,0.0,131.5,16.0,0.22194129,85.0
loc_pullback_depth_24,0.0039663026,0.001012242,0.015541299,13.5,2.2173557,82.19249,48.58491,12.005237,196.62201,0.0058159875,0.0013287335,0.025457105,0.057237566,0.01674026,0.19570418,67.0,0.0,0.47100624,0.122000694,0.61917096,0.0,0.0,89.5,24.5,0.22189313,86.0
adx_10_slope,0.004648552,0.0016789248,0.012870758,13.833333,3.578485,53.475452,55.566246,16.325315,189.13005,0.0066608572,0.0021900735,0.020258231,0.067111105,0.026200883,0.17189881,82.0,0.0,0.47100624,0.15022759,0.5569948,0.0,0.0,63.5,28.5,0.22187388,87.0
dir_path_short_2h,0.0043050386,0.0020531658,0.009026722,18.0,5.477226,59.154037,55.366436,25.03197,122.46109,0.0065546934,0.0029073325,0.01477781,0.070645526,0.04765189,0.10473437,125.0,0.0,0.47100624,0.13601533,0.48704663,0.16666667,0.0,101.5,33.0,0.2215701,88.0
trend_acceleration,0.0018682698,0.0005023479,0.006948237,6.8333335,0.89752746,52.025642,22.086462,6.125472,79.636604,0.002705438,0.00075076526,0.009749247,0.02414602,0.008581621,0.067939416,156.0,0.0,0.47100624,0.03519815,0.78238344,0.0,0.12483971,170.0,14.0,0.22119683,89.0
vol_shock_asym_8_24,0.004213345,0.0011875287,0.01494892,13.166667,1.6749793,103.50045,50.031933,13.496635,185.46802,0.0066240146,0.0017363122,0.025270553,0.059430532,0.020673754,0.17084406,73.5,0.0,0.47100624,0.13222164,0.5932642,0.0,0.0,80.0,26.166666,0.22103795,90.0
