timestamp,symbol,timeframe,run_optimization,loaded_from,bundle_path,n_bars,start,end,kalman_Q,kalman_R,volume_weight,volume_adaptive,total_loss,smoothness_penalty,tracking_penalty,volume_weight_used,volume_adaptive_used,parameter_regularization,volume_kalman_snr_improvement,volume_kalman_noise_reduction,volume_kalman_tracking_rmse,moving_average_snr_improvement,moving_average_noise_reduction,moving_average_tracking_rmse,fisher_snr_improvement,fisher_noise_reduction,fisher_tracking_rmse
20260114_200315,ETHUSDT,15m,True,,outcomes/meta_labeling_hpo_experiment/ETHUSDT_15m_20260114_210308/layer0_kalman_bundle.joblib,105121,2023-01-04 23:30:00,2026-01-03 23:30:00,3.1622776601683795e-05,0.00031622776601683794,0.0,True,2.8771609891141434,2.5761675396865105,0.2670889983039135,0.6000000000000001,False,0.03390445112371963,6557.832252649978,0.9998474152874813,6.713950744201866,0.0,,,0.0,,
