timestamp,symbol,timeframe,run_optimization,loaded_from,bundle_path,n_bars,start,end,kalman_Q,kalman_R,volume_weight,volume_adaptive,total_loss,smoothness_penalty,tracking_penalty,volume_weight_used,volume_adaptive_used,parameter_regularization,volume_kalman_snr_improvement,volume_kalman_noise_reduction,volume_kalman_tracking_rmse,moving_average_snr_improvement,moving_average_noise_reduction,moving_average_tracking_rmse,fisher_snr_improvement,fisher_noise_reduction,fisher_tracking_rmse
20260201_094133,BTCUSDT,15m,True,,outcomes/meta_labeling_hpo_sample_weighted/BTCUSDT_15m_20260201_104102/layer0_kalman_bundle.joblib,17281,2025-07-14 21:15:00,2026-01-10 21:15:00,0.0005324600975689569,0.020316027766016837,0.15000000000000002,False,15.662071555667843,13.558510007015347,2.0696570975287774,0.6000000000000001,False,0.03390445112371963,1138.3165101620164,0.9991208341449045,349.33570109682483,381.83265249194085,0.9973838176372107,602.9802277178045,9.955391059534134e-09,1.124059594403981e-06,100077.7247526283
