generated_boolean,group,source_feature,support,support_pct,usable_support,nan_rate_before,nan_rate_ts
reg_volatility_autocorr_48_ts_top20,regime,volatility_autocorr_48,720,0.8008898776418243,720,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_bot20,regime,volatility_autocorr_48,179,0.19911012235817574,179,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_top30,regime,volatility_autocorr_48,630,0.7007786429365962,630,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_bot30,regime,volatility_autocorr_48,269,0.2992213570634038,269,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_top40,regime,volatility_autocorr_48,540,0.6006674082313682,540,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_bot40,regime,volatility_autocorr_48,359,0.39933259176863184,359,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_top50,regime,volatility_autocorr_48,450,0.5005561735261401,450,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_bot50,regime,volatility_autocorr_48,449,0.4994438264738598,449,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_top60,regime,volatility_autocorr_48,360,0.40044493882091214,360,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_bot60,regime,volatility_autocorr_48,539,0.5995550611790879,539,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_top70,regime,volatility_autocorr_48,270,0.3003337041156841,270,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_bot70,regime,volatility_autocorr_48,629,0.699666295884316,629,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_top80,regime,volatility_autocorr_48,201,0.2235817575083426,201,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_bot80,regime,volatility_autocorr_48,698,0.7764182424916574,698,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_band20_80,regime,volatility_autocorr_48,519,0.5773081201334817,519,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_band25_75,regime,volatility_autocorr_48,450,0.5005561735261401,450,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_band30_70,regime,volatility_autocorr_48,360,0.40044493882091214,360,0.0,0.9948269711023903
reg_volatility_autocorr_48_ts_band40_60,regime,volatility_autocorr_48,180,0.20022246941045607,180,0.0,0.9948269711023903
reg_volatility_of_volatility_48_ts_top20,regime,volatility_of_volatility_48,720,0.8008898776418243,720,0.0,0.9948269711023903
reg_volatility_of_volatility_48_ts_bot20,regime,volatility_of_volatility_48,179,0.19911012235817574,179,0.0,0.9948269711023903
