feature_a,feature_b,lift,final_pair_score
adx_7,mkt_rv_ratio,9.728246208700343,9.728246208700343
volatility_ratio_short_long,ffd_amihud_04,8.436117126447602,8.436117126447602
tail_asymmetry_q90_q10_atr_norm_G_VOL_1,ffd_amihud_04,8.03846318446873,8.03846318446873
trapped_longs_24,ffd_amihud_04,7.584340133359741,7.584340133359741
realized_volatility_24h,trapped_longs_96,7.172524256985813,7.172524256985813
volatility_ratio_short_long,compression_ratio,7.1697365815012875,7.1697365815012875
adx_7,vol_z,6.812333689530335,6.812333689530335
ffd_rv_6h_04,vp_accept_lvn_touchrate,6.640910017759344,6.640910017759344
volatility_ratio_short_long,atr_percentile,6.548751961970543,6.548751961970543
volatility_ratio_short_long,ffd_range_24_06,6.376574168838118,6.376574168838118
volatility_ratio_short_long,vol_z_base,6.35851071756787,6.35851071756787
vp_in_lvn_below_zone,rv_120h,6.084324357520256,6.084324357520256
realized_volatility_24h,trapped_longs_24,5.89542377964216,5.89542377964216
ext_excess,ffd_amihud_04,5.586597344864478,5.586597344864478
volatility_ratio_short_long,vol_z_x_regime_trend,5.517217694129516,5.517217694129516
adx_7,rv_120h,5.419482882187552,5.419482882187552
ffd_amihud_04,vol_z,5.3968477031388815,5.3968477031388815
ffd_rv_6h_04,asset_vol_level,5.364814167167093,5.364814167167093
rv_120h,trend_age_hours,5.269742419494015,5.269742419494015
ffd_range_24_06,grind_score,5.02764397575256,5.02764397575256
vp_in_lvn_below_zone,dist_vwap_96_atr,4.908117703653045,4.908117703653045
adx_14,mkt_rv_ratio,4.791186945200454,4.791186945200454
vol_z_x_low_vol,ffd_range_24_06,4.703995661908627,4.703995661908627
overext,volume_autocorr_48,4.687103582080908,4.687103582080908
is_low_vol_regime,rv_120h,4.685374301742588,4.685374301742588
ffd_rv_6h_04,rv_120h,4.677328314648453,4.677328314648453
overext,rv_ratio_6_24,4.510730092609811,4.510730092609811
dist_vwap_96_atr,rv_120h,4.497657916046991,4.497657916046991
compression_ratio,volume_percentile,4.435643813494456,4.435643813494456
compression_ratio,rv_120h,4.409195082991874,4.409195082991874
ext_excess,ffd_rv_6h_04,4.3995868201619786,4.3995868201619786
cvar_5pct,grind_score,4.393458419838339,4.393458419838339
ext_excess,adx_10,4.216016326014801,4.216016326014801
trap_strength,tail_asymmetry_q90_q10_atr_norm_G_VOL_1,4.213480530500737,4.213480530500737
volu_z,vol_z_x_low_vol,4.186446687231486,4.186446687231486
volatility_ratio_short_long,dist_from_low_48h,4.1854706695636805,4.1854706695636805
rv_ratio_6_24,volume_percentile,4.112763245363998,4.112763245363998
dist_from_low_48h,atr_percentile,4.022818620107396,4.022818620107396
ffd_rv_6h_04,is_low_vol_regime,4.020192234874468,4.020192234874468
overext,trapped_longs_24,3.9431474081772286,3.9431474081772286
ffd_rv_6h_04,atr_pct_base,3.910567369221437,3.910567369221437
volatility_ratio_short_long,rv_120h,3.8899637986700206,3.8899637986700206
overext,rv_120h,3.8832048141338253,3.8832048141338253
volu_z,adx_14,3.8807455860752684,3.8807455860752684
realized_volatility_24h,asset_vol_level,3.870244142656649,3.870244142656649
ffd_range_24_06,volume_trend_alignment,3.865986426566109,3.865986426566109
ffd_donch_dist_06_12,kf_innov_var,3.8594452786825832,3.8594452786825832
ffd_dist_ema_slow_04,rv_120h,3.8097513861958205,3.8097513861958205
