specialist_name,num_regimes,gmm_features_total,gmm_features_selected,gmm_metrics,ml_metrics,coverage_ratio,memory_usage_mb
enhanced_ml_risk_regime_step,0,0,0,{},"{'risk_score_mean': 0.04397648579934429, 'risk_score_std': 0.03629079186796486, 'risk_score_min': 0.0, 'risk_score_max': 1.0, 'risk_score_range': 1.0}",1.0,2.673370361328125
