fold_id,seed,group,gain,split
0,42,location,1950.3639,262.0
0,42,regime,2657.838,333.0
1,42,location,2342.6697,496.0
1,42,regime,4106.2314,773.0
2,42,location,969.44446,119.0
2,42,regime,1154.3601,99.0
3,42,location,157.25974,19.0
3,42,regime,380.2668,20.0
