feature_a,feature_b,lift,final_pair_score
funding_proxy,mae_4h,6.4793652724792095,6.4793652724792095
rsi_slope,funding_proxy,5.835318618876856,5.835318618876856
ret48h,mae_4h,5.551062391469385,5.551062391469385
vp_profile_concentration,asym_ft,4.68400106409736,4.68400106409736
trapped_longs_24,tail_asymmetry_q90_q10_atr_norm,4.579802312821239,4.579802312821239
volume_zscore_48h,vp_air_pocket_score,4.534624441681312,4.534624441681312
funding_proxy,trend_regime_stability,4.488437578840475,4.488437578840475
adx_10,vp_accept_poc_touchrate,4.3943037229343185,4.3943037229343185
adx_7,climax_decay,4.3299986118042195,4.3299986118042195
volume_zscore_48h,vp_accept_poc_touchrate,4.262202714917785,4.262202714917785
vp_profile_concentration,mae_4h,4.1885255728254975,4.1885255728254975
regime_stability_24h,tail_asymmetry_q90_q10_atr_norm,4.147912070923589,4.147912070923589
vp_profile_concentration,volume_trend_48,4.0885040003904285,4.0885040003904285
ffd_rv_24_05,v_power,4.085391054354955,4.085391054354955
regime_stability_24h,trend_regime_stability,3.9087811111206547,3.9087811111206547
down_up_vol_ratio_24,slope,3.9084460470940314,3.9084460470940314
adx_10,coherence_24,3.8838112858464386,3.8838112858464386
slope,vp_bin_vol_share,3.8355995170249586,3.8355995170249586
complexity_regime_24h,realized_volatility_24h,3.8280930724645295,3.8280930724645295
adx_10,funding_proxy,3.8121340005953757,3.8121340005953757
vp_accept_hvn_touchrate,ret48h,3.7880449000000436,3.7880449000000436
ffd_cvar_5pct_06,vp_accept_poc_touchrate,3.735868778916164,3.735868778916164
trend_regime_stability,coherence_24,3.647087801987844,3.647087801987844
adx_14,ffd_rv_24_05,3.6065470413042884,3.6065470413042884
vp_profile_concentration,vp_accept_hvn_touchrate,4.479346761930552,3.5834774095444417
complexity_regime_24h,asym_ft,3.5756492550939414,3.5756492550939414
adx_7,rsi_slope,3.5403975050838183,3.5403975050838183
bars_outside_ema20_atr_band_log_norm,slope,3.42584271978937,3.42584271978937
adx_10,trend_regime_stability,3.4200397351671348,3.4200397351671348
slope,tail_asymmetry_q90_q10_atr_norm_G_VOL_0,3.3674086811769843,3.3674086811769843
align,vp_bin_vol_share,3.335334931718302,3.335334931718302
slope,vp_accept_poc_touchrate,3.302320317186664,3.302320317186664
tail_against_G_VOL_0,ret48h,3.2965624661126394,3.2965624661126394
slope,up_down_semivol_ratio_tanh,3.268740195089423,3.268740195089423
slope,ffd_cvar_5pct_06,3.207119917482233,3.207119917482233
volume_zscore_48h,tail_asymmetry_q90_q10_atr_norm,3.204589339146185,3.204589339146185
climax_decay,vp_bin_vol_share,3.200706363440054,3.200706363440054
align,coherence_24,3.1769586731436212,3.1769586731436212
ret48h,asym_ft,3.1548786081512983,3.1548786081512983
vp_profile_concentration,funding_proxy,3.150838961649918,3.150838961649918
ret48h,mtf_divergence_x_regime_vol_12h,3.1299469648124782,3.1299469648124782
vp_accept_lvn_touchrate,asym_ft,3.1288084799798526,3.1288084799798526
climax_decay,ffd_cvar_5pct_06,3.1211807034634624,3.1211807034634624
slope,dist_from_high_48h,3.110609332016737,3.110609332016737
vp_accept_hvn_touchrate,mae_4h,3.105558239995442,3.105558239995442
dist_from_high_48h,trend_age_hours,3.093040246803085,3.093040246803085
G_LIQ_GOOD,ffd_cvar_5pct_06,3.09202302804902,3.09202302804902
variance_ratio_10_48,adx_7,3.0810296658476974,3.0810296658476974
