side,strategy_id,rows,accepted,mean_net_return,net_hit_rate
long,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,7787,583,0.03198772783784559,0.6337485552844484
long,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,7088,470,0.0341278681006724,0.600028216704289
long,long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,12282,1307,0.03280192882307749,0.6028334147532975
long,long_loc_bb_channel_pos_48_0_63256526_zscore_price_200_-0_64289832_xasset_asset_minus_basket_fund_z_0_1707595,8327,558,0.03347173517372748,0.5683919779032064
short,short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,4391,509,0.04141577299777302,0.6743338647232977
short,short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,823,120,0.020493932448002586,0.6488456865127582
