timestamp,signal_bar_ts,decision_ts,reconcile_ts,symbol,side,strategy_id,model_artifact_run_id,policy_artifact_run_id,portfolio_decision,portfolio_reject_reason,liquidity_reject_reason,was_traded,normalized_rank_score,final_threshold,signal_gap_bps,expected_total_entry_friction_bps,entry_delay_adverse_bps,signal_to_entry_seconds,replay_exact_match,replay_symbol_side_match
2026-05-17 00:04:04.089777+00:00,2026-05-16 23:00:00+00:00,2026-05-17 00:04:04.089777+00:00,2026-05-16 23:00:00+00:00,2Z/USD:USD,short,dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407,20260321_140000,20260321_140000,portfolio_rejected,invalid_requested_position_size,,False,0.9537653239929947,0.69,,,,,False,False
2026-05-17 00:04:04.089777+00:00,2026-05-16 23:00:00+00:00,2026-05-17 00:04:04.089777+00:00,2026-05-16 23:00:00+00:00,KAITO/USD:USD,short,dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407,20260321_140000,20260321_140000,portfolio_rejected,invalid_requested_position_size,,False,0.9194395796847635,0.69,,,,,False,False
2026-05-17 00:04:04.089777+00:00,2026-05-16 23:00:00+00:00,2026-05-17 00:04:04.089777+00:00,2026-05-16 23:00:00+00:00,WIF/USD:USD,short,dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407,20260321_140000,20260321_140000,portfolio_rejected,invalid_requested_position_size,,False,0.9120840630472855,0.69,,,,,False,False
2026-05-17 01:04:51.716314+00:00,2026-05-17 00:00:00+00:00,2026-05-17 01:04:51.716314+00:00,2026-05-17 00:00:00+00:00,NEO/USD:USD,short,dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407,20260321_140000,20260321_140000,portfolio_rejected,invalid_requested_position_size,,False,0.9110332749562171,0.69,,,,,False,False
2026-05-17 01:04:51.716314+00:00,2026-05-17 00:00:00+00:00,2026-05-17 01:04:51.716314+00:00,2026-05-17 00:00:00+00:00,FIL/USD:USD,short,dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407,20260321_140000,20260321_140000,portfolio_rejected,invalid_requested_position_size,,False,0.863922942206655,0.69,,,,,False,False
2026-05-17 02:04:37.629512+00:00,2026-05-17 01:00:00+00:00,2026-05-17 02:04:37.629512+00:00,2026-05-17 01:00:00+00:00,FIL/USD:USD,short,dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407,20260321_140000,20260321_140000,portfolio_rejected,invalid_requested_position_size,,False,0.9021015761821366,0.69,,,,,False,False
2026-05-17 03:04:45.391345+00:00,2026-05-17 02:00:00+00:00,2026-05-17 03:04:45.391345+00:00,2026-05-17 02:00:00+00:00,FIL/USD:USD,short,dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407,20260321_140000,20260321_140000,portfolio_rejected,invalid_requested_position_size,,False,0.9101576182136603,0.69,,,,,False,False
2026-05-17 03:04:45.391345+00:00,2026-05-17 02:00:00+00:00,2026-05-17 03:04:45.391345+00:00,2026-05-17 02:00:00+00:00,SYRUP/USD:USD,short,dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407,20260321_140000,20260321_140000,portfolio_rejected,invalid_requested_position_size,,False,0.8959719789842382,0.69,,,,,False,False
2026-05-17 03:04:45.391345+00:00,2026-05-17 02:00:00+00:00,2026-05-17 03:04:45.391345+00:00,2026-05-17 02:00:00+00:00,ALGO/USD:USD,short,dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407,20260321_140000,20260321_140000,portfolio_rejected,invalid_requested_position_size,,False,0.8577933450087566,0.69,,,,,False,False
2026-05-17 04:04:42.879920+00:00,2026-05-17 03:00:00+00:00,2026-05-17 04:04:42.879920+00:00,2026-05-17 03:00:00+00:00,ETH/USD:USD,long,prior_range_0_84333628_range_24h_pct_0_10307747,20260321_140000,20260321_140000,portfolio_rejected,invalid_requested_position_size,,False,0.8587852494577006,0.71,,,,,False,False
