feature_a,feature_b,lift,final_pair_score
v_power,clv_collapse,7.101657143193866,7.101657143193866
clv_collapse,vol_z24_base,6.280093726772459,6.280093726772459
dir_path_risk_short_2h,ret2h,6.140126386408346,6.140126386408346
atr_pct_base,jump_intensity,5.691418408181414,5.691418408181414
ret2h,amihud_illiq,5.678793256433009,5.678793256433009
amihud_illiq,hurst_proxy_x_regime_trend_48h,5.515635791701356,5.515635791701356
jump_intensity,range_expansion_ratio,5.396378786818875,5.396378786818875
zscore_price_200,ret2h,4.847810313158839,4.847810313158839
zscore_price_200,amihud_illiq,4.81741854265098,4.81741854265098
wick_ratio_4h_max,v_power,4.815283532409896,4.815283532409896
clv,ret2h,4.759248241070157,4.759248241070157
G_TF_TREND,regime_stability_24h,4.749132064313025,4.749132064313025
ema50_gt_ema200,kf_atr_mean,4.549692269154144,4.549692269154144
wick_ratio_4h_max,ret2h,4.474457503060252,4.474457503060252
dv_z,rng_z,4.3625988848183805,4.3625988848183805
dv_z,trapped_longs_24,4.347600657699968,4.347600657699968
vp_dist_poc_atr,clv_collapse,4.310654417102785,4.310654417102785
zscore_price_200,ema50_gt_ema200,4.179105037704955,4.179105037704955
jump_intensity,kf_score_mean,4.1563169591821305,4.1563169591821305
atr_slope,trapped_longs_24,4.11524554383907,4.11524554383907
wick_ratio_4h_max,trapped_longs_24,3.9813326242397773,3.9813326242397773
jump_intensity,trapped_longs_24,3.9252886121506814,3.9252886121506814
return_autocorr_48,ret2h,3.7863346235297,3.7863346235297
jump_intensity,ret2h,3.7742863919283605,3.7742863919283605
regime_transition_entropy_48h,hurst_proxy_x_regime_trend_48h,3.746019538274687,3.746019538274687
v_power,range_expansion_ratio,3.733359748614574,3.733359748614574
return_autocorr_48,atr_pct_base,3.717230228230245,3.717230228230245
bars_in_high_vol_state_log_norm,G_EXH_TAIL_FAIL,3.6060942349032667,3.6060942349032667
bars_in_high_vol_state_log_norm,range_expansion_ratio,3.597889451743275,3.597889451743275
v_power,align,3.5402178441925405,3.5402178441925405
regime_transition_entropy_48h,amihud_illiq,3.393242700982139,3.393242700982139
zscore_price_200,dv_z,3.383498467398051,3.383498467398051
clv_collapse,prior_volatility,3.3352213122821954,3.3352213122821954
zscore_price_200,ffd_range_24_06,3.3226382541070336,3.3226382541070336
G_TF_TREND,climax_vol_12,3.319599423339207,3.319599423339207
trend_regime_stability,trapped_longs_24,3.3019942330150016,3.3019942330150016
atr_percentile,amihud_illiq,3.2561105424944454,3.2561105424944454
press_12,align,3.2445634447019582,3.2445634447019582
ret2h,regime_transition_entropy_48h,3.2247111013746643,3.2247111013746643
align,prior_volatility,3.222797111437915,3.222797111437915
body_pct,jump_intensity,3.2090154634879293,3.2090154634879293
slope,trapped_longs_96,3.197511175734237,3.197511175734237
G_TF_TREND,trapped_longs_24,3.174336540635813,3.174336540635813
body_pct,bars_in_high_vol_state_log_norm,3.1737325544264325,3.1737325544264325
bars_in_high_vol_state_log_norm,kf_score_mean,3.162165443779634,3.162165443779634
dir_path_risk_short_2h,amihud_illiq,3.1525826965011414,3.1525826965011414
kf_score_mean,regime_transition_entropy_48h,3.1277158730542878,3.1277158730542878
ema50_ema200_spread_atr,jump_intensity,3.1274989019418333,3.1274989019418333
