,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
vol_high,0.09592021,0.050508235,0.18216212,139.0,56.15455,344.0683,371.56317,177.22588,779.0013,0.12564912,0.06430177,0.2455252,0.28465852,0.12730072,0.6365281,2.0,0.8717244,0.0,1.0,0.5625,0.8333333,0.0,2.0,3.5,0.815625,1.0
vol_z_30_calm,0.07625514,0.031251088,0.18606862,114.166664,38.48557,338.67313,350.66016,142.17094,864.8923,0.10924584,0.046142202,0.25864938,0.27222756,0.108362705,0.683887,1.0,0.0,0.6681305,0.7937201,0.6666667,0.8333333,0.12816773,3.5,2.6666667,0.73462117,2.0
liq_score,0.06629207,0.038367007,0.11454213,95.666664,30.422945,300.82922,246.92555,95.22507,640.296,0.08060902,0.034571804,0.1879513,0.19726828,0.096878454,0.40168658,6.0,1.0,0.58159566,0.6892109,0.5416667,0.6666667,0.042176347,5.0,3.6666667,0.6165915,3.0
time_since_peak_12h,0.061884716,0.034833323,0.10994409,109.666664,49.476143,243.08235,277.99698,152.11354,508.0568,0.09127464,0.05704732,0.14603771,0.2096139,0.10647231,0.41267058,8.0,0.5349613,0.7325032,0.64297926,0.5833333,0.6666667,0.0,6.0,3.3333333,0.5994719,4.0
kf_atr_mean,0.049048238,0.019315828,0.124547064,83.333336,28.639523,242.47766,233.87125,82.631195,661.92633,0.07024656,0.025424512,0.19408746,0.18096453,0.064401716,0.50849825,4.0,0.0,0.7627456,0.508329,0.5208333,0.5,0.10879906,6.0,3.8333333,0.49022922,5.0
vol_concentration_12,0.05826901,0.029316239,0.11581559,93.833336,44.577335,197.51505,260.8841,144.78789,470.07047,0.08446655,0.049753483,0.14339894,0.19796795,0.10761538,0.3641794,7.0,0.0,0.7627456,0.6050517,0.3125,0.5,0.034374807,7.0,5.5,0.48762217,6.0
vol_state,0.051477477,0.032706875,0.0810206,81.166664,49.99472,131.77446,227.59688,159.40842,324.95358,0.07303389,0.053124353,0.10040497,0.1713638,0.11139323,0.26362062,14.0,0.92727757,1.0,0.53381085,0.27083334,0.5,0.0271478,9.5,5.8333335,0.4376617,7.0
kf_vol_ratio_mean,0.02986513,0.0078741675,0.11327241,57.833332,17.477764,191.36856,142.69559,49.06704,414.98395,0.042520512,0.015333725,0.11790964,0.109909825,0.036007434,0.33549097,9.0,0.050799504,0.78202987,0.30710474,0.7083333,0.16666667,0.091800794,14.5,2.3333333,0.375581,8.0
asset_vol_level,0.039194163,0.024211897,0.06344742,72.833336,39.620773,133.8867,203.36632,139.85493,295.7197,0.061136894,0.043686353,0.085558064,0.154773,0.10300567,0.23255691,17.0,0.030631153,0.7627456,0.40496308,0.39583334,0.16666667,0.0,9.0,4.8333335,0.34668803,9.0
rng_z,0.033102117,0.008992538,0.12185104,56.0,10.503967,298.55386,147.07849,31.229834,692.6736,0.045530148,0.01006973,0.20586395,0.11578279,0.030062387,0.4459278,3.0,0.39220738,0.7627456,0.3410596,0.5833333,0.0,0.16930094,12.0,3.3333333,0.34188116,10.0
volume_entropy_12,0.03296024,0.009237811,0.11760116,60.833332,17.062792,216.8868,149.2207,39.879833,558.34784,0.04507619,0.012600762,0.16124924,0.1167344,0.030834312,0.44194013,5.0,0.0,0.7627456,0.33957136,0.45833334,0.16666667,0.027954975,10.0,4.3333335,0.32774535,11.0
chop_score,0.0370631,0.018927256,0.07257647,57.166668,22.371237,146.08168,137.40776,45.776054,412.4622,0.04468207,0.016123747,0.1238228,0.11010139,0.046856545,0.25871125,11.0,0.2628897,0.8103894,0.38260895,0.3125,0.16666667,0.0348255,13.5,5.5,0.31530118,12.0
amihud_illiq,0.02967089,0.0091624055,0.09608413,62.666668,23.004831,170.70811,138.68855,50.92256,377.72086,0.042181224,0.016055638,0.11081811,0.107292995,0.036137197,0.3185578,10.0,0.0,0.7627456,0.3050672,0.5625,0.0,0.03042474,12.5,3.5,0.3099332,13.0
rvol_hod_base,0.030369459,0.013786372,0.06689969,51.0,24.152294,107.69163,140.57458,65.560005,301.42175,0.043141674,0.021380436,0.08705173,0.10814089,0.04531166,0.25808924,16.0,0.0,0.7627456,0.31239495,0.35416666,0.16666667,0.14106746,12.5,5.1666665,0.29241228,14.0
vol_scale,0.019114725,0.006970795,0.052414782,33.666668,11.070481,102.384384,87.38973,34.500763,221.35641,0.026615506,0.010527386,0.067289755,0.067222066,0.02496975,0.18097122,19.0,0.4735202,0.859679,0.19433664,0.6875,0.0,0.23318341,19.5,2.5,0.2904193,15.0
kf_ret1h_mean,0.022805708,0.012634158,0.0411662,38.5,14.139189,104.83275,104.30153,46.517628,233.86421,0.031413227,0.014149431,0.06974067,0.08027333,0.034877643,0.18475467,20.0,0.0,0.7627456,0.23305377,0.5,0.16666667,0.21806157,21.0,4.0,0.28908268,16.0
liq_low,0.0005882281,0.00073533825,0.00023527423,1.0,1.1547005,0.4330127,2.3003483,2.5247986,1.0479256,0.00067521294,0.0007515785,0.00030330333,0.0005626317,0.0012580827,4.193609e-05,31.0,0.0,0.7627456,0.0,0.9791667,0.0,0.85356736,31.0,0.16666667,0.28747004,17.0
asset_atr_level,0.025839297,0.0088691795,0.07527971,50.333332,17.34615,146.05228,124.47859,46.475117,333.4025,0.036942806,0.013209883,0.103314385,0.09624997,0.032894533,0.28162906,13.0,0.0,0.7131044,0.2648751,0.5,0.0,0.21357803,13.0,4.0,0.2813602,18.0
spike_score,0.034392312,0.022073565,0.053585865,51.833332,28.568144,94.04511,139.3224,65.24975,297.48364,0.04390851,0.021632336,0.08912386,0.1123992,0.06323636,0.19978346,18.0,0.0,0.7627456,0.3545933,0.20833333,0.16666667,0.06574126,13.5,6.3333335,0.27539673,19.0
grind_score,0.025127681,0.008529698,0.07402376,52.5,14.45395,190.69182,110.366,35.12196,346.81018,0.03369994,0.011010945,0.10314156,0.08509008,0.029213255,0.24784368,12.0,0.0,0.7627456,0.2574105,0.5208333,0.0,0.058704644,17.5,3.8333333,0.27471936,20.0
vol_regime_switch_12h,0.010526052,0.0044499217,0.024898812,24.666666,7.6739097,79.287415,48.631172,16.748299,141.20784,0.014404949,0.0051391483,0.04037684,0.038421698,0.016044293,0.09200947,24.0,0.0,0.7627456,0.10424438,0.8125,0.0,0.19860375,25.0,1.5,0.27038962,21.0
impact_z,0.0058901836,0.0027895572,0.012437193,10.5,5.9930515,18.396305,27.805447,15.418412,50.144127,0.008452311,0.0046395166,0.015398493,0.020263795,0.010845295,0.037861705,29.0,0.0,0.7627456,0.055615705,0.875,0.0,0.25950575,28.0,1.0,0.26231393,22.0
vol_low,0.034810312,0.027662968,0.04380433,41.666668,21.147629,82.09483,141.84567,117.122215,171.78801,0.04701728,0.03909457,0.056545563,0.11690655,0.10582132,0.12915301,22.0,0.0,0.64164597,0.35897797,0.125,0.16666667,0.07598495,17.0,7.0,0.25748715,23.0
regime_transition_entropy_48h,0.017911125,0.012747927,0.025165536,34.666668,25.92082,46.36342,82.35717,63.8247,106.27083,0.025536962,0.019965589,0.032663018,0.063435294,0.04878402,0.08248677,25.0,0.0,0.7627456,0.18171129,0.41666666,0.0,1.0,23.5,4.6666665,0.2541079,24.0
vol_regime_z,0.021144781,0.007483476,0.059745196,42.666668,10.290233,176.90994,92.54231,25.008875,342.44165,0.027765855,0.008129653,0.094830945,0.07349538,0.025561165,0.21131945,15.0,0.0,0.7627456,0.21563123,0.5208333,0.0,0.09642971,20.0,3.8333333,0.253627,25.0
kf_innov_var,0.0011489639,0.0008104974,0.0013573129,2.3333333,1.8856181,2.4061272,5.5080447,4.259345,5.9356856,0.0016924657,0.0012423171,0.0019214366,0.0031233372,0.0034549762,0.0023529432,30.0,0.0,0.7627456,0.0058819274,0.9375,0.0,0.29718992,30.0,0.5,0.25246954,26.0
time_since_trough_12h,0.0072789704,0.0047257002,0.011211758,15.5,7.6757193,31.299997,36.411224,22.586044,58.69896,0.010456586,0.0064293984,0.017006287,0.027435625,0.018403366,0.040900864,28.0,0.0,0.7627456,0.070183605,0.7083333,0.0,0.45496434,27.5,2.3333333,0.23843253,27.0
amihud_z,0.012228393,0.007125039,0.020987056,25.0,15.187715,41.151684,54.323494,35.467144,83.20495,0.016906168,0.011108779,0.025729064,0.042013735,0.027622005,0.063903905,27.0,0.0,0.7627456,0.12210136,0.625,0.0,0.19548306,26.0,3.0,0.2331799,28.0
regime_stability_24h,0.015710387,0.0064758956,0.03811307,35.666668,12.4454365,102.215065,71.64302,30.308119,169.3514,0.02169292,0.009390359,0.0501134,0.05443873,0.020941475,0.14151703,23.0,0.54139304,0.9682666,0.15862629,0.5625,0.0,0.09122029,22.5,3.5,0.23243046,29.0
t_trail_proxy,0.02811451,0.025266461,0.026069662,43.5,31.484123,50.084766,91.41303,71.80668,96.97732,0.03158383,0.026207322,0.031719454,0.06882231,0.052241758,0.07555434,26.0,0.0,0.7627456,0.28874132,0.0,0.16666667,0.08762229,19.5,8.0,0.18818885,30.0
base_prob_x_entropy,0.025996407,0.01570112,0.043042354,43.5,22.425804,84.37825,110.42983,57.868942,210.73045,0.033735123,0.018153282,0.06269161,0.085737474,0.048091646,0.1528522,21.0,0.0,0.7627456,0.26652312,0.104166664,0.0,0.029718986,16.5,7.1666665,0.17411533,31.0
