feature_a,feature_b,lift,final_pair_score
climax_vol_24,dir_path_long_2h,7.6290017715099765,7.6290017715099765
climax_vol_24,dist_from_high_event_12h,7.555149828664691,7.555149828664691
climax_vol_24,ffd_amihud_04,7.300765034396972,7.300765034396972
amihud_illiq,climax_decay,6.617850788245602,6.617850788245602
amihud_illiq,dir_path_long_2h,5.121890527455427,5.121890527455427
dist_from_high_vol,liq_regime,4.713489809661715,4.713489809661715
dist_from_high_48h,trapped_longs_96,4.66738686577884,4.66738686577884
pullback_72,trapped_longs_96,4.567350151816171,4.567350151816171
pullback_72,mae_2h,4.465294535058946,4.465294535058946
amihud_z,trapped_longs_96,4.399614519755863,4.399614519755863
amihud_illiq,climax_vol_24,4.2358822493007775,4.2358822493007775
dist_from_high_vol,trend_slope_48h,4.090977270803771,4.090977270803771
dist_from_high_vol,climax_vol_24,4.0270188007288175,4.0270188007288175
dist_from_high_48h,amihud_illiq,3.8950965968865954,3.8950965968865954
climax_decay,mae_2h,3.723830730821385,3.723830730821385
dist_from_high_vol,ffd_amihud_04,3.6728216768881485,3.6728216768881485
dist_from_high_vol,dir_path_risk_long_2h,3.6376377203664196,3.6376377203664196
dip_volume_profile,amihud_illiq,3.6053843076623675,3.6053843076623675
climax_vol_24,vol_z_30_calm,3.4519975694503873,3.4519975694503873
kf_atr_mean,dist_from_high_event_12h,3.4323772261815897,3.4323772261815897
amihud_z,dir_path_risk_long_2h,3.3815083929236276,3.3815083929236276
dist_from_high_vol,t_trail_proxy,3.356679183414406,3.356679183414406
liq_regime,dist_from_high_event_12h,3.3194394646989256,3.3194394646989256
tf_tape,bars_outside_ema20_atr_band_log_norm,3.309427898418418,3.309427898418418
amihud_illiq,rv_120h,3.3085429131808333,3.3085429131808333
climax_vol_24,kf_atr_mean,3.2907666823905224,3.2907666823905224
dist_from_high_vol,vol_scale,3.1931856439360664,3.1931856439360664
dist_from_high_48h,climax_vol_24,3.1539250403551065,3.1539250403551065
t_trail_proxy,dir_path_risk_long_2h,3.144403080792003,3.144403080792003
rv_ratio_24_120,dist_from_high_event_12h,3.1303380838143715,3.1303380838143715
amihud_illiq,rv_ratio_24_120,3.083078912000916,3.083078912000916
t_trail_proxy,mr_potential,3.0077744691873085,3.0077744691873085
amihud_illiq,trapped_longs_96,2.9982626242624404,2.9982626242624404
amihud_z,t_trail_proxy,2.978214010693793,2.978214010693793
vol_scale,liq_regime,2.9579248322098053,2.9579248322098053
mr_potential,trapped_longs_96,2.9050196776409973,2.9050196776409973
climax_vol_24,trapped_longs_96,2.881050510047534,2.881050510047534
dir_path_edge_2h,rv_ratio_24_120,2.8187265533651713,2.8187265533651713
amihud_z,pullback_72,2.7996785530079813,2.7996785530079813
dir_path_risk_long_2h,dist_from_high_event_12h,2.7979166519425713,2.7979166519425713
