timestamp,symbol,base_asset,quote_asset,sum_open_interest,sum_open_interest_value
2026-04-05 20:00:00+00:00,BELUSDT,BEL,USDT,12910526.0,1286768.50015742
2026-04-05 21:00:00+00:00,BELUSDT,BEL,USDT,13105848.0,1296494.83387368
2026-04-05 22:00:00+00:00,BELUSDT,BEL,USDT,13085022.0,1275789.645
2026-04-05 23:00:00+00:00,BELUSDT,BEL,USDT,12976278.0,1261294.2216
2026-04-06 00:00:00+00:00,BELUSDT,BEL,USDT,12826610.0,1258893.29167
2026-04-06 01:00:00+00:00,BELUSDT,BEL,USDT,12732886.0,1248468.13066248
2026-04-06 02:00:00+00:00,BELUSDT,BEL,USDT,12666977.0,1243897.1414
2026-04-06 03:00:00+00:00,BELUSDT,BEL,USDT,12562401.0,1252471.3797
2026-04-06 04:00:00+00:00,BELUSDT,BEL,USDT,12691536.0,1267884.4464
2026-04-06 05:00:00+00:00,BELUSDT,BEL,USDT,12605917.0,1270321.70309562
2026-04-06 06:00:00+00:00,BELUSDT,BEL,USDT,12677150.0,1326029.89
2026-04-06 07:00:00+00:00,BELUSDT,BEL,USDT,12832805.0,1294830.0245
2026-04-06 08:00:00+00:00,BELUSDT,BEL,USDT,12888647.0,1302225.97368549
2026-04-06 09:00:00+00:00,BELUSDT,BEL,USDT,17820981.0,2307433.17556926
2026-04-06 10:00:00+00:00,BELUSDT,BEL,USDT,18646766.0,2384102.7783726
2026-04-06 11:00:00+00:00,BELUSDT,BEL,USDT,18540981.0,2220126.35968998
2026-04-06 12:00:00+00:00,BELUSDT,BEL,USDT,19196178.0,2245952.826
2026-04-06 13:00:00+00:00,BELUSDT,BEL,USDT,20870635.0,2546217.47
2026-04-06 14:00:00+00:00,BELUSDT,BEL,USDT,19619030.0,2280134.6532568
2026-04-06 15:00:00+00:00,BELUSDT,BEL,USDT,18519341.0,2105703.33336913
2026-04-06 16:00:00+00:00,BELUSDT,BEL,USDT,19128085.0,2180601.69
2026-04-06 17:00:00+00:00,BELUSDT,BEL,USDT,18461596.0,2127164.29117984
2026-04-06 18:00:00+00:00,BELUSDT,BEL,USDT,18796766.0,2125449.39057682
2026-04-06 19:00:00+00:00,BELUSDT,BEL,USDT,18121200.0,2013113.826768
2026-04-06 20:00:00+00:00,BELUSDT,BEL,USDT,18439776.0,2030219.3376
2026-04-06 21:00:00+00:00,BELUSDT,BEL,USDT,18506825.0,2022252.05691325
2026-04-06 22:00:00+00:00,BELUSDT,BEL,USDT,18197051.0,1980576.31133601
2026-04-06 23:00:00+00:00,BELUSDT,BEL,USDT,18324555.0,1957062.474
2026-04-07 00:00:00+00:00,BELUSDT,BEL,USDT,18439315.0,1968284.94960795
2026-04-07 01:00:00+00:00,BELUSDT,BEL,USDT,17534266.0,1842851.3566
2026-04-07 02:00:00+00:00,BELUSDT,BEL,USDT,17039400.0,1778097.17274
2026-04-07 03:00:00+00:00,BELUSDT,BEL,USDT,16953030.0,1762026.3964134
2026-04-07 04:00:00+00:00,BELUSDT,BEL,USDT,16676515.0,1746914.14196925
2026-04-07 05:00:00+00:00,BELUSDT,BEL,USDT,16748675.0,1727030.243367
2026-04-07 06:00:00+00:00,BELUSDT,BEL,USDT,16645185.0,1689183.6680367
2026-04-07 07:00:00+00:00,BELUSDT,BEL,USDT,16840718.0,1694920.75894278
2026-04-07 08:00:00+00:00,BELUSDT,BEL,USDT,16959918.0,1758743.4966
2026-04-07 09:00:00+00:00,BELUSDT,BEL,USDT,17250704.0,1756121.6672
2026-04-07 10:00:00+00:00,BELUSDT,BEL,USDT,17350682.0,1779403.5301805
2026-04-07 11:00:00+00:00,BELUSDT,BEL,USDT,17144112.0,1728973.92305616
2026-04-07 12:00:00+00:00,BELUSDT,BEL,USDT,16853215.0,1708916.001
2026-04-07 13:00:00+00:00,BELUSDT,BEL,USDT,16729677.0,1690478.15102559
2026-04-07 14:00:00+00:00,BELUSDT,BEL,USDT,16715343.0,1704273.30510666
2026-04-07 15:00:00+00:00,BELUSDT,BEL,USDT,16713132.0,1709013.68037768
2026-04-07 16:00:00+00:00,BELUSDT,BEL,USDT,16376297.0,1650730.7376
2026-04-07 17:00:00+00:00,BELUSDT,BEL,USDT,16379599.0,1682255.2495757
2026-04-07 18:00:00+00:00,BELUSDT,BEL,USDT,16368427.0,1663032.1832
2026-04-07 19:00:00+00:00,BELUSDT,BEL,USDT,16371095.0,1655117.7045
2026-04-07 20:00:00+00:00,BELUSDT,BEL,USDT,16295548.0,1652368.5672
2026-04-07 21:00:00+00:00,BELUSDT,BEL,USDT,16283048.0,1650564.05227696
2026-04-07 22:00:00+00:00,BELUSDT,BEL,USDT,16279950.0,1682135.60172
2026-04-07 23:00:00+00:00,BELUSDT,BEL,USDT,16180078.0,1674520.28203216
2026-04-08 00:00:00+00:00,BELUSDT,BEL,USDT,15917761.0,1670569.01695
2026-04-08 01:00:00+00:00,BELUSDT,BEL,USDT,15899089.0,1659864.8916
2026-04-08 02:00:00+00:00,BELUSDT,BEL,USDT,16142359.0,1715932.7617
2026-04-08 03:00:00+00:00,BELUSDT,BEL,USDT,16230401.0,1728537.7065
2026-04-08 04:00:00+00:00,BELUSDT,BEL,USDT,16062216.0,1689745.1232
2026-04-08 05:00:00+00:00,BELUSDT,BEL,USDT,15929559.0,1659860.0478
2026-04-08 06:00:00+00:00,BELUSDT,BEL,USDT,15965628.0,1664365.46933412
2026-04-08 07:00:00+00:00,BELUSDT,BEL,USDT,16034717.0,1673325.82218031
2026-04-08 08:00:00+00:00,BELUSDT,BEL,USDT,15935492.0,1653626.00484
2026-04-08 09:00:00+00:00,BELUSDT,BEL,USDT,15849939.0,1633432.42307973
2026-04-08 10:00:00+00:00,BELUSDT,BEL,USDT,15756030.0,1622871.09
2026-04-08 11:00:00+00:00,BELUSDT,BEL,USDT,15779847.0,1627049.76726945
2026-04-08 12:00:00+00:00,BELUSDT,BEL,USDT,15925627.0,1646709.8318
2026-04-08 13:00:00+00:00,BELUSDT,BEL,USDT,15919231.0,1633313.1006
2026-04-08 14:00:00+00:00,BELUSDT,BEL,USDT,16052372.0,1630920.9952
2026-04-08 15:00:00+00:00,BELUSDT,BEL,USDT,15927167.0,1615290.91087578
2026-04-08 16:00:00+00:00,BELUSDT,BEL,USDT,15843706.0,1626713.6964703
2026-04-08 17:00:00+00:00,BELUSDT,BEL,USDT,15851668.0,1615284.9692
2026-04-08 18:00:00+00:00,BELUSDT,BEL,USDT,15821704.0,1624055.51343328
2026-04-08 19:00:00+00:00,BELUSDT,BEL,USDT,15764279.0,1617335.88871942
2026-04-08 20:00:00+00:00,BELUSDT,BEL,USDT,15725331.0,1623450.1492449
2026-04-08 21:00:00+00:00,BELUSDT,BEL,USDT,15788758.0,1634136.453
2026-04-08 22:00:00+00:00,BELUSDT,BEL,USDT,15774219.0,1628768.24478252
2026-04-08 23:00:00+00:00,BELUSDT,BEL,USDT,15744096.0,1602748.9728
2026-04-09 00:00:00+00:00,BELUSDT,BEL,USDT,15689301.0,1597969.89789993
2026-04-09 01:00:00+00:00,BELUSDT,BEL,USDT,15665513.0,1579917.27234673
2026-04-09 02:00:00+00:00,BELUSDT,BEL,USDT,15709092.0,1585306.582818
2026-04-09 03:00:00+00:00,BELUSDT,BEL,USDT,15703215.0,1600157.6085
2026-04-09 04:00:00+00:00,BELUSDT,BEL,USDT,15771927.0,1610313.7467
2026-04-09 05:00:00+00:00,BELUSDT,BEL,USDT,15744487.0,1593342.0844
2026-04-09 06:00:00+00:00,BELUSDT,BEL,USDT,15738846.0,1598275.24703466
2026-04-09 07:00:00+00:00,BELUSDT,BEL,USDT,15717200.0,1598408.748632
2026-04-09 08:00:00+00:00,BELUSDT,BEL,USDT,15735395.0,1604223.52025
2026-04-09 09:00:00+00:00,BELUSDT,BEL,USDT,15829704.0,1612633.84062264
2026-04-09 10:00:00+00:00,BELUSDT,BEL,USDT,15921144.0,1627140.9168
2026-04-09 11:00:00+00:00,BELUSDT,BEL,USDT,15959508.0,1624038.41691444
2026-04-09 12:00:00+00:00,BELUSDT,BEL,USDT,16032886.0,1623361.773272
2026-04-09 13:00:00+00:00,BELUSDT,BEL,USDT,16095144.0,1630039.41048312
2026-04-09 14:00:00+00:00,BELUSDT,BEL,USDT,16130717.0,1636461.23965
2026-04-09 15:00:00+00:00,BELUSDT,BEL,USDT,14923460.0,1498384.6288544
2026-04-09 16:00:00+00:00,BELUSDT,BEL,USDT,14891039.0,1504299.60965794
2026-04-09 17:00:00+00:00,BELUSDT,BEL,USDT,14873881.0,1505946.98501775
2026-04-09 18:00:00+00:00,BELUSDT,BEL,USDT,14893277.0,1505710.3047
2026-04-09 19:00:00+00:00,BELUSDT,BEL,USDT,14965021.0,1518424.50891311
2026-04-09 20:00:00+00:00,BELUSDT,BEL,USDT,15024210.0,1530158.0955336
2026-04-09 21:00:00+00:00,BELUSDT,BEL,USDT,15070325.0,1528884.47125
2026-04-09 22:00:00+00:00,BELUSDT,BEL,USDT,15039754.0,1519015.154
2026-04-09 23:00:00+00:00,BELUSDT,BEL,USDT,15036296.0,1521673.1552
2026-04-10 00:00:00+00:00,BELUSDT,BEL,USDT,15035837.0,1514828.40105882
2026-04-10 01:00:00+00:00,BELUSDT,BEL,USDT,14975634.0,1500558.5268
2026-04-10 02:00:00+00:00,BELUSDT,BEL,USDT,14964001.0,1495597.43098636
2026-04-10 03:00:00+00:00,BELUSDT,BEL,USDT,15009883.0,1504678.62983438
2026-04-10 04:00:00+00:00,BELUSDT,BEL,USDT,15068526.0,1508359.4526
2026-04-10 05:00:00+00:00,BELUSDT,BEL,USDT,15058343.0,1510650.40984169
2026-04-10 06:00:00+00:00,BELUSDT,BEL,USDT,15108415.0,1522928.232
2026-04-10 07:00:00+00:00,BELUSDT,BEL,USDT,15104505.0,1509703.88431785
2026-04-10 08:00:00+00:00,BELUSDT,BEL,USDT,15119964.0,1518044.3856
2026-04-10 09:00:00+00:00,BELUSDT,BEL,USDT,15219053.0,1527033.35990835
2026-04-10 10:00:00+00:00,BELUSDT,BEL,USDT,15252335.0,1535185.6485875
2026-04-10 11:00:00+00:00,BELUSDT,BEL,USDT,15134210.0,1517269.4782609
2026-04-10 12:00:00+00:00,BELUSDT,BEL,USDT,15310622.0,1548740.76279852
2026-04-10 13:00:00+00:00,BELUSDT,BEL,USDT,15350398.0,1557297.8771
2026-04-10 14:00:00+00:00,BELUSDT,BEL,USDT,15322417.0,1553693.0838
2026-04-10 15:00:00+00:00,BELUSDT,BEL,USDT,15371062.0,1573378.0635545
2026-04-10 16:00:00+00:00,BELUSDT,BEL,USDT,15327627.0,1552688.6151
2026-04-10 17:00:00+00:00,BELUSDT,BEL,USDT,15320263.0,1547893.64959173
2026-04-10 18:00:00+00:00,BELUSDT,BEL,USDT,15210452.0,1534387.96059892
2026-04-10 19:00:00+00:00,BELUSDT,BEL,USDT,15205426.0,1536508.2973
2026-04-10 20:00:00+00:00,BELUSDT,BEL,USDT,15219696.0,1529579.448
2026-04-10 21:00:00+00:00,BELUSDT,BEL,USDT,15313024.0,1539724.5632
2026-04-10 22:00:00+00:00,BELUSDT,BEL,USDT,15273351.0,1541659.67043588
2026-04-10 23:00:00+00:00,BELUSDT,BEL,USDT,15268972.0,1535295.1346
2026-04-11 00:00:00+00:00,BELUSDT,BEL,USDT,15299851.0,1531750.09081136
2026-04-11 01:00:00+00:00,BELUSDT,BEL,USDT,15287109.0,1529734.67768973
2026-04-11 02:00:00+00:00,BELUSDT,BEL,USDT,15329250.0,1534457.925
2026-04-11 03:00:00+00:00,BELUSDT,BEL,USDT,15321288.0,1532128.8
2026-04-11 04:00:00+00:00,BELUSDT,BEL,USDT,15322823.0,1520024.0416
2026-04-11 05:00:00+00:00,BELUSDT,BEL,USDT,15260926.0,1519988.2296
2026-04-11 06:00:00+00:00,BELUSDT,BEL,USDT,15251297.0,1523604.5703
2026-04-11 07:00:00+00:00,BELUSDT,BEL,USDT,15358723.0,1534336.4277
2026-04-11 08:00:00+00:00,BELUSDT,BEL,USDT,15284405.0,1523103.03292995
2026-04-11 09:00:00+00:00,BELUSDT,BEL,USDT,15306328.0,1528336.8508
2026-04-11 10:00:00+00:00,BELUSDT,BEL,USDT,15350505.0,1525840.197
2026-04-11 11:00:00+00:00,BELUSDT,BEL,USDT,15350168.0,1526574.2076
2026-04-11 12:00:00+00:00,BELUSDT,BEL,USDT,15374488.0,1535142.6268
2026-04-11 13:00:00+00:00,BELUSDT,BEL,USDT,15346216.0,1522344.6272
2026-04-11 14:00:00+00:00,BELUSDT,BEL,USDT,15429762.0,1529860.9023
2026-04-11 15:00:00+00:00,BELUSDT,BEL,USDT,15439202.0,1537744.5192
2026-04-11 16:00:00+00:00,BELUSDT,BEL,USDT,15455005.0,1550909.75175
2026-04-11 17:00:00+00:00,BELUSDT,BEL,USDT,15411758.0,1548123.11227124
2026-04-11 18:00:00+00:00,BELUSDT,BEL,USDT,15339199.0,1534686.85995
2026-04-11 19:00:00+00:00,BELUSDT,BEL,USDT,15326819.0,1541054.63468332
2026-04-11 20:00:00+00:00,BELUSDT,BEL,USDT,15358433.0,1568536.48915844
2026-04-11 21:00:00+00:00,BELUSDT,BEL,USDT,15395387.0,1573408.5514
2026-04-11 22:00:00+00:00,BELUSDT,BEL,USDT,15347384.0,1569598.14106992
2026-04-11 23:00:00+00:00,BELUSDT,BEL,USDT,15289166.0,1550321.4324
2026-04-12 00:00:00+00:00,BELUSDT,BEL,USDT,15285615.0,1541554.27275
2026-04-12 01:00:00+00:00,BELUSDT,BEL,USDT,15437521.0,1566908.3815
2026-04-12 02:00:00+00:00,BELUSDT,BEL,USDT,15361999.0,1533127.5002
2026-04-12 03:00:00+00:00,BELUSDT,BEL,USDT,15254298.0,1515384.844767
2026-04-12 04:00:00+00:00,BELUSDT,BEL,USDT,15217904.0,1508447.18959376
2026-04-12 05:00:00+00:00,BELUSDT,BEL,USDT,15248758.0,1507339.7283
2026-04-12 06:00:00+00:00,BELUSDT,BEL,USDT,15152125.0,1505191.1875675
2026-04-12 07:00:00+00:00,BELUSDT,BEL,USDT,15177734.0,1504846.37217486
2026-04-12 08:00:00+00:00,BELUSDT,BEL,USDT,15399369.0,1539936.9
