timestamp,symbol,base_asset,quote_asset,sum_open_interest,sum_open_interest_value
2026-04-05 20:00:00+00:00,UNIUSDT,UNI,USDT,18839912.0,58320511.87389336
2026-04-05 21:00:00+00:00,UNIUSDT,UNI,USDT,18838866.0,58249773.672
2026-04-05 22:00:00+00:00,UNIUSDT,UNI,USDT,18829938.0,58146755.14750752
2026-04-05 23:00:00+00:00,UNIUSDT,UNI,USDT,18794229.0,58675582.938
2026-04-06 00:00:00+00:00,UNIUSDT,UNI,USDT,18690824.0,58801332.304
2026-04-06 01:00:00+00:00,UNIUSDT,UNI,USDT,18606705.0,58835945.9386491
2026-04-06 02:00:00+00:00,UNIUSDT,UNI,USDT,18633802.0,58646230.06656898
2026-04-06 03:00:00+00:00,UNIUSDT,UNI,USDT,18628804.0,59044676.83737856
2026-04-06 04:00:00+00:00,UNIUSDT,UNI,USDT,18629682.0,58925684.166
2026-04-06 05:00:00+00:00,UNIUSDT,UNI,USDT,18648683.0,58919811.62909822
2026-04-06 06:00:00+00:00,UNIUSDT,UNI,USDT,18634767.0,58974800.38167954
2026-04-06 07:00:00+00:00,UNIUSDT,UNI,USDT,18590537.0,58542206.50679009
2026-04-06 08:00:00+00:00,UNIUSDT,UNI,USDT,18580133.0,58558597.15637932
2026-04-06 09:00:00+00:00,UNIUSDT,UNI,USDT,18623885.0,58859221.71505495
2026-04-06 10:00:00+00:00,UNIUSDT,UNI,USDT,18551225.0,59255132.46289175
2026-04-06 11:00:00+00:00,UNIUSDT,UNI,USDT,18530542.0,59246985.7311517
2026-04-06 12:00:00+00:00,UNIUSDT,UNI,USDT,18547735.0,59331661.92696355
2026-04-06 13:00:00+00:00,UNIUSDT,UNI,USDT,18462166.0,58801998.71
2026-04-06 14:00:00+00:00,UNIUSDT,UNI,USDT,18459058.0,58552131.976
2026-04-06 15:00:00+00:00,UNIUSDT,UNI,USDT,18430139.0,58576127.98971297
2026-04-06 16:00:00+00:00,UNIUSDT,UNI,USDT,18421590.0,58728028.92
2026-04-06 17:00:00+00:00,UNIUSDT,UNI,USDT,18385698.0,58043648.586
2026-04-06 18:00:00+00:00,UNIUSDT,UNI,USDT,18342958.0,58000433.196
2026-04-06 19:00:00+00:00,UNIUSDT,UNI,USDT,18348326.0,58082671.807582
2026-04-06 20:00:00+00:00,UNIUSDT,UNI,USDT,18321290.0,57739204.4757931
2026-04-06 21:00:00+00:00,UNIUSDT,UNI,USDT,18309574.0,57684223.71937462
2026-04-06 22:00:00+00:00,UNIUSDT,UNI,USDT,18283199.0,57328983.4447099
2026-04-06 23:00:00+00:00,UNIUSDT,UNI,USDT,18232998.0,56431128.81
2026-04-07 00:00:00+00:00,UNIUSDT,UNI,USDT,18231208.0,56407357.552
2026-04-07 01:00:00+00:00,UNIUSDT,UNI,USDT,18226456.0,56254790.13308056
2026-04-07 02:00:00+00:00,UNIUSDT,UNI,USDT,18253062.0,56043110.76181488
2026-04-07 03:00:00+00:00,UNIUSDT,UNI,USDT,18331997.0,56315894.784
2026-04-07 04:00:00+00:00,UNIUSDT,UNI,USDT,18353359.0,56518626.69874155
2026-04-07 05:00:00+00:00,UNIUSDT,UNI,USDT,18330368.0,56554816.91896064
2026-04-07 06:00:00+00:00,UNIUSDT,UNI,USDT,18300584.0,56127891.128
2026-04-07 07:00:00+00:00,UNIUSDT,UNI,USDT,18240441.0,55999079.38997634
2026-04-07 08:00:00+00:00,UNIUSDT,UNI,USDT,18242056.0,56039596.032
2026-04-07 09:00:00+00:00,UNIUSDT,UNI,USDT,18241207.0,56225575.35221778
2026-04-07 10:00:00+00:00,UNIUSDT,UNI,USDT,18261437.0,56591375.51585114
2026-04-07 11:00:00+00:00,UNIUSDT,UNI,USDT,18345807.0,56030625.19861758
2026-04-07 12:00:00+00:00,UNIUSDT,UNI,USDT,18401743.0,56109696.7505416
2026-04-07 13:00:00+00:00,UNIUSDT,UNI,USDT,18391460.0,56242959.689347
2026-04-07 14:00:00+00:00,UNIUSDT,UNI,USDT,18447391.0,56356779.505
2026-04-07 15:00:00+00:00,UNIUSDT,UNI,USDT,18437712.0,56050644.48
2026-04-07 16:00:00+00:00,UNIUSDT,UNI,USDT,18431745.0,55800847.80909435
2026-04-07 17:00:00+00:00,UNIUSDT,UNI,USDT,18538800.0,56265258.0
2026-04-07 18:00:00+00:00,UNIUSDT,UNI,USDT,18493047.0,56653008.79518999
2026-04-07 19:00:00+00:00,UNIUSDT,UNI,USDT,18493036.0,56636663.49947868
2026-04-07 20:00:00+00:00,UNIUSDT,UNI,USDT,18519000.0,57501495.0
2026-04-07 21:00:00+00:00,UNIUSDT,UNI,USDT,18453311.0,57410590.03176858
2026-04-07 22:00:00+00:00,UNIUSDT,UNI,USDT,18353887.0,58010925.62798221
2026-04-07 23:00:00+00:00,UNIUSDT,UNI,USDT,18426071.0,60175642.84877297
2026-04-08 00:00:00+00:00,UNIUSDT,UNI,USDT,18341592.0,60249247.15540128
2026-04-08 01:00:00+00:00,UNIUSDT,UNI,USDT,18392751.0,59316621.975
2026-04-08 02:00:00+00:00,UNIUSDT,UNI,USDT,18398249.0,59463140.768
2026-04-08 03:00:00+00:00,UNIUSDT,UNI,USDT,18394791.0,59139253.065
2026-04-08 04:00:00+00:00,UNIUSDT,UNI,USDT,18416971.0,59063225.997
2026-04-08 05:00:00+00:00,UNIUSDT,UNI,USDT,18435835.0,59492439.545
2026-04-08 06:00:00+00:00,UNIUSDT,UNI,USDT,18433913.0,59523105.077
2026-04-08 07:00:00+00:00,UNIUSDT,UNI,USDT,18454443.0,59558464.9550877
2026-04-08 08:00:00+00:00,UNIUSDT,UNI,USDT,18428849.0,59875330.401
2026-04-08 09:00:00+00:00,UNIUSDT,UNI,USDT,18421041.0,59960488.455
2026-04-08 10:00:00+00:00,UNIUSDT,UNI,USDT,18345631.0,59632662.5254993
