timestamp,symbol,base_asset,quote_asset,sum_open_interest,sum_open_interest_value
2026-04-05 20:00:00+00:00,NEOUSDC,NEO,USDC,314724.537,866121.925824
2026-04-05 21:00:00+00:00,NEOUSDC,NEO,USDC,314800.04,864037.11268069
2026-04-05 22:00:00+00:00,NEOUSDC,NEO,USDC,314891.466,863765.96115302
2026-04-05 23:00:00+00:00,NEOUSDC,NEO,USDC,315690.692,873831.835456
2026-04-06 00:00:00+00:00,NEOUSDC,NEO,USDC,314868.337,875992.2280106
2026-04-06 01:00:00+00:00,NEOUSDC,NEO,USDC,313840.833,874202.93417963
2026-04-06 02:00:00+00:00,NEOUSDC,NEO,USDC,313785.69,873893.14665
2026-04-06 03:00:00+00:00,NEOUSDC,NEO,USDC,316926.487,890373.8050143
2026-04-06 04:00:00+00:00,NEOUSDC,NEO,USDC,314819.068,888419.409896
2026-04-06 05:00:00+00:00,NEOUSDC,NEO,USDC,313895.477,887382.513479
2026-04-06 06:00:00+00:00,NEOUSDC,NEO,USDC,314535.231,888912.59910742
2026-04-06 07:00:00+00:00,NEOUSDC,NEO,USDC,315199.759,886039.8681068
2026-04-06 08:00:00+00:00,NEOUSDC,NEO,USDC,313935.985,881859.32950405
2026-04-06 09:00:00+00:00,NEOUSDC,NEO,USDC,313065.488,874216.52243631
2026-04-06 10:00:00+00:00,NEOUSDC,NEO,USDC,314392.614,881073.91343452
2026-04-06 11:00:00+00:00,NEOUSDC,NEO,USDC,316604.026,887441.084878
2026-04-06 12:00:00+00:00,NEOUSDC,NEO,USDC,316005.307,886078.880828
2026-04-06 13:00:00+00:00,NEOUSDC,NEO,USDC,316948.215,882821.03843622
2026-04-06 14:00:00+00:00,NEOUSDC,NEO,USDC,316333.336,878141.340736
2026-04-06 15:00:00+00:00,NEOUSDC,NEO,USDC,316150.735,883230.28307744
2026-04-06 16:00:00+00:00,NEOUSDC,NEO,USDC,315202.334,880142.81206889
2026-04-06 17:00:00+00:00,NEOUSDC,NEO,USDC,314737.861,877478.36725413
2026-04-06 18:00:00+00:00,NEOUSDC,NEO,USDC,315597.785,878308.635655
2026-04-06 19:00:00+00:00,NEOUSDC,NEO,USDC,315252.681,878293.969266
2026-04-06 20:00:00+00:00,NEOUSDC,NEO,USDC,315561.026,877967.25370226
2026-04-06 21:00:00+00:00,NEOUSDC,NEO,USDC,315394.613,875072.84694727
2026-04-06 22:00:00+00:00,NEOUSDC,NEO,USDC,314752.071,867771.459747
2026-04-06 23:00:00+00:00,NEOUSDC,NEO,USDC,314758.104,856142.04288
2026-04-07 00:00:00+00:00,NEOUSDC,NEO,USDC,319116.431,866896.15867557
2026-04-07 01:00:00+00:00,NEOUSDC,NEO,USDC,321427.277,870547.95740682
2026-04-07 02:00:00+00:00,NEOUSDC,NEO,USDC,319664.57,861076.73131341
2026-04-07 03:00:00+00:00,NEOUSDC,NEO,USDC,319456.206,864767.949642
2026-04-07 04:00:00+00:00,NEOUSDC,NEO,USDC,319597.839,865910.71783444
2026-04-07 05:00:00+00:00,NEOUSDC,NEO,USDC,318894.986,865162.097018
2026-04-07 06:00:00+00:00,NEOUSDC,NEO,USDC,318423.959,863884.200767
2026-04-07 07:00:00+00:00,NEOUSDC,NEO,USDC,320197.055,866820.8106452
2026-04-07 08:00:00+00:00,NEOUSDC,NEO,USDC,319751.404,866511.91922433
2026-04-07 09:00:00+00:00,NEOUSDC,NEO,USDC,318976.54,866062.35200117
2026-04-07 10:00:00+00:00,NEOUSDC,NEO,USDC,318817.296,865594.49012009
2026-04-07 11:00:00+00:00,NEOUSDC,NEO,USDC,319094.088,858503.70872082
2026-04-07 12:00:00+00:00,NEOUSDC,NEO,USDC,319063.974,859877.40993
2026-04-07 13:00:00+00:00,NEOUSDC,NEO,USDC,319024.698,858495.462318
2026-04-07 14:00:00+00:00,NEOUSDC,NEO,USDC,319819.667,860954.543564
2026-04-07 15:00:00+00:00,NEOUSDC,NEO,USDC,318991.009,859999.760264
2026-04-07 16:00:00+00:00,NEOUSDC,NEO,USDC,317824.811,856141.40144101
2026-04-07 17:00:00+00:00,NEOUSDC,NEO,USDC,317203.792,854062.46147942
2026-04-07 18:00:00+00:00,NEOUSDC,NEO,USDC,316593.697,858602.106264
2026-04-07 19:00:00+00:00,NEOUSDC,NEO,USDC,317356.444,854323.547248
2026-04-07 20:00:00+00:00,NEOUSDC,NEO,USDC,316270.1,855826.8906
2026-04-07 21:00:00+00:00,NEOUSDC,NEO,USDC,315917.897,853773.09866774
2026-04-07 22:00:00+00:00,NEOUSDC,NEO,USDC,314043.682,860165.644998
2026-04-07 23:00:00+00:00,NEOUSDC,NEO,USDC,311355.054,872105.506254
2026-04-08 00:00:00+00:00,NEOUSDC,NEO,USDC,310530.49,877309.70317616
2026-04-08 01:00:00+00:00,NEOUSDC,NEO,USDC,309988.833,868936.92672189
2026-04-08 02:00:00+00:00,NEOUSDC,NEO,USDC,311700.092,881155.5037189
2026-04-08 03:00:00+00:00,NEOUSDC,NEO,USDC,312262.243,881337.9196922
2026-04-08 04:00:00+00:00,NEOUSDC,NEO,USDC,312458.946,880357.41103599
2026-04-08 05:00:00+00:00,NEOUSDC,NEO,USDC,311310.744,874738.15954088
2026-04-08 06:00:00+00:00,NEOUSDC,NEO,USDC,311217.617,873618.68947267
2026-04-08 07:00:00+00:00,NEOUSDC,NEO,USDC,311106.031,872658.27508156
2026-04-08 08:00:00+00:00,NEOUSDC,NEO,USDC,310727.539,870037.1092
2026-04-08 09:00:00+00:00,NEOUSDC,NEO,USDC,311213.538,869219.411634
2026-04-08 10:00:00+00:00,NEOUSDC,NEO,USDC,313927.444,874308.65702985
2026-04-08 11:00:00+00:00,NEOUSDC,NEO,USDC,311555.513,864254.993062
2026-04-08 12:00:00+00:00,NEOUSDC,NEO,USDC,310048.691,861463.32114941
2026-04-08 13:00:00+00:00,NEOUSDC,NEO,USDC,310014.958,861221.553324
2026-04-08 14:00:00+00:00,NEOUSDC,NEO,USDC,311121.8,864925.16244754
2026-04-08 15:00:00+00:00,NEOUSDC,NEO,USDC,311417.289,854840.458305
2026-04-08 16:00:00+00:00,NEOUSDC,NEO,USDC,312458.626,864810.23985545
2026-04-08 17:00:00+00:00,NEOUSDC,NEO,USDC,313851.015,868739.60952
2026-04-08 18:00:00+00:00,NEOUSDC,NEO,USDC,314132.802,870461.994342
2026-04-08 19:00:00+00:00,NEOUSDC,NEO,USDC,313764.866,864778.80587551
2026-04-08 20:00:00+00:00,NEOUSDC,NEO,USDC,313410.149,865744.87072781
2026-04-08 21:00:00+00:00,NEOUSDC,NEO,USDC,313019.084,865620.98096203
