,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
trend_regime_stability,0.06408462,0.016760627,0.24502893,60.166668,12.772584,283.42172,208.80257,62.980972,692.24896,0.12108895,0.035214324,0.4163798,1.0,0.6743948,0.96068656,1.0,0.8356164,0.8333333,0.0,1.5,2.0,0.8839041,1.0
kf_atr_mean,0.05040991,0.015503826,0.16390528,57.333332,11.055416,297.33038,164.15804,63.07411,427.2412,0.09741778,0.03607982,0.26303414,2.0,1.0,0.75558734,0.7468397,0.79452056,0.8333333,0.0,3.5,2.5,0.734392,2.0
hh_count_12,0.04870675,0.022591896,0.10500879,56.833332,13.384277,241.33,143.50516,81.27388,253.38686,0.08815492,0.04771049,0.16288431,14.0,0.28252962,0.49374083,0.7153091,0.739726,0.8333333,0.0,7.0,3.1666667,0.7033515,3.0
rv_120h,0.041881263,0.0149156945,0.11759695,47.666668,6.7494855,336.6347,134.7982,62.903595,288.86356,0.08226838,0.035052814,0.19308254,11.0,0.3542012,1.0,0.58894867,0.7123288,0.8333333,0.0,6.5,3.5,0.62700397,4.0
rv_48h,0.035811577,0.00904284,0.14182147,39.333332,8.158159,189.63974,112.318474,39.300148,321.00232,0.06890466,0.022832902,0.20793904,5.0,0.13639298,0.07189931,0.47658038,0.6164383,0.6666667,0.1432703,6.5,4.6666665,0.5233923,5.0
cusum_strength_norm,0.03831209,0.012899404,0.11378946,45.333332,8.576453,239.62248,107.871,34.095745,341.27872,0.06490217,0.02064162,0.20406792,7.0,0.30230007,0.50064886,0.52287245,0.46575344,0.5,0.13178268,9.0,6.5,0.48560736,6.0
vol_scale,0.034326818,0.0075183115,0.15672807,42.666668,5.7348833,317.43356,107.85156,35.34568,329.09137,0.06577481,0.01951701,0.22166951,3.0,0.15674369,0.0,0.449093,0.75342464,0.33333334,0.0,11.0,3.0,0.48535734,7.0
rv_24h,0.034466095,0.009676047,0.122768305,38.5,7.1821537,206.3796,109.147804,39.337437,302.84747,0.06593888,0.023039754,0.18871453,9.0,0.13151924,0.8559549,0.45167145,0.60273975,0.5,0.0,8.5,4.8333335,0.47410423,8.0
t_be_proxy,0.03369048,0.008846081,0.12831087,37.833332,5.335937,268.24927,106.74942,32.07147,355.31393,0.06705788,0.017432608,0.257951,4.0,0.24185805,0.94015884,0.43731242,0.6712329,0.33333334,0.0,12.0,4.0,0.45833007,9.0
ret48h,0.033639822,0.013359733,0.08470511,38.833332,7.492589,201.26926,108.84384,57.891434,204.64136,0.064332955,0.03176801,0.13027978,15.0,0.19660075,0.4688771,0.43637463,0.53424656,0.16666667,0.13229178,11.0,5.6666665,0.4051823,10.0
kf_score_mean,0.030429654,0.008101205,0.11429952,34.5,7.3200636,162.60104,103.420845,37.143795,287.95853,0.061731376,0.020827033,0.18297197,13.0,0.008146912,0.75558734,0.3769447,0.56164384,0.33333334,0.0,12.0,5.3333335,0.39773056,11.0
ret120h,0.029623907,0.0077321515,0.11349698,34.666668,3.197221,375.882,98.78299,32.255547,302.52405,0.06085353,0.0190787,0.19409877,12.0,0.0,0.75558734,0.36202788,0.56164384,0.33333334,0.13397932,10.5,5.3333335,0.39622527,12.0
reversion_target_distance,0.029492,0.0064221267,0.13543458,33.5,4.031129,278.39597,98.43529,31.355701,309.01898,0.059827335,0.018172443,0.19696362,6.0,0.41230357,0.5662329,0.35958588,0.65753424,0.0,0.0,11.0,4.1666665,0.3621558,13.0
dist_from_high_120h,0.029423462,0.012694126,0.06820006,39.333332,10.225241,151.30315,85.34497,39.87613,182.65976,0.055060375,0.024467682,0.12390405,18.0,0.0,0.75558734,0.35831705,0.28767124,0.33333334,0.0,13.0,8.666667,0.3189922,14.0
down_up_vol_ratio_24,0.024006946,0.006767366,0.08516362,34.166668,3.8477988,303.38412,68.51786,23.68242,198.23553,0.04192114,0.014294627,0.12294002,16.0,0.023960643,0.7594922,0.25804093,0.5753425,0.0,0.45787686,17.5,5.1666665,0.30865198,15.0
ts_12,0.018154351,0.0029663986,0.11110457,26.333334,3.036811,228.34625,48.750767,7.1788945,331.05896,0.030659001,0.004318926,0.21764076,8.0,0.0,0.75558734,0.14969169,0.739726,0.0,0.37988177,23.5,3.1666667,0.28625602,16.0
asset_atr_level,0.024257196,0.016581379,0.03548629,45.5,15.9556675,129.75014,67.47696,52.58459,86.58696,0.043834362,0.0323707,0.059357725,37.0,0.0,0.75558734,0.26267383,0.34246576,0.16666667,0.29748315,26.0,8.0,0.2699612,17.0
vol_price_diverge,0.017190265,0.00232162,0.12728404,41.5,5.7373047,300.1845,48.148823,8.836058,262.3692,0.03286792,0.005449423,0.1982412,10.0,0.0,0.75558734,0.13184352,0.72602737,0.0,0.13701747,25.5,3.3333333,0.26087165,18.0
rv_6h,0.015464744,0.004872515,0.049083132,25.5,5.4390564,119.55199,41.53684,14.675594,117.56314,0.025857415,0.008598477,0.07775864,29.0,0.0,0.75558734,0.099898905,0.63013697,0.0,0.8557766,28.0,4.5,0.25526747,19.0
prog_eff_12,0.013062611,0.0028066046,0.06079653,25.0,3.6968455,169.06305,36.05078,7.3009267,178.01286,0.024032006,0.0048060804,0.12016806,22.0,0.0,0.75558734,0.05542816,0.7671233,0.0,0.4695217,32.0,2.8333333,0.2457424,20.0
higher_highs_count_48h,0.015885372,0.0051743104,0.048768822,25.833334,5.1451163,129.70769,46.08176,19.765636,107.43538,0.030055195,0.012401609,0.072838515,32.0,0.0,0.75558734,0.107686006,0.5205479,0.0,1.0,30.0,5.8333335,0.23936428,21.0
hh_count_24,0.01934936,0.010788067,0.0347048,35.0,10.181683,120.3141,50.413486,22.923756,110.86837,0.032912884,0.01416455,0.0764767,34.0,0.0,0.75558734,0.17181493,0.369863,0.16666667,0.5008154,29.0,7.6666665,0.23700476,22.0
press_12,0.022919497,0.010831441,0.048498012,27.833334,7.4255567,104.32813,63.122974,26.623405,149.66191,0.037614126,0.01407941,0.10048875,25.0,0.041930918,0.75558734,0.23790894,0.28767124,0.16666667,0.1522292,18.0,8.666667,0.23537919,23.0
climax_range_12,0.019315213,0.008085244,0.046143003,30.0,7.4161983,121.35597,51.30022,21.162384,124.35805,0.032310132,0.012583798,0.08295943,30.0,0.36540878,0.75558734,0.17118275,0.53424656,0.0,0.13592531,20.5,5.6666665,0.23450842,24.0
kf_innov_var,0.014509664,0.003840393,0.05482,17.833334,3.7601714,84.578,41.49644,14.44097,119.24092,0.023684047,0.007626393,0.07355169,27.0,0.0,0.75558734,0.082217485,0.5890411,0.0,0.7597836,30.0,5.0,0.23046908,25.0
trend_slope_48h,0.023528043,0.0076580127,0.07228622,32.333332,4.8534064,215.40425,76.5889,35.01293,167.53407,0.045894973,0.01953229,0.107839316,21.0,0.047671117,0.7919671,0.24917498,0.369863,0.0,0.0,19.5,7.6666665,0.229512,26.0
