phase,quantile,entry_offset_mode,tp_sl_ratio,sizing_mode,net_pnl,trades_per_day,sortino,maxdd,ulcer,tuw_max_days,expectancy_per_trade,win_rate
phase1_non_sizing_grid,0.3,optimizer,2:1,linear_5_15,-3396104.7973252023,4.542009884678748,-3.0462758934774614,1.0,98.64436976103312,0.0,-1231.8116783914409,0.0014508523757707653
phase1_non_sizing_grid,0.3,optimizer,3:2,linear_5_15,-3396104.7973252023,4.542009884678748,-3.0462758934774614,1.0,98.64436976103312,0.0,-1231.8116783914409,0.0014508523757707653
phase1_non_sizing_grid,0.3,optimizer,4:2,linear_5_15,-3396104.7973252023,4.542009884678748,-3.0462758934774614,1.0,98.64436976103312,0.0,-1231.8116783914409,0.0014508523757707653
phase1_non_sizing_grid,0.3,fixed_0_15,2:1,linear_5_15,86643.70285951826,4.542009884678748,4.661952937646798,0.1104154627898295,2.4370397336316625,0.0,31.426805534827082,0.48240841494377945
phase1_non_sizing_grid,0.3,fixed_0_15,3:2,linear_5_15,86643.70285951826,4.542009884678748,4.661952937646798,0.1104154627898295,2.4370397336316625,0.0,31.426805534827082,0.48240841494377945
phase1_non_sizing_grid,0.3,fixed_0_15,4:2,linear_5_15,86643.70285951826,4.542009884678748,4.661952937646798,0.1104154627898295,2.4370397336316625,0.0,31.426805534827082,0.48240841494377945
phase1_non_sizing_grid,0.1,optimizer,2:1,linear_5_15,-552796.6177419617,1.521523178807947,-11.711987146517078,0.9962610127963495,80.10188724294751,0.0,-601.5197146267266,0.003264417845484222
phase1_non_sizing_grid,0.1,optimizer,3:2,linear_5_15,-552796.6177419617,1.521523178807947,-11.711987146517078,0.9962610127963495,80.10188724294751,0.0,-601.5197146267266,0.003264417845484222
phase1_non_sizing_grid,0.1,optimizer,4:2,linear_5_15,-552796.6177419617,1.521523178807947,-11.711987146517078,0.9962610127963495,80.10188724294751,0.0,-601.5197146267266,0.003264417845484222
phase1_non_sizing_grid,0.1,fixed_0_15,2:1,linear_5_15,49109.506521462434,1.521523178807947,5.259969660310819,0.07168323050269754,1.2675284180905781,0.0,53.43798315719525,0.5364526659412405
phase1_non_sizing_grid,0.1,fixed_0_15,3:2,linear_5_15,49109.506521462434,1.521523178807947,5.259969660310819,0.07168323050269754,1.2675284180905781,0.0,53.43798315719525,0.5364526659412405
phase1_non_sizing_grid,0.1,fixed_0_15,4:2,linear_5_15,49109.506521462434,1.521523178807947,5.259969660310819,0.07168323050269754,1.2675284180905781,0.0,53.43798315719525,0.5364526659412405
phase1_non_sizing_grid,0.05,optimizer,2:1,linear_5_15,-275619.9272209157,0.7641196013289037,-11.51208374344248,0.9382577522379997,66.9631396840086,0.0,-599.1737548280776,0.006521739130434782
phase1_non_sizing_grid,0.05,optimizer,3:2,linear_5_15,-275619.9272209157,0.7641196013289037,-11.51208374344248,0.9382577522379997,66.9631396840086,0.0,-599.1737548280776,0.006521739130434782
phase1_non_sizing_grid,0.05,optimizer,4:2,linear_5_15,-275619.9272209157,0.7641196013289037,-11.51208374344248,0.9382577522379997,66.9631396840086,0.0,-599.1737548280776,0.006521739130434782
phase1_non_sizing_grid,0.05,fixed_0_15,2:1,linear_5_15,29119.847001298484,0.7641196013289037,4.658783099285795,0.06767288374612501,1.0701081422854106,0.0,63.3040152202141,0.5413043478260869
phase1_non_sizing_grid,0.05,fixed_0_15,3:2,linear_5_15,29119.847001298484,0.7641196013289037,4.658783099285795,0.06767288374612501,1.0701081422854106,0.0,63.3040152202141,0.5413043478260869
phase1_non_sizing_grid,0.05,fixed_0_15,4:2,linear_5_15,29119.847001298484,0.7641196013289037,4.658783099285795,0.06767288374612501,1.0701081422854106,0.0,63.3040152202141,0.5413043478260869
phase2_sizing_compare,0.3,fixed_0_15,2:1,linear_5_15,86643.70285951826,4.542009884678748,4.661952937646798,0.1104154627898295,2.4370397336316625,0.0,31.426805534827082,0.48240841494377945
phase2_sizing_compare,0.3,fixed_0_15,2:1,convex_power,78370.14399125442,4.542009884678748,4.70530167777186,0.09463010904314295,2.067151999732702,0.0,28.425877399802108,0.48240841494377945
phase2_sizing_compare,0.3,fixed_0_15,2:1,concave_power,90893.64263585364,4.542009884678748,4.578704365062427,0.12029634728194427,2.7122006613757668,0.0,32.968314340171794,0.48240841494377945
