fold_id,seed,regime_family,gain,split
0,42,basis,41.11127,26.0
0,42,compression,440.5822,60.0
0,42,context,283.1896,34.0
0,42,cross_asset,1494.6881,87.0
0,42,cross_asset_orderbook,409.71252,30.0
0,42,cross_sectional,339.71796,30.0
0,42,liquidity,760.8722,87.0
0,42,mark_index,241.96045,39.0
0,42,momentum,245.90833,28.0
0,42,orderbook,13.695913,5.0
0,42,path_structure,1203.6545,134.0
0,42,trend,65.36625,20.0
0,42,volatility,516.649,61.0
0,42,volatility_term_structure,570.7065,60.0
1,42,basis,75.29194,34.0
1,42,compression,362.56854,60.0
1,42,context,221.90492,30.0
1,42,cross_asset,1741.7921,105.0
1,42,cross_asset_orderbook,592.37634,63.0
1,42,cross_sectional,315.0735,39.0
1,42,liquidity,868.78625,127.0
1,42,mark_index,399.19986,61.0
1,42,momentum,164.59073,25.0
1,42,orderbook,50.9425,10.0
1,42,path_structure,808.9457,123.0
1,42,trend,349.3186,49.0
1,42,volatility,716.0658,76.0
1,42,volatility_term_structure,574.52826,71.0
2,42,context,2.05084,1.0
2,42,cross_asset,29.738,1.0
2,42,cross_asset_orderbook,27.7645,2.0
2,42,mark_index,7.34281,1.0
2,42,path_structure,14.035551,2.0
2,42,volatility_term_structure,35.188988,2.0
3,42,basis,130.30956,46.0
3,42,compression,377.961,73.0
3,42,context,143.29787,25.0
3,42,cross_asset,1010.34265,106.0
3,42,cross_asset_orderbook,427.1778,60.0
3,42,cross_sectional,260.52106,32.0
3,42,liquidity,536.7491,84.0
3,42,mark_index,216.60846,53.0
3,42,momentum,94.27124,16.0
3,42,orderbook,13.139711,7.0
3,42,path_structure,616.03564,109.0
3,42,trend,164.93687,25.0
3,42,volatility,666.4252,94.0
3,42,volatility_term_structure,594.51984,83.0
4,42,basis,40.119965,20.0
4,42,compression,56.545715,18.0
4,42,context,33.81848,7.0
4,42,cross_asset,720.3373,42.0
4,42,cross_asset_orderbook,50.52242,10.0
4,42,cross_sectional,27.370451,4.0
4,42,liquidity,176.1774,28.0
4,42,mark_index,30.891632,12.0
4,42,momentum,4.71206,2.0
4,42,orderbook,2.61887,1.0
4,42,path_structure,217.33641,42.0
4,42,trend,151.15103,24.0
4,42,volatility,171.46484,24.0
4,42,volatility_term_structure,168.2913,22.0
