run_id,tail_precision_blend,tail_rank_bucket_monotonicity,hit_rate_at_target,hit_rate_at_target_raw,lift_at_target,lift_at_target_raw,weekly_score_at_k_mean,asset_score_at_k_mean,mean_score,tail_week_20_score,tail_asset_20_score,robust_tail_score,tail_control_score,tail_week_group_count,tail_asset_group_count,model,layer,target_frac,n_rows,baseline_win_rate,score_col,target_col,return_col
20260525_010004_nopenalty,0.5028703108552479,1.0,0.3240738153126717,0.5834911887951323,0.2601591361182154,1.5203182722364308,1.4622520355062507,1.404751013907095,0.5179947146282766,1.1540383553782263,1.0311325856976687,0.6903719414011779,0.6903719414011779,77.0,143.0,oof_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597_H5,base,0.3,116140,0.3837954193215085,oof_prob,y_bin,y_ret
20260525_010004_nopenalty,0.5269773020589134,1.0,0.3498908745185393,0.5912122321174413,0.29634987764870924,1.5926997552974185,1.4963925051567273,1.4506015396451999,0.5400390712570151,1.1715140411754177,1.063427673799362,0.7132686071261275,0.7132686071261275,79.0,145.0,oof_asset_vol_level_pct_0_20587213_compression_score_-0_99787366_H5,base,0.3,163938,0.3712013078114897,oof_prob,y_bin,y_ret
20260525_010004_nopenalty,0.5030251029366555,1.0,0.3311007292501374,0.5732452332722421,0.2917654791405757,1.5835309582811514,1.4830828017779267,1.4324761701592414,0.5257832828528048,1.1658879305624352,1.0974182861298922,0.7075442305008125,0.7075442305008125,79.0,146.0,oof_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899_H5,base,0.3,207340,0.36200443715636155,oof_prob,y_bin,y_ret
20260525_010004_nopenalty,0.6411951255264139,1.0,0.42389253824983586,0.6458993397344427,0.33805411967596255,1.676108239351925,1.6437606425199716,1.459165488901368,0.6088673817957253,1.2940620300873,1.0165659686913784,0.7728013670738094,0.7728013670738094,79.0,152.0,oof_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828_H5,base,0.3,137823,0.3853565805417093,oof_prob,y_bin,y_ret
20260525_010004_nopenalty,0.46215279355689026,1.0,0.30962150479485034,0.5558714541272681,0.27921172992777776,1.5584234598555555,1.4525094263847629,1.4156549979780728,0.5026277643672817,1.1709788087132038,1.0485310275919963,0.6847659105028772,0.6847659105028772,74.0,89.0,oof_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644_H5,base,0.3,104346,0.35668832537902745,oof_prob,y_bin,y_ret
20260525_010004_nopenalty,0.4587497654583314,1.0,0.2907530791195978,0.5396103417796111,0.26894877266506645,1.537897545330133,1.4489868531334862,1.4104396720230954,0.4954402765402654,1.12452673409235,1.1084025366377834,0.6817475841877058,0.6817475841877058,79.0,152.0,oof_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735_H5,base,0.3,181013,0.3508753514940916,oof_prob,y_bin,y_ret
20260525_010004_nopenalty,0.25593904065978407,0.9752921690757085,0.1761434818042595,0.4772205244971738,0.1529246404960779,1.3058492809921558,1.19124737270364,1.2136413967218065,0.3632476745391228,0.9741069067133863,1.0373655116235363,0.5559942349279243,0.5559942349279243,146.0,230.0,oof_dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407_H10,base,0.3,333779,0.3654483954952229,oof_prob,y_bin,y_ret
20260525_010004_nopenalty,0.390452533211607,1.0,0.2656917841961775,0.5350157536644393,0.22935666341901428,1.4587133268380286,1.3032867211091137,1.351054275130061,0.4551907028076812,1.0083336993118026,1.0418081542449793,0.6261547699988941,0.6261547699988941,143.0,234.0,oof_dist_weekly_vwap_0_074823022_loc_prev_week_range_pos_48_0_48354843_mkt_ret_eq_24h_-0_43956268_volume_autocorr_48_-0_38378653_H10,base,0.3,437991,0.3667723766013457,oof_prob,y_bin,y_ret
20260525_010004_nopenalty,0.5246510438034896,1.0,0.34991064552500106,0.5940013584527938,0.2910050223583922,1.5820100447167844,1.5274897671283878,1.4649009640443993,0.5380435510980746,1.2224112023486913,1.100547917596239,0.7250743537603916,0.7250743537603916,78.0,152.0,oof_loc_bb_channel_pos_48_0_63256526_zscore_price_200_-0_64289832_xasset_asset_minus_basket_fund_z_0_1707595_H5,base,0.3,186485,0.3754725581145937,oof_prob,y_bin,y_ret
20260525_010004_nopenalty,0.461971957824748,1.0,0.3167423887320429,0.5697450820230073,0.2693251378296867,1.5386502756593734,1.3814355506405305,1.4415064564259115,0.5020022884422451,1.0170281634450322,1.1750547651735972,0.680214041202366,0.680214041202366,147.0,236.0,oof_loc_ema_stack_pos_24_0_43357179_compression_ratio_-0_33411601_mkt_ret_eq_24h_1_1280091_mkt_ret_eq_24h_-0_81129736_up_down_semivol_ratio_tanh_-0_39156261_H10,base,0.3,391759,0.37028887657973397,oof_prob,y_bin,y_ret
