,volume_kalman,moving_average,fisher,raw_price
2023-01-04 23:30:00,1256.280029296875,,,1256.280029296875
2023-01-04 23:45:00,1256.769017861305,,,1256.9000244140625
2023-01-05 00:00:00,1257.3790883666402,,,1257.489990234375
2023-01-05 00:15:00,1257.2428739622915,,,1256.949951171875
2023-01-05 00:30:00,1255.7120079698907,,,1254.6600341796875
2023-01-05 00:45:00,1254.4969312353126,,,1253.969970703125
2023-01-05 01:00:00,1253.659264645156,,,1253.5699462890625
2023-01-05 01:15:00,1253.805982156304,,,1254.4599609375
2023-01-05 01:30:00,1254.62520104753,,,1255.5400390625
2023-01-05 01:45:00,1254.4352873980156,,,1254.2900390625
2023-01-05 02:00:00,1253.7760293683752,,,1253.3399658203125
2023-01-05 02:15:00,1253.2753849498679,,,1253.1099853515625
2023-01-05 02:30:00,1253.2904363823905,,,1253.56005859375
2023-01-05 02:45:00,1253.6180882511794,,,1254.02001953125
2023-01-05 03:00:00,1253.7637025364284,,,1253.8900146484375
2023-01-05 03:15:00,1253.4984241319542,,,1253.280029296875
2023-01-05 03:30:00,1252.8328978695915,,,1252.4000244140625
2023-01-05 03:45:00,1252.6771265583682,,,1252.77001953125
2023-01-05 04:00:00,1253.3242168738923,,,1253.969970703125
2023-01-05 04:15:00,1253.5217226727161,1254.4030029296875,,1253.6099853515625
2023-01-05 04:30:00,1253.97003646808,1254.2994995117188,,1254.2099609375
2023-01-05 04:45:00,1253.6187441784446,1254.113995361328,,1253.18994140625
2023-01-05 05:00:00,1254.0994142975385,1253.9609985351562,,1254.4300537109375
2023-01-05 05:15:00,1253.930723701255,1253.7970031738282,,1253.6700439453125
2023-01-05 05:30:00,1253.7424299370036,1253.7420043945312,,1253.56005859375
2023-01-05 05:45:00,1253.5676666777417,1253.71650390625,,1253.4599609375
2023-01-05 06:00:00,1253.3908703499592,1253.70400390625,,1253.3199462890625
2023-01-05 06:15:00,1252.3362881043997,1253.5635070800781,-0.05328788001398127,1251.6500244140625
2023-01-05 06:30:00,1251.3746370785075,1253.3365051269532,-0.23978148562175525,1251.0
2023-01-05 06:45:00,1250.8746345231605,1253.1705017089844,-0.03275554930056499,1250.969970703125
2023-01-05 07:00:00,1250.5445340905835,1253.0400024414062,0.19328043319927843,1250.72998046875
2023-01-05 07:15:00,1249.1541486019944,1252.809503173828,-0.9066451783310474,1248.5
2023-01-05 07:30:00,1249.2021112252262,1252.622998046875,-0.815473215220161,1249.8299560546875
2023-01-05 07:45:00,1250.0450981085298,1252.4734985351563,-0.12768431893404616,1251.030029296875
2023-01-05 08:00:00,1250.4295634895304,1252.315496826172,-0.4739934142540389,1250.72998046875
2023-01-05 08:15:00,1250.3586114538264,1252.1624938964844,-0.27024009028492524,1250.219970703125
2023-01-05 08:30:00,1250.1210195387368,1252.0379943847656,-1.1126062578995761,1249.9100341796875
2023-01-05 08:45:00,1250.4572721922398,1251.9364929199219,-0.25485796513938824,1250.739990234375
2023-01-05 09:00:00,1249.6108205740409,1251.6844970703125,-1.2369214674375055,1248.9300537109375
2023-01-05 09:15:00,1249.223711141986,1251.4599975585938,-0.9575433407786949,1249.1199951171875
2023-01-05 09:30:00,1248.472543291335,1251.1565002441407,-2.2975599250672945,1248.1400146484375
2023-01-05 09:45:00,1248.416849448663,1250.9325012207032,-0.23588992344119597,1248.7099609375
2023-01-05 10:00:00,1249.4074836417524,1250.7289978027343,0.6324685572792726,1250.3599853515625
2023-01-05 10:15:00,1250.391053862331,1250.5954956054688,1.0726026470636771,1251.0
2023-01-05 10:30:00,1251.4398245615932,1250.511492919922,2.2975599250672945,1251.8800048828125
2023-01-05 10:45:00,1251.7587771609788,1250.413995361328,2.2975599250672945,1251.510009765625
2023-01-05 11:00:00,1252.160237476521,1250.3510009765625,1.122682044566464,1252.06005859375
2023-01-05 11:15:00,1251.8175601820797,1250.3289978027344,0.31735693474393645,1251.2099609375
2023-01-05 11:30:00,1252.5136965305658,1250.422998046875,1.067557959941658,1252.8800048828125
2023-01-05 11:45:00,1254.6343608969364,1250.6700012207032,2.2975599250672945,1255.9100341796875
2023-01-05 12:00:00,1254.2011723252022,1250.79150390625,0.6193348441197413,1253.1600341796875
2023-01-05 12:15:00,1253.1801537775902,1250.9705017089843,0.20123983082062422,1252.0799560546875
2023-01-05 12:30:00,1253.1536508473396,1251.1375061035155,0.9366708057392271,1253.1700439453125
2023-01-05 12:45:00,1253.0013049489276,1251.2320068359375,0.7795652859079456,1252.9200439453125
2023-01-05 13:00:00,1253.030154491291,1251.351007080078,1.3284805532373065,1253.1099853515625
2023-01-05 13:15:00,1252.3592092318743,1251.435009765625,0.6044181981300194,1251.9000244140625
2023-01-05 13:30:00,1251.1262233315733,1251.4605102539062,-0.03712060598030426,1250.4200439453125
2023-01-05 13:45:00,1248.7728552731169,1251.2985107421875,-0.8527399238588719,1247.5
2023-01-05 14:00:00,1248.6228434026023,1251.322509765625,-0.552719032039597,1249.4100341796875
